Date,2018-12-31,2017-12-31
Cash and cash equivalents,55955000.0,27866000.0
Short-term investments,327000.0,30298000.0
Cash and short-term investments,56282000.0,58164000.0
Receivables,776000.0,578000.0
Inventories,0.0,0.0
Total current assets,96794000.0,58742000.0
Property Plant & Equipment Net,5143000.0,5270000.0
Goodwill and Intangible Assets,5446000.0,1716000.0
Long-term investments,3191000.0,3702000.0
Tax assets,0.0,0.0
Total non-current assets,14236000.0,11030000.0
Total assets,111030000.0,69772000.0
Payables,13595000.0,10197000.0
Short-term debt,445000.0,471000.0
Total current liabilities,53776000.0,42862000.0
Long-term debt,3280000.0,3811000.0
Total debt,3725000.0,4282000.0
Deferred revenue,0.0,0.0
Tax Liabilities,0.0,0.0
Deposit Liabilities,0.0,0.0
Total non-current liabilities,3280000.0,3811000.0
Total liabilities,57056000.0,46673000.0
Other comprehensive income,-598000.0,0.0
Retained earnings (deficit),-123592000.0,-87531000.0
Total shareholders equity,53974000.0,23099000.0
Investments,3518000.0,34000000.0
Net Debt,,
Other Assets,39736000.0,
Other Liabilities,39736000.0,32194000.0
