Date,2018-12-31,2017-12-31,2016-12-31
Cash and cash equivalents,7126000.0,53349000.0,0.0
Short-term investments,100986000.0,0.0,0.0
Cash and short-term investments,108112000.0,53349000.0,0.0
Receivables,0.0,0.0,0.0
Inventories,0.0,0.0,0.0
Total current assets,109534000.0,55154000.0,0.0
Property, Plant & Equipment Net,321000.0,39000.0,0.0
Goodwill and Intangible Assets,0.0,0.0,0.0
Long-term investments,0.0,0.0,0.0
Tax assets,0.0,0.0,
Total non-current assets,405000.0,39000.0,
Total assets,109939000.0,55193000.0,0.0
Payables,2989000.0,1515000.0,0.0
Short-term debt,0.0,0.0,0.0
Total current liabilities,5716000.0,5502000.0,0.0
Long-term debt,0.0,0.0,0.0
Total debt,0.0,0.0,
Deferred revenue,0.0,0.0,
Tax Liabilities,0.0,0.0,
Deposit Liabilities,0.0,0.0,
Total non-current liabilities,19000.0,0.0,
Total liabilities,5735000.0,5502000.0,0.0
Other comprehensive income,-41000.0,0.0,
Retained earnings (deficit),-71393000.0,-33779000.0,-1000.0
Total shareholders equity,104204000.0,-31929000.0,0.0
Investments,100986000.0,0.0,-100354000.0
Net Debt,-108112000.0,-53349000.0,0.0
Other Assets,1422000.0,1805000.0,0.0
Other Liabilities,2727000.0,3987000.0,0.0
