date,,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY
,revenue,6614392000.0,6614392000.0,6829118000.0,4798332000.0
,costOfRevenue,4948153000.0,4948153000.0,5121501000.0,3379409000.0
,grossProfit,1666239000.0,1666239000.0,1707617000.0,1418923000.0
,grossProfitRatio,0.251911135596439,0.251911135596439,0.250049420730466,0.295711718155392
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,539094000.0,539094000.0,584909000.0,534168000.0
,GeneralAndAdministrativeExpenses,475369000.0,475369000.0,454190000.0,417085000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0
,otherExpenses,528764000.0,528764000.0,557801000.0,256717000.0
,operatingExpenses,1543227000.0,1543227000.0,1596900000.0,1207970000.0
,costAndExpenses,6491380000.0,6491380000.0,6718401000.0,4587379000.0
,interestExpense,87088000.0,87088000.0,79817000.0,70936000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,478571000.0,478571000.0,502757000.0,313016000.0
,EBITDA,601583000.0,601583000.0,613474000.0,523969000.0
,EBITDARatio,0.0909506119383308,0.0909506119383308,0.0898320983763936,0.109198154692089
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,123012000.0,123012000.0,110717000.0,210953000.0
,operatingIncomeRatio,0.018597627718466,0.018597627718466,0.0162124889334172,0.0439638190938018
,totalOtherIncomeExpensesNet,5056000.0,1873000.0,3991000.0,8362000.0
,incomeBeforeTax,67334000.0,67334000.0,24898000.0,82860000.0
,incomeBeforeTaxRatio,0.0101799228107436,0.0101799228107436,0.00364585880636416,0.0172685008040294
,incomeTaxExpense,-44921000.0,-44921000.0,15131000.0,22594000.0
,netIncome,92027000.0,92027000.0,18100000.0,92181000.0
,netIncomeRatio,0.0139131457585217,0.0139131457585217,0.00265041547092904,0.019211050840167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,0.49177323080376,0.49177323080376,0.0949129789565865,0.629703254365112
,EPSDiluted,0.485333516158974,0.485333516158974,0.0941800868954393,0.617177404776411
,weightedAverageShsOut,187133000.0,187133000.0,190701000.0,146388000.0
,weightedAverageShsOutDil,189616000.0,189616000.0,192185000.0,149359000.0
