date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY
,revenue,568103000.0,546159000.0,520193000.0,485175000.0,446900000.0,404234000.0,380003000.0,347979000.0,316973000.0,305500000.0,263416000.0,235807000.0,215489000.0,185663000.0,149071000.0,135213000.0,91286000.0,59422000.0,51913000.0,3018000.0,0.0
,costOfRevenue,219157000.0,219801000.0,219526000.0,209278000.0,194066000.0,174510000.0,159893000.0,150225000.0,143642000.0,132160000.0,119023000.0,102775000.0,93055000.0,87756000.0,80421000.0,86193000.0,64324000.0,48324000.0,49324000.0,20297000.0,0.0
,grossProfit,348946000.0,326358000.0,300667000.0,275897000.0,252834000.0,229724000.0,220110000.0,197754000.0,173331000.0,173340000.0,144393000.0,133032000.0,122434000.0,97907000.0,68650000.0,49020000.0,26962000.0,11098000.0,2589000.0,-17279000.0,0.0
,grossProfitRatio,0.614230166008629,0.597551262544424,0.577991245556937,0.568654609161643,0.565750727232043,0.568294601641623,0.579232269218927,0.568292914227583,0.546832064560704,0.567397708674304,0.548155768821939,0.564156280347912,0.5681682127626,0.527337164647776,0.46051881318298,0.362539104967718,0.295357448020507,0.186765844300091,0.0498719010652438,-5.72531477799867,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,158476000.0,146913000.0,133858000.0,127915000.0,120709000.0,113103000.0,107679000.0,87242000.0,79885000.0,76984000.0,72060000.0,76905000.0,80465000.0,62187000.0,56787000.0,54250000.0,51786000.0,43938000.0,36593000.0,30280000.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,302634000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,241953000.0,227160000.0,215091000.0,203841000.0,195944000.0,183630000.0,177160000.0,151600000.0,142363000.0,136834000.0,129178000.0,136818000.0,144646000.0,129935000.0,115456000.0,109850000.0,109210000.0,307757000.0,73305000.0,43815000.0,0.0
,costAndExpenses,461110000.0,446961000.0,434617000.0,413119000.0,390010000.0,358140000.0,337053000.0,301825000.0,286005000.0,268994000.0,248201000.0,239593000.0,237701000.0,217691000.0,195877000.0,196043000.0,173534000.0,356081000.0,122629000.0,64112000.0,14223000.0
,interestExpense,62486000.0,57453000.0,51056000.0,48467000.0,40803000.0,41280000.0,49945000.0,41797000.0,36319000.0,34511000.0,16682000.0,15720000.0,11066000.0,10226000.0,10684000.0,11747000.0,13002000.0,19776000.0,36284000.0,7945000.0,1105000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,83477000.0,80247000.0,81233000.0,75926000.0,75235000.0,70527000.0,69481000.0,64358000.0,62478000.0,59850000.0,56524000.0,59913000.0,62589000.0,65638000.0,58414000.0,55600000.0,56645000.0,48387000.0,33990000.0,13535000.0,338000.0
,EBITDA,190470000.0,179445000.0,166809000.0,147982000.0,132125000.0,116621000.0,112431000.0,110512000.0,93446000.0,96356000.0,71739000.0,56127000.0,40377000.0,33610000.0,11608000.0,-5230000.0,-25603000.0,-248272000.0,-36726000.0,-47559000.0,-14019000.0
,EBITDARatio,0.335273709168936,0.328558167127155,0.320667521477605,0.305007471530891,0.295647795927501,0.288498740828332,0.29586871682592,0.317582382844942,0.294807444167169,0.315404255319149,0.272341087861026,0.238020923891148,0.187373833467138,0.18102691435558,0.0778689349370434,-0.0386797127495137,-0.280470170672392,-4.17811584934873,-0.70745285381311,-15.758449304175,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,106993000.0,99198000.0,85576000.0,72056000.0,56890000.0,46094000.0,42950000.0,46154000.0,30968000.0,36506000.0,15215000.0,-3786000.0,-22212000.0,-32028000.0,-46806000.0,-60830000.0,-82248000.0,-296659000.0,-70716000.0,-61094000.0,-14223000.0
,operatingIncomeRatio,0.188333805665522,0.181628426886676,0.164508172928125,0.148515484103674,0.12729917207429,0.114028013477342,0.113025423483499,0.132634440584058,0.0976991731156912,0.119495908346972,0.057760348650044,-0.016055503017298,-0.103077187234615,-0.172506099761396,-0.313984611359688,-0.449882777543579,-0.900992485156541,-4.99241021843762,-1.36220214589794,-20.2432074221339,0.0
,totalOtherIncomeExpensesNet,-35173000.0,1059000.0,982000.0,3862000.0,7152000.0,6942000.0,10950000.0,0.0,0.0,2739000.0,-594000.0,210000.0,56154000.0,2205000.0,509000.0,3739000.0,2692000.0,240234000.0,10696000.0,212000.0,134000.0
,incomeBeforeTax,10312000.0,52674000.0,41382000.0,31118000.0,24260000.0,12712000.0,4491000.0,6987000.0,-3500000.0,5582000.0,-508000.0,-18398000.0,28315000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
