date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY
,revenue,149599000.0,123864000.0,63554000.0,54515000.0,52222046.0,45658100.0,26501665.0,20618500.0,22575578.0,16458492.0,12818698.0,8311062.0,5660711.0,7856996.0,4268399.0,2224746.0,2745956.0,3786844.0,3995761.0,3498524.0,1993241.0,3481862.0,2750868.0,3717023.0,3691804.0
,costOfRevenue,63100000.0,50475000.0,31065000.0,27466000.0,28816766.0,19457683.0,11236695.0,9197230.0,9520472.0,6797192.0,4273210.0,4139834.0,2019585.0,3442020.0,1555970.0,1136745.0,1372302.0,2007883.0,2573280.0,1862955.0,1646589.0,1785464.0,1852026.0,1221051.0,1136272.0
,grossProfit,86499000.0,73389000.0,32489000.0,27049000.0,23405280.0,26200417.0,15264970.0,11421270.0,13055106.0,9661300.0,8545488.0,4171228.0,3641126.0,4414976.0,2712429.0,1088001.0,1373654.0,1778961.0,1422481.0,1635569.0,346652.0,1696398.0,898842.0,2495972.0,2555532.0
,grossProfitRatio,0.578205736669363,0.592496609184267,0.511203071403846,0.496175364578556,0.448187725161132,0.573839406370392,0.576000413558922,0.553933118316075,0.578284462971446,0.587010037128553,0.666642431235996,0.501888687631015,0.64322767934982,0.561916539094585,0.635467537125747,0.489045041546316,0.500246180200994,0.469774038751002,0.355997518370093,0.467502581088482,0.173913741489363,0.487210004302296,0.326748502654435,0.67149759363878,0.692217680028517
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,10121000.0,10624000.0,12328000.0,13147000.0,21126936.0,19731564.0,18638016.0,15263371.0,14921552.0,6699325.0,8802502.0,7902486.0,7866499.0,5362291.0,3778469.0,3409486.0,3546438.0,3493966.0,3654333.0,3555874.0,1223034.0,2417779.0,3516856.0,2573814.0,2584806.0
,GeneralAndAdministrativeExpenses,62759000.0,61773000.0,36762000.0,30353000.0,26394804.0,26930832.0,31740249.0,8293755.0,7202428.0,5845588.0,4734427.0,4911356.0,6347997.0,7698271.0,7210789.0,6267689.0,6201882.0,6919035.0,6030044.0,6702234.0,1973471.0,1831229.0,2426639.0,3362080.0,1397338.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8714461.0,2382625.0,1553174.0,1035017.0,1051030.0,1624599.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,627909.0,1058364.0,1001178.0,0.0,1019077.0
,otherExpenses,89000.0,530000.0,261000.0,271000.0,-199436.0,-34385.0,-90237.0,-59183.0,-53560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
