date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY
,revenue,89811000.0,101576000.0,169956000.0,167464000.0,155528000.0
,costOfRevenue,0.0,0.0,0.0,0.0,0.0
,grossProfit,89811000.0,0.0,0.0,0.0,0.0
,grossProfitRatio,1.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,53861000.0,61671000.0,87767000.0,79443000.0,85392000.0
,costAndExpenses,53861000.0,61671000.0,87767000.0,79443000.0,85392000.0
,interestExpense,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,21565000.0,11184000.0,3366000.0,4788000.0,4765000.0
,EBITDA,-23548000.0,-156914000.0,-7812000.0,-313465000.0,13101000.0
,EBITDARatio,-0.262195054057966,-1.5447940458376,-0.0459648379580597,-1.87183514068695,0.0842356360269533
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-45113000.0,39905000.0,82189000.0,88021000.0,70136000.0
,operatingIncomeRatio,-0.502310407411119,0.392858549263606,0.483589870319377,0.525611474705011,0.450954169024227
,totalOtherIncomeExpensesNet,54061000.0,88976000.0,87861000.0,402102000.0,54348000.0
,incomeBeforeTax,-99174000.0,-49071000.0,-5672000.0,-314081000.0,15788000.0
,incomeBeforeTaxRatio,-1.10425226308581,-0.483096400724581,-0.0333733436889548,-1.87551354320929,0.101512267887454
,incomeTaxExpense,0.0,-8695000.0,-694000.0,-132535000.0,9157000.0
,netIncome,-99174000.0,-159403000.0,-10484000.0,-185718000.0,-821000.0
,netIncomeRatio,-1.10425226308581,-1.56929786563755,-0.0616865541669609,-1.10900253188745,-0.00527879224319737
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-60.0901588686516,-98.4,-6.4,-118.0,-0.4
,EPSDiluted,-60.0901588686516,-98.4,-6.4,-118.0,-0.4
,weightedAverageShsOut,1650420.0,1619020.0,1592502.0,1571550.0,1547800.0
,weightedAverageShsOutDil,1650420.0,1619020.0,1592502.0,1571550.0,1547800.0
