date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY
,revenue,366620000.0,291609000.0,249838000.0,218876000.0,222779000.0,239012000.0,209931000.0,177805000.0,157409000.0,133089000.0,109862000.0,87490000.0,74655000.0,52228000.0,33521000.0,22277000.0,17392000.0,12023000.0,8234000.0,7806000.0,6279000.0,600000.0,379000.0
,costOfRevenue,106268000.0,78878000.0,62479000.0,58205000.0,63161000.0,70310000.0,52703000.0,42555000.0,35579000.0,33195000.0,29640000.0,21076000.0,20307000.0,13534000.0,7621000.0,4297000.0,2888000.0,2028000.0,1604000.0,6740000.0,5637000.0,800000.0,70000.0
,grossProfit,260352000.0,212731000.0,187359000.0,160671000.0,159618000.0,168702000.0,157228000.0,135250000.0,121830000.0,99894000.0,80222000.0,66414000.0,54348000.0,38694000.0,25900000.0,17980000.0,14504000.0,9995000.0,6630000.0,1066000.0,642000.0,-200000.0,309000.0
,grossProfitRatio,0.710141290709727,0.729507662657874,0.749921949423226,0.734073173851861,0.716485844716064,0.705830669589811,0.748950845754081,0.760664773206603,0.773970992764073,0.750580438653833,0.730206986947261,0.759103897588296,0.727988748241913,0.740866967909933,0.77264998060917,0.807110472684832,0.833946642134315,0.831323297014056,0.805197959679378,0.13656161926723,0.10224558050645,-0.333333333333333,0.815303430079156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,108414000.0,82145000.0,55707000.0,40034000.0,40198000.0,38974000.0,37329000.0,36397000.0,30051000.0,20222000.0,15711000.0,12111000.0,12899000.0,9032000.0,5062000.0,2699000.0,2000000.0,1641000.0,1283000.0,3509000.0,8209000.0,1600000.0,93000.0
,GeneralAndAdministrativeExpenses,60318000.0,56967000.0,45873000.0,43124000.0,43046000.0,37171000.0,40192000.0,39968000.0,31606000.0,21044000.0,17077000.0,13417000.0,39166000.0,25332000.0,18406000.0,11433000.0,9639000.0,7165000.0,5353000.0,11460000.0,34768000.0,0.0,0.0
,SellingAndMarketingExpenses,149773000.0,156814000.0,103344000.0,90905000.0,89529000.0,94728000.0,83253000.0,62488000.0,49614000.0,38884000.0,32835000.0,27355000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-1343000.0,1213000.0,-471000.0,136000.0,-530000.0,-202000.0,-322000.0,337000.0,376000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,320383000.0,297720000.0,206594000.0,175903000.0,176658000.0,175746000.0,162395000.0,139724000.0,111489000.0,80259000.0,65882000.0,53628000.0,76973000.0,35480000.0,24851000.0,15063000.0,12431000.0,9820000.0,6993000.0,16224000.0,45847000.0,0.0,0.0
,costAndExpenses,426651000.0,376598000.0,269073000.0,234108000.0,239819000.0,246056000.0,215098000.0,182279000.0,147068000.0,113454000.0,95522000.0,74704000.0,97280000.0,49014000.0,32472000.0,19360000.0,15319000.0,11848000.0,8597000.0,22964000.0,51484000.0,10900000.0,399000.0
,interestExpense,14334000.0,7407000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,548000.0,106000.0,80000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,1878000.0,1794000.0,1670000.0,1840000.0,3885000.0,4873000.0,1621000.0,871000.0,218000.0,109000.0,259000.0,745000.0,1407000.0,1116000.0,1383000.0,931000.0,792000.0,1014000.0,357000.0,2975000.0,2870000.0,100000.0,0.0
,EBITDA,-58153000.0,-83195000.0,-17565000.0,-13392000.0,-13155000.0,-2171000.0,-3546000.0,-3603000.0,10559000.0,19744000.0,14599000.0,13531000.0,-21218000.0,4330000.0,2432000.0,3848000.0,2865000.0,1189000.0,-6000.0,-12183000.0,-42335000.0,-10200000.0,-20000.0
,EBITDARatio,-0.158619278817304,-0.285296407175362,-0.070305558001585,-0.0611853286792522,-0.0590495513490948,-0.00908322594681439,-0.0168912642725467,-0.0202637721098957,0.0670800271903131,0.148351854773873,0.132884891955362,0.154657675162876,-0.284214051302659,0.0829057210691583,0.0725515348587453,0.172734210171926,0.164730910763569,0.0988937869084255,-0.000728685936361428,-1.56072252113759,-6.74231565535913,-17.0,-0.0527704485488127
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-60031000.0,-84989000.0,-19235000.0,-15232000.0,-17040000.0,-7044000.0,-5167000.0,-4474000.0,10341000.0,19635000.0,14340000.0,12786000.0,-22625000.0,3214000.0,1049000.0,2917000.0,2073000.0,175000.0,-363000.0,-15158000.0,-45205000.0,-10300000.0,-20000.0
,operatingIncomeRatio,-0.163741748949866,-0.291448480671036,-0.0769898894483625,-0.0695919150569272,-0.0764883584179837,-0.0294713236155507,-0.0246128489837137,-0.0251623970079582,0.0656951000260468,0.147532853954872,0.130527388906082,0.146142416276146,-0.303060746098721,0.0615378724056062,0.0312938158169506,0.130942227409436,0.119192732290708,0.0145554354154537,-0.0440854991498664,-1.94183961055598,-7.19939480809046,-17.1666666666667,-0.0527704485488127
,totalOtherIncomeExpensesNet,-30763000.0,-830000.0,-4939000.0,-2458000.0,-2899000.0,-3586000.0,-322000.0,337000.0,376000.0,-485000.0,-7000.0,14000.0,-23501000.0,0.0,0.0,0.0,0.0,-1032000.0,-1186000.0,-10911000.0,65000.0,0.0,0.0
,incomeBeforeTax,-105128000.0,-93226000.0,-24174000.0,-17690000.0,-19939000.0,-10630000.0,-5489000.0,-4137000.0,10717000.0,19150000.0,14333000.0,12800000.0,-22672000.0,4110000.0,1764000.0,3217000.0,2150000.0,-816000.0,0.0,0.0,0.0,0.0,0.0
,incomeBeforeTaxRatio,-0.286749222628335,-0.319695208309757,-0.096758699637365,-0.0808220179462344,-0.0895012546065832,-0.0444747544056365,-0.0261466862921627,-0.0232670622310959,0.0680837817405612,0.143888675998768,0.130463672607453,0.14630243456395,-0.3036903087536,0.0786934211534043,0.052623728409057,0.144409031736769,0.123620055197792,-0.0678699159943442,0.0,0.0,0.0,0.0,0.0
,incomeTaxExpense,2466000.0,2845000.0,858000.0,501000.0,5934000.0,15814000.0,1859000.0,-638000.0,4362000.0,7112000.0,5074000.0,5037000.0,1165000.0,-1711000.0,-438000.0,675000.0,58000.0,0.0,0.0,0.0,0.0,0.0,0.0
