date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2002-09-30_FY
,revenue,2399200000.0,2337700000.0,2458100000.0,2477900000.0,2326000000.0,2739900000.0,2541000000.0,2390700000.0,1107400000.0,2060700000.0,3285800000.0,1325400000.0,2959400000.0,4772700000.0,4059900000.0,3740600000.0,3412700000.0,3269500000.0,888800000.0,3835800000.0
,costOfRevenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340000000.0,0.0
,grossProfit,1616000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,548800000.0,0.0
,grossProfitRatio,0.673557852617539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,887900000.0,753700000.0,758200000.0,778900000.0,815700000.0,703800000.0,619000000.0,619400000.0,620300000.0,570000000.0,646500000.0,0.0,752400000.0,1478700000.0,1382600000.0,1113800000.0,1046400000.0,942300000.0,652800000.0,946400000.0
,SellingAndMarketingExpenses,34100000.0,40400000.0,47600000.0,42200000.0,20500000.0,31300000.0,33700000.0,25200000.0,36500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,1309000000.0,2666000000.0,2636000000.0,3016000000.0,3073000000.0,2427000000.0,2125000000.0,2800000000.0,4325000000.0,4671000000.0,5601000000.0,14177000000.0,7175000000.0,6710000000.0,5015000000.0,4343000000.0,0.0,0.0,992800000.0,0.0
,costAndExpenses,1309000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,interestExpense,733300000.0,952000000.0,815100000.0,717700000.0,753200000.0,1103500000.0,1086200000.0,1138000000.0,2897400000.0,2794600000.0,3076700000.0,2659400000.0,3139100000.0,3832300000.0,2867800000.0,1912000000.0,1260100000.0,1319300000.0,340000000.0,1439300000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,361300000.0,331800000.0,335000000.0,321000000.0,286700000.0,653800000.0,615700000.0,573500000.0,533200000.0,574800000.0,679100000.0,1141800000.0,1407800000.0,1280800000.0,1066400000.0,1001200000.0,998800000.0,1086600000.0,287500000.0,1286500000.0
,EBITDA,391200000.0,1908200000.0,1762100000.0,1439100000.0,395400000.0,2325500000.0,2434000000.0,2479700000.0,2972100000.0,3554600000.0,4519500000.0,3853400000.0,1303000000.0,4837700000.0,5344600000.0,4326500000.0,3495700000.0,3337800000.0,863500000.0,-3598900000.0
,EBITDARatio,0.163054351450483,0.81627240450015,0.716854481103291,0.580774042536018,0.169991401547721,0.848753604146137,0.957890594254231,1.03722759024553,2.68385407260249,1.72494783326054,1.37546411832735,2.90734872491323,0.440291951071163,1.01361912544262,1.31643636542772,1.15663262578196,1.0243209189205,1.02089004434929,0.971534653465347,-0.938239741383805
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,810000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236000000.0,0.0
,operatingIncomeRatio,0.337612537512504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.265526552655266,0.0
,totalOtherIncomeExpensesNet,1513400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,incomeBeforeTax,-703400000.0,623900000.0,637000000.0,191600000.0,20900000.0,578500000.0,680800000.0,774100000.0,-454800000.0,190200000.0,768100000.0,51200000.0,-1077500000.0,-275400000.0,1410400000.0,1413300000.0,1236800000.0,931900000.0,236000000.0,-6324700000.0
,incomeBeforeTaxRatio,-0.293181060353451,0.266886255721436,0.259143240714373,0.0773235400944348,0.0089853826311264,0.211139092667616,0.267926013380559,0.323796377629983,-0.410691710312444,0.0922987334400932,0.23376346703999,0.0386298475931794,-0.36409407312293,-0.0577031868753536,0.347397719155644,0.377827086563653,0.362410994227445,0.285028291787735,0.265526552655266,-1.64886073309349
,incomeTaxExpense,-88100000.0,94500000.0,164900000.0,-67800000.0,203500000.0,-488400000.0,-397900000.0,92500000.0,133800000.0,158500000.0,246900000.0,-132100000.0,-444400000.0,-194400000.0,364400000.0,464200000.0,483200000.0,365000000.0,92000000.0,374000000.0
,netIncome,-615300000.0,529900000.0,447100000.0,468200000.0,-848000000.0,1056600000.0,1130000000.0,675700000.0,-592300000.0,26700000.0,516800000.0,184300000.0,-2799500000.0,-81000000.0,1046000000.0,949100000.0,753600000.0,566900000.0,144000000.0,-6698700000.0
,netIncomeRatio,-0.256460486828943,0.226675792445566,0.181888450429193,0.188950320836192,-0.36457437661221,0.385634512208475,0.444706808343172,0.28263688459447,-0.534856420444284,0.0129567622652497,0.157282853490779,0.13905236155123,-0.945968777454889,-0.0169715255515746,0.257641813837779,0.253729348232904,0.220822222873385,0.173390426670745,0.162016201620162,-1.74636320976068
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-6.3759675864999,5.3,3.64,2.82,-4.27,5.7,5.99,3.37,-2.95,0.133048964011999,2.58140568728428,-0.01,-11.06,-0.58,5.11,4.54,3.57,2.68,0.67989,-31.66
,EPSDiluted,-6.3759675864999,5.27,3.61,2.8,-4.27,5.67,5.96,3.35,-2.95,0.132958195353933,2.57659229714571,-0.01,-11.06,-0.58,5.0,4.44,3.5,2.66,0.67989,-31.66
,weightedAverageShsOut,98812000.0,96503000.0,117653000.0,162290000.0,201850000.0,185500000.0,188491000.0,200503000.0,200887000.0,200678000.0,200201000.0,399633000.0,259070000.0,191412000.0,198912000.0,206059000.0,211017000.0,211529851.0,211800000.0,211582438.0
,weightedAverageShsOutDil,99076000.0,96921000.0,118777000.0,163950000.0,201850000.0,186385000.0,189463000.0,201695000.0,200887000.0,200815000.0,200575000.0,399633000.0,259070000.0,191412000.0,203111000.0,210734000.0,215054000.0,213120301.0,211800000.0,211582438.0
