Date,2019-02-28,2018-02-28,2017-02-28,2016-02-29,2016-02-28,2015-02-28,2014-02-28,2013-02-28,2012-02-28,2011-02-28,2010-02-28
Depreciation & Amortization,3213000.0,3628000.0,4806000.0,5797000.0,5797000.0,5926000.0,4866000.0,4722000.0,4725000.0,6932000.0,11203000.0
Stock-based compensation,1554000.0,2654000.0,2920000.0,4904000.0,2813000.0,4884000.0,2942000.0,1092000.0,1748000.0,2441000.0,
Operating Cash Flow,7739000.0,-74000.0,19261000.0,25114000.0,25114000.0,18456000.0,24695000.0,1845000.0,3758000.0,19559000.0,25662000.0
Capital Expenditure,-518000.0,-1809000.0,-2850000.0,-3388000.0,-3388000.0,-3514000.0,-3057000.0,-3364000.0,-5122000.0,-3405000.0,-4645000.0
Acquisitions and disposals,0.0,0.0,0.0,0.0,-136006000.0,0.0,0.0,130000000.0,0.0,-4882000.0,
Investment purchases and sales,0.0,0.0,0.0,107000.0,-516000.0,-659000.0,-6416000.0,1308000.0,43000.0,102000.0,
Investing Cash flow,59653000.0,78429000.0,29149000.0,-3281000.0,-3281000.0,-140218000.0,-5355000.0,113986000.0,131291000.0,-4204000.0,-603000.0
Issuance (repayment) of debt,-60038000.0,-79143000.0,-34620000.0,-13228000.0,-13228000.0,134459000.0,-17126000.0,-98518000.0,-95210000.0,-10156000.0,-47425000.0
Issuance (buybacks) of shares,368000.0,131000.0,115000.0,0.0,133000.0,411000.0,325000.0,302000.0,0.0,0.0,1000.0
Dividend payments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Financing Cash Flow,-65565000.0,-85912000.0,-40658000.0,-21046000.0,-21046000.0,120127000.0,-22763000.0,-112882000.0,-135321000.0,-15835000.0,-58328000.0
Effect of forex changes on cash,0.0,0.0,0.0,0.0,0.0,-8000.0,167000.0,-177000.0,-266000.0,-663000.0,
Net cash flow / Change in cash,1827000.0,-7557000.0,7752000.0,787000.0,787000.0,-1635000.0,-3431000.0,3116000.0,-449000.0,-746000.0,-33932000.0
Free Cash Flow,7221000.0,-1883000.0,16411000.0,21726000.0,14942000.0,21638000.0,-1519000.0,-1364000.0,16154000.0,21017000.0,
Net Cash/Marketcap,-1.4811,-2.4935,-5.8332,-9.8503,-9.8503,-2.7846,-0.9162,-2.1021,-8.5605,-7.7158,-9.874
