date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY
,revenue,176820914000.0,148201641000.0,151252571000.0,149284706000.0,147870124000.0,144830421000.0,140012076000.0,123811636000.0,115674763000.0,116702723000.0,126441544000.0,91389765000.0,96906042390.9,113317340276.71,111986525987.38,100575944390.0,129395463112.44,95541263723.4,75604907183.01,69816793270.4,115609328037.16,34339427071.13
,costOfRevenue,137823813000.0,126886669000.0,128412544000.0,122226948000.0,117490694000.0,113061894000.0,108159398000.0,100248661000.0,96262902000.0,95416529000.0,89517205000.0,75974607000.0,81206549641.5,89773071838.99,90624308429.93,90878223660.0,92538729024.84,73812297703.92,63037011059.54,60567910819.68,57062180637.24,25273340770.84
,grossProfit,38997101000.0,21314972000.0,22840027000.0,27057758000.0,30379430000.0,31768527000.0,31852678000.0,23562975000.0,19411861000.0,21286194000.0,36924339000.0,15415158000.0,15699492749.4,23544268437.72,21362217557.45,9697720730.0,36856734087.6,21728966019.48,12567896123.47,9248882450.72,58547147399.92,9066086300.29
,grossProfitRatio,0.220545749469432,0.143824129450766,0.151005876124909,0.181249363883263,0.205446706732998,0.2193498215406,0.227499505114116,0.19031308979715,0.167814141101806,0.182396720940265,0.292026954368732,0.168674883888803,0.1620073667447,0.207772864949241,0.190757034108348,0.0964218709435675,0.284837916268925,0.227430171767323,0.166231222175143,0.132473607243735,0.506422348386121,0.264013906857289
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,12895501000.0,11860244000.0,13025139000.0,13669589000.0,13532356000.0,12174824000.0,13663874000.0,12493051000.0,9786831000.0,9395066000.0,8740479000.0,8044155000.0,8281978122.0,9631737334.05,9417414764.67,9658587580.0,7375277086.8,5848693149.84,7385669842.18,8959686604.88,6306257748.42,3186522207.63
,GeneralAndAdministrativeExpenses,6664166000.0,5318576000.0,4940906000.0,4239713000.0,5800810000.0,3730259000.0,3562029000.0,3665472000.0,3371646000.0,3341672000.0,3598361000.0,2723288000.0,6544543151.15,7793312287.27,6786960476.45,8146929900.0,7640506871.76,6156876535.2,5069704537.94,6701469496.48,4348608906.24,1725738937.56
,SellingAndMarketingExpenses,4152242000.0,3807610000.0,3901912000.0,4233830000.0,4589563000.0,4064053000.0,4011478000.0,3247000000.0,2748753000.0,3369589000.0,2565821000.0,2800226000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-1065122000.0,1834879000.0,1496332000.0,-101404000.0,91537000.0,672174000.0,450065000.0,672216000.0,76006000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,18325874000.0,4792000000.0,4756000000.0,4815000000.0,4373000000.0,4086000000.0,4270000000.0,4049000000.0,3861000000.0,3684000000.0,3583000000.0,2803000000.0,2929000000.0,3305000000.0,3278000000.0,3305000000.0,0.0,0.0,0.0,0.0,0.0,0.0
,costAndExpenses,156149687000.0,143469111000.0,145709597000.0,142620590000.0,141152713000.0,132986628000.0,129396779000.0,119725055000.0,112170132000.0,111522856000.0,104421866000.0,89542276000.0,96033103764.0,107198121460.31,106828683671.05,108683741140.0,107554512983.4,85817867388.96,75492385439.66,76229031956.0,68065921434.78,30185601916.03
,interestExpense,2004418000.0,2933815000.0,2768672000.0,2406872000.0,1249583000.0,470310000.0,687178000.0,596232000.0,538269000.0,306015000.0,16800000.0,149212000.0,71217390.8,181260938.97,648310563.12,1101713270.0,1437083944.8,1323905025.54,1458852228.62,2525944419.68,2367417019.68,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,48908076000.0,48629525000.0,52048719000.0,53098846000.0,51983601000.0,45472109000.0,40657354000.0,38432312000.0,35737575000.0,32370799000.0,30495633000.0,34229795000.0,38383282898.4,39079780605.78,46063416990.8,54686472485.0,47237114083.32,40774604158.32,38358401438.44,36267522705.04,61788074.28,6716317353.77
,EBITDA,69579303000.0,53362055000.0,57591693000.0,59762962000.0,58701012000.0,57315902000.0,51272651000.0,42518893000.0,39242206000.0,37550666000.0,52515311000.0,36077284000.0,39256221525.3,45198999422.18,51221259307.13,46578675735.0,69078064212.36,50498000492.76,38470923181.79,29855284019.44,47605194676.66,10870142508.87
,EBITDARatio,0.393501545863517,0.360063860561436,0.380765051590429,0.400328765091315,0.396976822715047,0.395744910525393,0.36620163392192,0.343415969400485,0.339246046261621,0.321763409068013,0.415332724820254,0.394762848990803,0.405095704630554,0.398870987545317,0.457387697810201,0.463119446876715,0.533852289336711,0.528546499436683,0.508841616439881,0.427623249664456,0.411776415319691,0.316549908836679
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,20671227000.0,4732530000.0,5542974000.0,6664116000.0,6717411000.0,11843793000.0,10615297000.0,4086581000.0,3504631000.0,5179867000.0,22019678000.0,1847489000.0,872938626.9,6119218816.4,5157842316.33,-8107796750.0,21840950129.04,9723396334.44,112521743.35,-6412238685.6,47543406602.38,4153825155.1
,operatingIncomeRatio,0.116904875856484,0.0319330472190925,0.0366471390426811,0.0446403129869178,0.0454277768780393,0.0817769700469213,0.0758170102413166,0.0330064372947951,0.0302972827357338,0.0443851425814632,0.174149075560166,0.0202154913080256,0.00900809284294922,0.0540007275272916,0.0460577044501876,-0.0806136775465977,0.168792240498115,0.10177169482068,0.00148828624414059,-0.0918437869348344,0.411241959533735,0.120963729141312
,totalOtherIncomeExpensesNet,8590472000.0,3071709000.0,-573829000.0,3149597000.0,-875812000.0,1992586000.0,3207341000.0,10630571000.0,4825226000.0,4331086000.0,3301858000.0,-195772000.0,-24159448649.7,12402963799.09,30509796185.55,13771942035.0,10348715971.44,5131952856.96,6731269817.64,-115314701.92,4847185023.3,18386280479.53
,incomeBeforeTax,27926179000.0,4806596000.0,2117920000.0,7671710000.0,4721086000.0,13668598000.0,13572303000.0,14340472000.0,8002959000.0,9380351000.0,25383621000.0,1673000000.0,-22007159237.7,19671400968.04,36581777250.26,5620309580.0,31794864212.16,14670765136.44,7360243754.27,-6197308584.72,50689300377.86,11529851082.45
