date,,2021-01-02_FY,2019-12-28_FY,2018-12-29_FY,2017-12-30_FY,2016-12-31_FY,2016-01-02_FY,2015-01-03_FY,2013-12-28_FY,2012-12-29_FY,2011-12-31_FY,2011-01-01_FY,2010-01-02_FY,2009-01-03_FY,2007-12-29_FY,2006-12-30_FY,2005-12-31_FY,2005-01-01_FY,2004-01-03_FY,2002-12-28_FY,2001-12-29_FY,2000-12-30_FY,2000-01-01_FY,1999-01-02_FY,1998-01-03_FY,1996-12-28_FY,1995-12-30_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,41919000.0,110503000.0,93326000.0,89898000.0,85638000.0,105406000.0,61155000.0,63369000.0,48326000.0,45748000.0,27123000.0,-6259000.0,45450000.0,120378000.0,123375000.0,137420000.0,113582000.0,98105000.0,91360000.0,74407000.0,106217000.0,87400000.0,106300000.0,87000000.0,68100000.0,41100000.0,54400000.0,44600000.0,38700000.0,32900000.0,43200000.0
,depreciationAndAmortization,77683000.0,77427000.0,74788000.0,72872000.0,68947000.0,57564000.0,56722000.0,46621000.0,43360000.0,46287000.0,58630000.0,74867000.0,70155000.0,68173000.0,69503000.0,65514000.0,66703000.0,72772000.0,68755000.0,81385000.0,79046000.0,65500000.0,53000000.0,35600000.0,25300000.0,21400000.0,19000000.0,16600000.0,15500000.0,14100000.0,14000000.0
,deferredIncomeTax,-12005000.0,6750000.0,3197000.0,-33606000.0,20495000.0,15257000.0,14655000.0,18451000.0,7060000.0,12400000.0,7196000.0,-5844000.0,2600000.0,-4935000.0,-3712000.0,-8933000.0,708000.0,-3314000.0,2321000.0,6962000.0,-7213000.0,6000000.0,13800000.0,7100000.0,5100000.0,-4000000.0,800000.0,-2100000.0,-200000.0,1800000.0,4700000.0
,stockBasedCompensation,7827000.0,6830000.0,7317000.0,7750000.0,8141000.0,9097000.0,8597000.0,7451000.0,6437000.0,12077000.0,12001000.0,3830000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,31932000.0,-47446000.0,98398000.0,29609000.0,-32902000.0,4244000.0,-23374000.0,12600000.0,-36130000.0,-1670000.0,-13400000.0,16000000.0,-60400000.0,-41100000.0,17276000.0,20124000.0,-108000000.0,109900000.0,17100000.0,24100000.0,-26300000.0,18600000.0,-21500000.0,41500000.0,-12400000.0,-12400000.0,100000.0,-1900000.0,10900000.0,15500000.0,-2400000.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,-3592000.0,8631000.0,-21029000.0,-6993000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,-4221000.0,-23437000.0,1606000.0,9546000.0,-11279000.0,-4391000.0,19146000.0,31842000.0,20380000.0,-7123000.0,-10488000.0,-9409000.0,-3004000.0,2348000.0,35048000.0,6410000.0,-7700000.0,-4300000.0,3100000.0,200000.0,6700000.0,-4600000.0,-7900000.0,6600000.0,-1200000.0,4600000.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,-21121000.0,26910000.0,25863000.0,27606000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,24204000.0,50129000.0,97575000.0,-823000.0,-30432000.0,2470000.0,-1774000.0,21600000.0,9000000.0,45130000.0,46800000.0,60200000.0,44200000.0,104600000.0,145700000.0,128424000.0,108300000.0,216300000.0,106400000.0,89300000.0,65200000.0,91500000.0,72900000.0,94400000.0,52900000.0,65300000.0,77700000.0,77600000.0,79500000.0,68600000.0,53100000.0
,otherNonCashItems,67113000.0,65316000.0,-90596000.0,-33374000.0,73043000.0,-18216000.0,50041000.0,16510000.0,75724000.0,19436000.0,2834000.0,110611000.0,116564000.0,148671000.0,-46840000.0,-13116000.0,121263000.0,-136189000.0,22855000.0,40946000.0,53170000.0,-21300000.0,-4800000.0,-29800000.0,7200000.0,46900000.0,-9700000.0,6800000.0,-9100000.0,-30500000.0,-1300000.0
,netCashProvidedByOperatingActivites,214469000.0,219380000.0,186430000.0,133149000.0,223362000.0,173352000.0,167796000.0,165002000.0,144777000.0,134278000.0,94384000.0,193205000.0,174369000.0,291187000.0,159602000.0,201009000.0,194256000.0,141274000.0,202391000.0,227800000.0,204920000.0,156200000.0,146800000.0,141400000.0,93300000.0,93000000.0,64600000.0,64000000.0,55800000.0,33800000.0,58200000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-71496000.0,-58914000.0,-59924000.0,-38912000.0,-32417000.0,-34842000.0,-25885000.0,-36851000.0,-59840000.0,-80400000.0,-161200000.0,-85500000.0,-123800000.0,-53900000.0,-35000000.0,-27500000.0,-29000000.0,-13900000.0,-20700000.0
,acquisitionsNet,-58258000.0,0.0,-2850000.0,-898000.0,-34302000.0,0.0,-61823000.0,0.0,-26894000.0,-54990000.0,-149000.0,-500000.0,-75479000.0,-41696000.0,-78569000.0,-33804000.0,-134848000.0,0.0,0.0,-8748000.0,-134696000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-4222000.0,-6702000.0,-2676000.0,-3451000.0,-8724000.0,-3660000.0,-3801000.0,-1107000.0,-5554000.0,-15555000.0,-15040000.0,-9710000.0,-10900000.0,-24427000.0,-13600000.0,-34495000.0,-24496000.0,-55068000.0,-38870000.0,0.0,0.0,0.0,0.0,0.0,0.0,-11600000.0,0.0,-5700000.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,3611000.0,4845000.0,3100000.0,3197000.0,8619000.0,3550000.0,7770000.0,5053000.0,4762000.0,6480000.0,10624000.0,33872000.0,20158000.0,20576000.0,9176000.0,34905000.0,77807000.0,15000000.0,0.0,0.0,0.0,200000.0,100000.0,400000.0,12400000.0,0.0,8500000.0,0.0,0.0,0.0,0.0
