date,,2020-04-30_FY,2019-04-30_FY,2018-04-30_FY,2017-04-30_FY,2016-04-30_FY,2015-04-30_FY,2014-04-30_FY,2013-04-30_FY,2012-04-30_FY,2011-04-30_FY,2010-04-30_FY,2009-04-30_FY,2008-04-30_FY,2007-04-30_FY,2006-04-30_FY,2005-04-30_FY,2004-04-30_FY,2003-04-30_FY,2002-04-30_FY,2001-04-30_FY,2000-04-30_FY,1999-04-30_FY,1998-04-30_FY,1997-04-30_FY,1996-04-30_FY,1995-04-30_FY,1994-04-30_FY,1993-04-30_FY,1992-04-30_FY,1991-04-30_FY,1990-04-30_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,263846000.0,203886000.0,317903000.0,177485000.0,225982000.0,180628000.0,134514000.0,110625000.0,116791000.0,94623000.0,116962000.0,85690000.0,85117000.0,61891000.0,60468000.0,36753000.0,36466000.0,39536000.0,31745000.0,35001000.0,39448000.0,40200000.0,33500000.0,27000000.0,26800000.0,22900000.0,16600000.0,13300000.0,11500000.0,9000000.0,8400000.0
,depreciationAndAmortization,251174000.0,244387000.0,220970000.0,197629000.0,170937000.0,156430000.0,131457000.0,112018000.0,96899000.0,83343000.0,73749000.0,69214000.0,67878000.0,64377000.0,59056000.0,53182000.0,49506000.0,47299000.0,44702000.0,41492000.0,38208000.0,33900000.0,30400000.0,26900000.0,24700000.0,22200000.0,18600000.0,15900000.0,13700000.0,12200000.0,10600000.0
,deferredIncomeTax,49810000.0,45337000.0,-98178000.0,45190000.0,55492000.0,44711000.0,22283000.0,36530000.0,54589000.0,60861000.0,18171000.0,16080000.0,235000.0,-406000.0,-2110000.0,2880000.0,12288000.0,11085000.0,12136000.0,6000000.0,6000000.0,6500000.0,5400000.0,6600000.0,8000000.0,2000000.0,2100000.0,2700000.0,2200000.0,2200000.0,2700000.0
,stockBasedCompensation,18129000.0,16410000.0,18800000.0,10697000.0,7413000.0,7307000.0,5600000.0,4270000.0,3792000.0,2066000.0,2031000.0,1256000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-495826000.0,-69342000.0,-15149000.0,-34175000.0,-2057000.0,-74830000.0,140132000.0,-97568000.0,-26750000.0,-69990000.0,5893000.0,9327000.0,47599000.0,58848000.0,-24593000.0,-28664000.0,1431000.0,13990000.0,-19306000.0,70442000.0,-51990000.0,23900000.0,-18400000.0,-6200000.0,20900000.0,300000.0,-25100000.0,4600000.0,-9400000.0,-4800000.0,4000000.0
,accountsReceivables,0.0,0.0,-1801000.0,-15543000.0,-5092000.0,3232000.0,-4941000.0,800000.0,-1546000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,37713000.0,-29648000.0,-38406000.0,4400000.0,-7390000.0,10365000.0,-13696000.0,-16222000.0,-8647000.0,-26527000.0,-15886000.0,17975000.0,-14801000.0,-10437000.0,-20863000.0,2503000.0,-12636000.0,-2511000.0,-8726000.0,-10409000.0,5841000.0,-8000000.0,-2700000.0,-4100000.0,-5100000.0,-3600000.0,2000000.0,-3800000.0,-1600000.0,-200000.0,-900000.0
,accountsPayables,-140151000.0,12451000.0,14751000.0,40332000.0,3011000.0,-33290000.0,17894000.0,21748000.0,-4510000.0,70341000.0,29898000.0,-47907000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-676178000.0,-180352000.0,-111010000.0,-95861000.0,-61686000.0,-59629000.0,15201000.0,-124931000.0,-27363000.0,-613000.0,69377000.0,63484000.0,54157000.0,6558000.0,-52290000.0,-27697000.0,967000.0,-464000.0,-14454000.0,4852000.0,-65590000.0,-13600000.0,-37500000.0,-19100000.0,-12900000.0,-33800000.0,-34100000.0,-9000000.0,-13600000.0,-4200000.0,600000.0
,otherNonCashItems,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42000.0,0.0,0.0,1432000.0,526000.0,0.0,-3507000.0,805000.0,3270000.0,2711000.0,2384000.0,2964000.0,2600000.0,3000000.0,1200000.0,1900000.0,1000000.0,1800000.0,-100000.0,100000.0,100000.0,100000.0
,netCashProvidedByOperatingActivites,504314000.0,530614000.0,419797000.0,459273000.0,464709000.0,341682000.0,314160000.0,286328000.0,294879000.0,261443000.0,214068000.0,169867000.0,175988000.0,112124000.0,148327000.0,132184000.0,97902000.0,103914000.0,83090000.0,77996000.0,108982000.0,74400000.0,78600000.0,67700000.0,48000000.0,49500000.0,52700000.0,30300000.0,33600000.0,31100000.0,25800000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-438977000.0,-394699000.0,-577421000.0,-433392000.0,-392839000.0,-360734000.0,-308633000.0,-305301000.0,-240874000.0,-214573000.0,-129233000.0,-147407000.0,-89315000.0,-87704000.0,-99913000.0,-95447000.0,-72597000.0,-62736000.0,-97569000.0,-81556000.0,-102836000.0,-97700000.0,-85300000.0,-66700000.0,-60400000.0,-52600000.0,-62900000.0,-49400000.0,-34800000.0,-22700000.0,-32000000.0
,acquisitionsNet,-33000000.0,-68000000.0,-37000000.0,-25000000.0,-7000000.0,-41000000.0,-32000000.0,-30000000.0,-39000000.0,-114000000.0,-46000000.0,-12000000.0,-9000000.0,-67000000.0,-5000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-34190000.0,-2746000.0,-15500000.0,-7500000.0,-11800000.0,-17300000.0,0.0,-7200000.0,-58700000.0,-3600000.0,-2200000.0,-2700000.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,17862000.0,24087000.0,10230000.0,7700000.0,10300000.0,20300000.0,6000000.0,14000000.0,17500000.0,35800000.0,2500000.0,2600000.0,2400000.0
