Date,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31
Depreciation & Amortization,43157000.0,57751000.0,63694000.0,55310000.0,62311000.0,92030000.0,104874000.0,105282000.0,13917000.0,24795000.0,47911000.0
Stock-based compensation,4701000.0,3337000.0,2552000.0,3267000.0,5486000.0,8707000.0,7476000.0,6598000.0,3050000.0,8147000.0,12671000.0
Operating Cash Flow,34150000.0,7098000.0,28030000.0,1571000.0,-16524000.0,129780000.0,147587000.0,169081000.0,129984000.0,133368000.0,51986000.0
Capital Expenditure,2411000.0,1514000.0,1063000.0,1488000.0,19241000.0,8264000.0,16914000.0,14877000.0,-154842000.0,-71798000.0,-92601000.0
Acquisitions and disposals,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,99790000.0,0.0
Investment purchases and sales,0.0,0.0,0.0,-964000.0,-1989000.0,0.0,0.0,0.0,-26500000.0,0.0,0.0
Investing Cash flow,-31215000.0,-29790000.0,-24773000.0,-13644000.0,-63536000.0,-48750000.0,-159204000.0,-144058000.0,-181622000.0,27492000.0,-91638000.0
Issuance (repayment) of debt,-2553000.0,-30807000.0,-4816000.0,-8634000.0,-7452000.0,-12998000.0,-4361000.0,-101702000.0,-6145000.0,-129292000.0,-10299000.0
Issuance (buybacks) of shares,-33065000.0,46999000.0,0.0,-964000.0,-1989000.0,-173608000.0,-148056000.0,-60971000.0,13105000.0,39110000.0,38503000.0
Dividend payments,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1014000.0,-1352000.0,0.0,0.0,0.0
Financing Cash Flow,-3546000.0,3808000.0,-3593000.0,-21594000.0,-9513000.0,-55974000.0,98702000.0,-6454000.0,9804000.0,-92730000.0,19729000.0
Effect of forex changes on cash,-125000.0,319000.0,-260000.0,1386000.0,898000.0,496000.0,-231000.0,219000.0,-183000.0,72000.0,968000.0
Net cash flow / Change in cash,33065000.0,33551000.0,-596000.0,-32281000.0,-88675000.0,25552000.0,87085000.0,18569000.0,-42017000.0,68202000.0,-18955000.0
Free Cash Flow,31739000.0,5584000.0,26967000.0,83000.0,-35765000.0,121516000.0,130673000.0,154204000.0,-24858000.0,61570000.0,-40615000.0
Net Cash/Marketcap,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0415,-0.0188,-0.3724
