Date,2018-12-31,2017-12-31
Revenue,354526000.0,313331000.0
Revenue Growth,0.131474383319876,0.0
Cost of Revenue,303948000.0,278594000.0
Gross Profit,50578000.0,34737000.0
R&D Expenses,0.0,0.0
SG&A Expense,12255000.0,12158000.0
Operating Expenses,28409000.0,25311000.0
Operating Income,22169000.0,9426000.0
Interest Expense,3879000.0,4180000.0
Earnings before Tax,17476000.0,5246000.0
Income Tax Expense,-459000.0,0.0
Net Income - Non-Controlling int,0.0,0.0
Net Income - Discontinued ops,0.0,0.0
Net Income,17935000.0,5246000.0
Preferred Dividends,0.0,0.0
Net Income Com,17935000.0,5246000.0
EPS,17935.0,5246.0
EPS Diluted,17935.0,5246.0
Weighted Average Shs Out,19693484.0,19693000.0
Weighted Average Shs Out (Dil),10412000.0,11164000.0
Dividend per Share,0.0,0.0
Gross Margin,0.1427,0.1109
EBITDA Margin,0.118,0.096
EBIT Margin,0.0602,0.0301
Profit Margin,0.051,0.017
Free Cash Flow margin,0.0532,0.0624
EBITDA,41823000.0,30157000.0
EBIT,21355000.0,9426000.0
Consolidated Income,17935000.0,5246000.0
Earnings Before Tax Margin,0.0493,0.0167
Net Profit Margin,0.0506,0.0167
