Date,2017-12,2016-12,2015-12,2014-12,2013-12
Cash and cash equivalents,3000000.0,5000000.0,7000000.0,4000000.0,5000000.0
Short-term investments,,,,,
Cash and short-term investments,,,,,
Receivables,,,,,
Inventories,1000000.0,1000000.0,1000000.0,2000000.0,3000000.0
Total current assets,103000000.0,109000000.0,121000000.0,120000000.0,118000000.0
Property, Plant & Equipment Net,103000000.0,109000000.0,121000000.0,120000000.0,118000000.0
Goodwill and Intangible Assets,0,0,0,0,0
Long-term investments,,,,,
Tax assets,,,,,
Total non-current assets,73000000.0,72000000.0,77000000.0,96000000.0,100000000.0
Total assets,114000000.0,120000000.0,137000000.0,137000000.0,138000000.0
Payables,3000000.0,2000000.0,6000000.0,6000000.0,6000000.0
Short-term debt,2000000.0,7000000.0,9000000.0,4000000.0,4000000.0
Total current liabilities,6000000.0,9000000.0,16000000.0,10000000.0,10000000.0
Long-term debt,73000000.0,72000000.0,77000000.0,96000000.0,100000000.0
Total debt,73000000.0,72000000.0,77000000.0,96000000.0,100000000.0
Deferred revenue,,,,,
Tax Liabilities,,,,,
Deposit Liabilities,,,,,
Total non-current liabilities,73000000.0,72000000.0,77000000.0,96000000.0,100000000.0
Total liabilities,79000000.0,81000000.0,93000000.0,106000000.0,110000000.0
Other comprehensive income,000000.0,000000.0,000000.0,000000.0,58000000.0
Retained earnings (deficit),28000000.0,32000000.0,37000000.0,23000000.0,-38000000.0
Total shareholders equity,36000000.0,39000000.0,44000000.0,31000000.0,28000000.0
Investments,,,,,
Net Debt,72000000,74000000,79000000,96000000,99000000
Other Assets,6000000,6000000,8000000,10000000,11000000
Other Liabilities,0,0,0,0,0
