Date,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31
Depreciation & Amortization,,,,,,,,,
Stock-based compensation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Operating Cash Flow,-1145814.0,-1405612.0,8193453.0,2410329.0,-2882756.0,3717594.0,-2030219.0,1891772.0,-2600402.0
Capital Expenditure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Acquisitions and disposals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investment purchases and sales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investing Cash flow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Issuance (repayment) of debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Issuance (buybacks) of shares,2881354.0,-9900942.0,3012865.0,-3451644.0,60358.0,-565263.0,3965926.0,-6108390.0,14289534.0
Dividend payments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Financing Cash Flow,2881354.0,-9900942.0,3012865.0,-3451644.0,60358.0,-565263.0,3965926.0,-6108390.0,14289534.0
Effect of forex changes on cash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net cash flow / Change in cash,1735540.0,-11306554.0,11206318.0,-1041315.0,-2822398.0,3152331.0,1935707.0,-4216618.0,11689132.0
Free Cash Flow,-1145814.0,-1405612.0,8193453.0,2410329.0,-2882756.0,3717594.0,-2030219.0,1891772.0,-2600402.0
Net Cash/Marketcap,,,,,,,,,
