date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY
,revenue,3017800000.0,2957200000.0,2965100000.0,4936500000.0,4890000000.0,6449000000.0,7039000000.0,7479700000.0,4416146000.0,3456686000.0,3030773000.0,2692468000.0,3351976000.0,3398698000.0,3154469000.0,2946579000.0,2278129000.0,2724365000.0,2580783000.0,2615944000.0,2748013000.0,2367700000.0,1937600000.0,1839100000.0,1567100000.0,1402900000.0,1649200000.0
,costOfRevenue,1960200000.0,1905700000.0,1917400000.0,3107400000.0,3095900000.0,4263200000.0,4576000000.0,5006800000.0,3146554000.0,2382964000.0,2100133000.0,1907333000.0,2337426000.0,2374048000.0,2248219000.0,2098558000.0,1623419000.0,2045327000.0,1965076000.0,1967945000.0,1952487000.0,1544100000.0,1261900000.0,1223000000.0,1038600000.0,947600000.0,1176200000.0
,grossProfit,1057600000.0,1051500000.0,1047700000.0,1829100000.0,1794100000.0,2185800000.0,2463000000.0,2472900000.0,1269592000.0,1073722000.0,930640000.0,785135000.0,1014550000.0,1024650000.0,906250000.0,848021000.0,654710000.0,679038000.0,615707000.0,647999000.0,795526000.0,823600000.0,675700000.0,616100000.0,528500000.0,455300000.0,473000000.0
,grossProfitRatio,0.350453973092982,0.35557283917219,0.353343900711612,0.370525676086296,0.366891615541922,0.338936269189022,0.34990765733769,0.330614864232523,0.287488683571603,0.310621792086409,0.307063577509764,0.291604208480844,0.30267221483686,0.301483097350809,0.287290824541309,0.287798494457471,0.287389344501562,0.249246338137511,0.238573719681198,0.247711342444639,0.289491352479046,0.347848122650674,0.348730388109001,0.335000815616334,0.337247144406866,0.324542020101219,0.286805723987388
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,75700000.0,78900000.0,76700000.0,115800000.0,114100000.0,119600000.0,117300000.0,125800000.0,93557000.0,78158000.0,67156000.0,57884000.0,62450000.0,58810000.0,58055000.0,46042000.0,31453000.0,43898000.0,36909000.0,31171000.0,31191000.0,27100000.0,23000000.0,21300000.0,15500000.0,13400000.0,12100000.0
,GeneralAndAdministrativeExpenses,520500000.0,540100000.0,534300000.0,1032500000.0,979300000.0,1334300000.0,1493800000.0,1562100000.0,1158436000.0,626527000.0,529329000.0,507303000.0,606980000.0,587865000.0,541209000.0,478907000.0,376015000.0,375586000.0,342806000.0,418962000.0,438488000.0,455600000.0,391100000.0,357100000.0,310600000.0,276700000.0,279300000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-5300000.0,2900000.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,596200000.0,619000000.0,611000000.0,1148300000.0,1093400000.0,1453900000.0,1611100000.0,1687900000.0,1251993000.0,704685000.0,596485000.0,565187000.0,689865000.0,646675000.0,599264000.0,524949000.0,407468000.0,419484000.0,379715000.0,450133000.0,568707000.0,571300000.0,482500000.0,446200000.0,385600000.0,339000000.0,355500000.0
,costAndExpenses,2556400000.0,2524700000.0,2528400000.0,4255700000.0,4189300000.0,5717100000.0,6187100000.0,6694700000.0,4398547000.0,3087649000.0,2696618000.0,2472520000.0,3027291000.0,3020723000.0,2847483000.0,2623507000.0,2030887000.0,2464811000.0,2344791000.0,2418078000.0,2521194000.0,2115400000.0,1744400000.0,1669200000.0,1424200000.0,1286600000.0,1531700000.0
,interestExpense,23900000.0,30100000.0,32600000.0,97200000.0,148400000.0,108700000.0,72300000.0,76700000.0,70537000.0,60267000.0,37379000.0,42117000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,75100000.0,80000000.0,84600000.0,182900000.0,181000000.0,260900000.0,252700000.0,286100000.0,163792000.0,108132000.0,84179000.0,105480000.0,87281000.0,84549000.0,75096000.0,72560000.0,60909000.0,65643000.0,64702000.0,104349000.0,99028000.0,88600000.0,68400000.0,67800000.0,59500000.0,48900000.0,64100000.0
,EBITDA,536500000.0,512500000.0,521300000.0,863700000.0,881700000.0,992800000.0,1104600000.0,1071100000.0,181391000.0,477169000.0,418334000.0,325428000.0,411966000.0,462524000.0,382082000.0,395632000.0,308151000.0,325197000.0,300694000.0,302215000.0,325847000.0,340900000.0,261600000.0,237700000.0,202400000.0,165200000.0,181600000.0
,EBITDARatio,0.17777851414938,0.173305829839037,0.175811945634211,0.174962017623823,0.180306748466258,0.15394634827105,0.156925699673249,0.143200930518604,0.041074502518712,0.138042333032274,0.138028813111375,0.120866060432287,0.122902431282324,0.136088584510892,0.121124030700571,0.134268248025931,0.135264947682945,0.119366164225425,0.116512701765317,0.115528084699061,0.118575494366293,0.143979389280737,0.135012386457473,0.129248001739982,0.129155765426584,0.117756076698268,0.11011399466408
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,461400000.0,432500000.0,436700000.0,680800000.0,700700000.0,731900000.0,851900000.0,785000000.0,17599000.0,369037000.0,334155000.0,219948000.0,324685000.0,377975000.0,306986000.0,323072000.0,247242000.0,259554000.0,235992000.0,197866000.0,226819000.0,252300000.0,193200000.0,169900000.0,142900000.0,116300000.0,117500000.0
,operatingIncomeRatio,0.152892835840679,0.146253212498309,0.147280024282486,0.137911475741922,0.143292433537832,0.113490463637773,0.121025713879812,0.104950733318181,0.00398514904172099,0.106760347917051,0.110254050699277,0.0816901073661785,0.0968637603610527,0.111211705188281,0.0973178053104976,0.109643081010216,0.10852853372219,0.0952713751644879,0.0914420158533282,0.0756384693250314,0.0825392747414223,0.106559107995101,0.0997109826589595,0.0923821434397259,0.0911875438708442,0.0828997077482358,0.0712466650497211
,totalOtherIncomeExpensesNet,-5400000.0,5100000.0,-24300000.0,-104300000.0,400000.0,-555100000.0,1000000.0,10500000.0,-133929000.0,-198622000.0,2108000.0,-6183000.0,81455000.0,-4095000.0,364000.0,5435000.0,0.0,0.0,0.0,-43090000.0,-24789000.0,-38000000.0,1800000.0,10800000.0,1200000.0,7300000.0,5000000.0
,incomeBeforeTax,432100000.0,407500000.0,379800000.0,489200000.0,561000000.0,74100000.0,784300000.0,726400000.0,-183965000.0,111580000.0,300147000.0,172647000.0,367140000.0,303643000.0,255469000.0,283518000.0,210032000.0,218618000.0,192447000.0,93288000.0,127131000.0,166500000.0,170900000.0,158400000.0,124600000.0,101700000.0,89100000.0
,incomeBeforeTaxRatio,0.143183776260852,0.137799269579332,0.128090115004553,0.0990985516053884,0.114723926380368,0.0114901535121724,0.111422076999574,0.0971161944997794,-0.0416573636831753,0.0322794723038193,0.0990331509486194,0.064122210551806,0.109529423838357,0.0893409770447389,0.0809863720328207,0.0962193784724591,0.0921949547194211,0.0802454883982139,0.0745692295710255,0.0356613138507552,0.0462628815802545,0.0703214089622841,0.0882018992568126,0.0861290848784732,0.0795099227873141,0.0724926937058949,0.0540261945185544
,incomeTaxExpense,75000000.0,45800000.0,58100000.0,9200000.0,109400000.0,139100000.0,177300000.0,183800000.0,-79353000.0,73059000.0,97200000.0,56428000.0,108344000.0,93154000.0,71702000.0,98469000.0,73008000.0,74330000.0,62545000.0,35772000.0,45263000.0,63200000.0,64100000.0,66800000.0,50100000.0,41200000.0,35500000.0
,netIncome,358600000.0,355700000.0,347400000.0,666500000.0,522200000.0,-76400000.0,214900000.0,536800000.0,-107186000.0,34222000.0,197828000.0,115493000.0,228734000.0,210927000.0,183731000.0,185049000.0,171225000.0,141352000.0,129902000.0,32869000.0,55887000.0,103300000.0,106800000.0,91600000.0,74500000.0,77200000.0,53600000.0
,netIncomeRatio,0.118828285505998,0.120282699851211,0.117162996188999,0.135014686518789,0.10678936605317,-0.011846797953171,0.030529904816025,0.0717675842614009,-0.0242713895781525,0.00990023392347468,0.0652731167923167,0.0428948459183173,0.0682385554073179,0.0620611186989841,0.0582446681200544,0.0628013027989407,0.0751603618583496,0.0518843840674799,0.0503343365172508,0.0125648714192659,0.0203372400348907,0.0436288381129366,0.0551197357555739,0.0498069708009352,0.0475400421160105,0.0550288687718298,0.0325006063545962
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,2.11688311688312,2.1,1.98,3.67,2.88,2.6,1.17,2.67,-0.84,0.35,2.01,1.19,2.34,2.13,1.84,1.84,1.72,2.89,2.64,0.670153118437417,1.15126483190508,2.36,2.67,2.28,1.83,1.93,1.31
,EPSDiluted,2.11688311688312,2.09,1.96,3.63,2.85,2.57,1.15,2.62,-0.84,0.34,1.99,1.17,2.31,2.1,1.81,1.8,1.68,2.84,2.61,0.666754569243564,1.14887449892075,2.33,2.46,2.11,1.73,1.81,1.26
,weightedAverageShsOut,169400000.0,169400000.0,175800000.0,181700000.0,181300000.0,180300000.0,190600000.0,201100000.0,127368000.0,98233000.0,98037000.0,97415000.0,97887000.0,98762000.0,99784000.0,100665000.0,99316000.0,48938000.0,49235000.0,49047000.0,48544000.0,43803000.0,38444000.0,37989000.0,37949000.0,37300000.0,36844000.0
,weightedAverageShsOutDil,169400000.0,170400000.0,177300000.0,183700000.0,183100000.0,182600000.0,193700000.0,204600000.0,127368000.0,99753000.0,99294000.0,98522000.0,99068000.0,100205000.0,101371000.0,102618000.0,101706000.0,49810000.0,49744000.0,49297000.0,48645000.0,44287000.0,43149000.0,43067000.0,42752000.0,42380000.0,42080000.0
