date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2010-01-20_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY,1988-12-31_FY,1987-12-31_FY,1986-12-31_FY,1985-12-31_FY
,revenue,4644400000.0,4605000000.0,4277300000.0,3919000000.0,3646000000.0,3115700000.0,2374300000.0,2247200000.0,2134900000.0,2026900000.0,1999300000.0,77000000.0,1911100000.0,1842400000.0,1752500000.0,3000100000.0,3207728000.0,3753781000.0,3957604000.0,4310771000.0,4380477000.0,4195115000.0,4072107000.0,4006074000.0,3017269000.0,2436537000.0,1556687000.0,1127441000.0,482300000.0,407000000.0,225500000.0,180500000.0,114200000.0,75000000.0,45000000.0,18600000.0,4500000.0
,costOfRevenue,200500000.0,167900000.0,158700000.0,149300000.0,140000000.0,128700000.0,111900000.0,105400000.0,102400000.0,0.0,0.0,0.0,47600000.0,108900000.0,969800000.0,1686200000.0,1727415000.0,0.0,0.0,3093128000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,348900000.0,313800000.0,165600000.0,135800000.0,85200000.0,55700000.0,33600000.0,14100000.0,4100000.0
,grossProfit,4443900000.0,4437100000.0,4118600000.0,3769700000.0,3506000000.0,2987000000.0,2262400000.0,2141800000.0,2032500000.0,2026900000.0,1999300000.0,77000000.0,1863500000.0,1733500000.0,782700000.0,1313900000.0,1480313000.0,0.0,0.0,1217643000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133400000.0,93200000.0,59900000.0,44700000.0,29000000.0,19300000.0,11400000.0,4500000.0,400000.0
,grossProfitRatio,0.956829730428042,0.963539630836048,0.962897154747154,0.961903546823169,0.961601755348327,0.95869307057804,0.952870319673167,0.95309718761125,0.952035224132278,1.0,1.0,1.0,0.975092878446968,0.940892314372557,0.446619115549215,0.437952068264391,0.461483330257428,0.0,0.0,0.28246524809599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.276591333195107,0.228992628992629,0.265631929046563,0.247645429362881,0.253940455341506,0.257333333333333,0.253333333333333,0.241935483870968,0.0888888888888889
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,2918700000.0,2902300000.0,2652200000.0,2399800000.0,2192500000.0,1861000000.0,1337400000.0,1265300000.0,1232800000.0,1252400000.0,1269400000.0,104000000.0,1211200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167206000.0,148023000.0,149285000.0,112800000.0,82757000.0,66807000.0,42514000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,10600000.0,30500000.0,2200000.0,4100000.0,2900000.0,5500000.0,31200000.0,4500000.0,8500000.0,0.0,0.0,140000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
