Date,2018-12-31,2017-12-31,2016-12-31
Cash and cash equivalents,52639000.0,10939000.0,479000.0
Short-term investments,0.0,0.0,
Cash and short-term investments,52639000.0,10939000.0,479000.0
Receivables,17648000.0,13108000.0,6648000.0
Inventories,24845000.0,13173000.0,4800000.0
Total current assets,99435000.0,39382000.0,12520000.0
Property Plant & Equipment Net,12913000.0,13500000.0,13230000.0
Goodwill and Intangible Assets,3910000.0,3866000.0,
Long-term investments,0.0,0.0,171000.0
Tax assets,0.0,0.0,
Total non-current assets,17138000.0,17713000.0,
Total assets,116573000.0,57095000.0,29562000.0
Payables,6239000.0,9131000.0,7281000.0
Short-term debt,4083000.0,24088000.0,
Total current liabilities,16447000.0,57435000.0,54572000.0
Long-term debt,22322000.0,0.0,0.0
Total debt,26405000.0,24088000.0,
Deferred revenue,908000.0,0.0,
Tax Liabilities,0.0,0.0,
Deposit Liabilities,0.0,0.0,
Total non-current liabilities,27059000.0,4673000.0,
Total liabilities,47088000.0,62108000.0,55997000.0
Other comprehensive income,12302000,76000.0,
Retained earnings (deficit),-88975000.0,-67877000.0,-32980000.0
Total shareholders equity,69485000.0,-5013000.0,-26435000.0
Investments,0.0,0.0,
Net Debt,-26234000.0,13149000.0,
Other Assets,0.0,2162000.0,
Other Liabilities,3582000.0,24216000.0,
