date,,2020-03-31_FY,2019-03-31_FY,2018-03-31_FY,2017-03-31_FY,2016-03-31_FY,2015-03-31_FY,2014-03-31_FY,2013-03-31_FY,2012-03-31_FY,2011-03-31_FY,2010-03-31_FY,2009-03-31_FY,2008-03-31_FY,2007-03-31_FY,2006-03-31_FY,2005-03-31_FY,2004-03-31_FY,2003-03-31_FY,2002-03-31_FY,2001-03-31_FY,2000-03-31_FY,1999-03-31_FY,1998-03-31_FY,1997-03-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,70894000.0,68860000.0,256632000.0,198219000.0,152592000.0,186853000.0,124243000.0,57744000.0,18732000.0,14849000.0,28950000.0,41764000.0,97768000.0,202664000.0,160984000.0,106687000.0,66901000.0,57606000.0,39706000.0,59429000.0,108232000.0,77300000.0,56500000.0,41800000.0
,depreciationAndAmortization,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44850000.0,40040000.0,38599000.0,34496000.0,33022000.0,36791000.0,35808000.0,24871000.0,18589000.0,16200000.0,15900000.0,13800000.0
,deferredIncomeTax,75987000.0,-28371000.0,-49354000.0,2203000.0,-2323000.0,5805000.0,5746000.0,6155000.0,2188000.0,8497000.0,1201000.0,5769000.0,1414000.0,-2437000.0,888000.0,17942000.0,21826000.0,28748000.0,21229000.0,23377000.0,166000.0,2900000.0,3400000.0,4500000.0
,stockBasedCompensation,19823000.0,15109000.0,14079000.0,12069000.0,17346000.0,13030000.0,10136000.0,9002000.0,5509000.0,3587000.0,2825000.0,9192000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,260232000.0,-31118000.0,108301000.0,-88309000.0,77355000.0,-16081000.0,37098000.0,46244000.0,10522000.0,14886000.0,-21644000.0,37684000.0,7765000.0,-46342000.0,92141000.0,7179000.0,-15549000.0,1645000.0,-40672000.0,-49041000.0,49524000.0,-11000000.0,49500000.0,2800000.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,26729000.0,-19016000.0,-5114000.0,-6636000.0,-5740000.0,-38741000.0,-32714000.0,-14186000.0,-8369000.0,-9366000.0,1192000.0,-8346000.0,-19809000.0,-11109000.0,-4317000.0,-6948000.0,248000.0,-4034000.0,1788000.0,-2805000.0,-5552000.0,-500000.0,-1100000.0,0.0
,accountsPayables,17265000.0,-31949000.0,24173000.0,33687000.0,-7061000.0,-11499000.0,6504000.0,24610000.0,3327000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,508520000.0,248288000.0,279406000.0,171105000.0,259414000.0,182059000.0,198140000.0,161042000.0,114798000.0,104276000.0,89390000.0,111034000.0,73350000.0,65585000.0,111927000.0,19786000.0,12607000.0,28156000.0,26511000.0,67183000.0,116224000.0,66700000.0,77700000.0,28200000.0
,otherNonCashItems,0.0,0.0,0.0,6492000.0,-10658000.0,0.0,0.0,0.0,0.0,25550000.0,58700000.0,0.0,6869000.0,1380000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100000.0,0.0,0.0
,netCashProvidedByOperatingActivites,399301000.0,350284000.0,337665000.0,331598000.0,265767000.0,234121000.0,170633000.0,124407000.0,60852000.0,44083000.0,64566000.0,79385000.0,104752000.0,242423000.0,188246000.0,157202000.0,112685000.0,120663000.0,120643000.0,101980000.0,118627000.0,92700000.0,88100000.0,62900000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-132119000.0,-168873000.0,-131957000.0,-56938000.0,-89563000.0,-111573000.0,-59490000.0,-53011000.0,-26099000.0,-17224000.0,-13779000.0,-16078000.0,-96857000.0,-136869000.0,-72929000.0,-22373000.0,-12427000.0,-14290000.0,-19024000.0,-16250000.0,-28019000.0,-33800000.0,-13100000.0,-5900000.0
,acquisitionsNet,-699000000.0,0.0,-37000000.0,-400000000.0,-32000000.0,-237000000.0,0.0,-453000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15250000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-56000000.0
,netCashUsedForInvestingActivites,-831080000.0,-166592000.0,-168718000.0,-457426000.0,-121990000.0,-348744000.0,-59490000.0,-506431000.0,-26099000.0,-16624000.0,-13779000.0,-12082000.0,-96857000.0,-152119000.0,-72929000.0,-92991000.0,-11687000.0,-10876000.0,-18169000.0,-358450000.0,-26073000.0,-32800000.0,-7600000.0,-61900000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-36500000.0,0.0,-81214000.0,-165000000.0,-57045000.0,-9500000.0,-108000000.0,-4677000.0,-88064000.0,-16000000.0,0.0,-95000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154832000.0,0.0,0.0,0.0,0.0,3497000.0,3045000.0,2013000.0,3511000.0,13507000.0,5680000.0,301000.0,507000.0,1148000.0,3800000.0,6700000.0,600000.0
