date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,211848000.0,167869000.0,115886000.0,83228000.0,76570000.0,45135000.0,103726000.0,75299000.0,69477000.0,60958000.0,49052000.0,33047000.0,18834000.0,15042000.0,24008000.0,31091000.0,23176000.0,18420000.0,13789000.0,-10865000.0,-23730000.0,-100000.0,7300000.0
,depreciationAndAmortization,42780000.0,41029000.0,41228000.0,39977000.0,34868000.0,33945000.0,27949000.0,13547000.0,5840000.0,6494000.0,3199000.0,2592000.0,4191000.0,4570000.0,5234000.0,3594000.0,2136000.0,3496000.0,3225000.0,4084000.0,1963000.0,-1100000.0,700000.0
,deferredIncomeTax,11898000.0,22339000.0,16814000.0,28970000.0,-52905000.0,-32369000.0,-48078000.0,-28188000.0,-7474000.0,-1917000.0,646000.0,1872000.0,1531000.0,3002000.0,3426000.0,-2062000.0,815000.0,5456000.0,-6234000.0,1149000.0,-6839000.0,0.0,5100000.0
,stockBasedCompensation,16560000.0,12557000.0,12980000.0,10399000.0,12627000.0,22008000.0,17181000.0,12649000.0,8794000.0,7709000.0,6010000.0,4384000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,274888000.0,60257000.0,-326346000.0,-202032000.0,-109905000.0,-130611000.0,-200248000.0,10550000.0,-242764000.0,-6013000.0,23132000.0,-498608000.0,72050000.0,101767000.0,61001000.0,75528000.0,48282000.0,50663000.0,63323000.0,-11593000.0,-77148000.0,53800000.0,900000.0
,accountsReceivables,-644048000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,-35955000.0,0.0,0.0,0.0,0.0,0.0,0.0,22649000.0,4190000.0,0.0,2899000.0,2635000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-884527000.0,-1159415000.0,-1219672000.0,-893326000.0,-691294000.0,-581389000.0,-450778000.0,-250530000.0,-261080000.0,-18316000.0,-12303000.0,-35435000.0,463173000.0,391123000.0,289356000.0,228355000.0,152827000.0,104545000.0,53882000.0,-9441000.0,2152000.0,79300000.0,25500000.0
,otherNonCashItems,83770000.0,38607000.0,32454000.0,35676000.0,30623000.0,37745000.0,29380000.0,6715000.0,3268000.0,71781000.0,18960000.0,-729000.0,48039000.0,16964000.0,9007000.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0
,netCashProvidedByOperatingActivites,312864000.0,244733000.0,186791000.0,123818000.0,130332000.0,114425000.0,111544000.0,74775000.0,98520000.0,84579000.0,73451000.0,76116000.0,63071000.0,15834000.0,38027000.0,31226000.0,36412000.0,33971000.0,24690000.0,8853000.0,-12437000.0,-3400000.0,3400000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-34600000.0,-39602000.0,-67475000.0,-28126000.0,-31668000.0,-28647000.0,-23238000.0,-13423000.0,-6265000.0,-5564000.0,-2722000.0,-4632000.0,-2276000.0,-1422000.0,-2430000.0,-2863000.0,-2525000.0,-1015000.0,-749000.0,-428000.0,-786000.0,-4100000.0,-2800000.0
,acquisitionsNet,0.0,0.0,0.0,-96000000.0,105000000.0,-277000000.0,-446000000.0,-449000000.0,-187000000.0,0.0,0.0,0.0,0.0,0.0,0.0,-159000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-644048000.0,-1035130000.0,-1131095000.0,-1045829000.0,-907413000.0,-749760000.0,-862997000.0,-249562000.0,-562335000.0,-386850000.0,-361957000.0,-246330000.0,-224717000.0,-197249000.0,-133653000.0,0.0,0.0,0.0,0.0,0.0,0.0,-52000000.0,-24800000.0
,salesMaturitiesOfInvestments,737131000.0,757640000.0,791386000.0,709420000.0,668121000.0,635899000.0,633960000.0,546366000.0,409891000.0,304326000.0,221872000.0,171791000.0,119741000.0,105862000.0,98893000.0,40000000.0,0.0,0.0,0.0,0.0,0.0,300000.0,37200000.0
,otherInvestingActivites,24343000.0,114759000.0,11545000.0,8794000.0,-17880000.0,-53626000.0,-7084000.0,-51597000.0,1670000.0,0.0,0.0,0.0,0.0,-2250000.0,0.0,-22649000.0,-47632000.0,-18457000.0,-10412000.0,-21482000.0,8807000.0,-3700000.0,-400000.0
,netCashUsedForInvestingActivites,82826000.0,-202333000.0,-397516000.0,-452131000.0,-168789000.0,-472709000.0,-755197000.0,-217240000.0,-343770000.0,-88088000.0,-142807000.0,-79171000.0,-107252000.0,-95059000.0,-37190000.0,-144344000.0,-50157000.0,-19472000.0,-11158000.0,-21773000.0,9005000.0,-59500000.0,9200000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-3413942000.0,-1167328000.0,-716888000.0,-1497717000.0,-969341000.0,-951055000.0,-1229690000.0,-688646000.0,-298417000.0,-146982000.0,-103270000.0,-91302000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23000.0,348000.0,149000.0,1213000.0,169000.0,31370000.0,4590000.0,0.0,0.0,22500000.0,0.0
