date,,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY
,revenue,60641000.0,31983000.0,13680000.0,10825000.0,7000000.0,5000000.0,5000000.0,0.0,25194000.0,1283000.0,42000.0,534000.0,574000.0,809000.0,0.0,0.0,0.0,2.0,1.0,0.0
,costOfRevenue,21955000.0,37803000.0,4520000.0,500000.0,0.0,0.0,0.0,0.0,0.0,27000.0,54000.0,530000.0,819000.0,835000.0,0.0,0.0,0.0,47272.0,36195.0,0.0
,grossProfit,38686000.0,-5820000.0,9160000.0,10325000.0,7000000.0,5000000.0,5000000.0,0.0,25194000.0,1256000.0,-12000.0,4000.0,-245000.0,-26000.0,0.0,0.0,0.0,47274.0,36196.0,0.0
,grossProfitRatio,0.637951221121024,-0.18197167245099,0.669590643274854,0.953810623556582,1.0,1.0,1.0,0.0,1.0,0.978955572876072,-0.285714285714286,0.00749063670411985,-0.426829268292683,-0.0321384425216316,0.0,0.0,0.0,23637.0,36196.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,37679000.0,29504000.0,36694000.0,51502000.0,34734000.0,27012000.0,27012000.0,13728000.0,7372000.0,38075000.0,17446000.0,56139000.0,24182000.0,18800000.0,5510000.0,8141000.0,7399000.0,6685609.0,6922797.0,1407000.0
,GeneralAndAdministrativeExpenses,99622000.0,84553000.0,81410000.0,70057000.0,19349000.0,6737000.0,6737000.0,5014000.0,4904000.0,7474000.0,2795000.0,9110000.0,3416000.0,3581000.0,0.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,25031000.0,40689000.0,6644000.0,495000.0,5953000.0,2167000.0,2092000.0,2473000.0,3100000.0,6775000.0,3055000.0,15442000.0,2188000.0,12140000.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,137301000.0,114057000.0,118104000.0,121559000.0,54083000.0,27079000.0,33749000.0,21215000.0,15376000.0,52297000.0,95468000.0,80161000.0,28967000.0,33686000.0,0.0,0.0,0.0,0.0,0.0,0.0
,costAndExpenses,184287000.0,192549000.0,129268000.0,122554000.0,54083000.0,33749000.0,33749000.0,21215000.0,15376000.0,52351000.0,23350000.0,81221000.0,30605000.0,35356000.0,9382000.0,12245000.0,11840000.0,12585989.0,8735305.0,2418000.0
,interestExpense,63000000.0,34209000.0,11357000.0,0.0,0.0,0.0,0.0,-764000.0,-667000.0,1665000.0,0.0,0.0,0.0,0.0,25000.0,69000.0,85000.0,51080.0,257487.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,64146000.0,35476000.0,12116000.0,306000.0,54000.0,47000.0,47000.0,60000.0,92000.0,111000.0,151000.0,224000.0,190000.0,155000.0,940000.0,953000.0,250000.0,47272.0,36195.0,0.0
,EBITDA,-37545000.0,-87287000.0,-98952000.0,-110923000.0,-47029000.0,-28702000.0,-28702000.0,-21155000.0,9910000.0,-52595000.0,-21662000.0,-73540000.0,-26705000.0,-32788000.0,-8442000.0,-11292000.0,-11590000.0,-12538715.0,-8699109.0,-2418000.0
