date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY,1988-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-2967300000.0,717900000.0,1139400000.0,1912300000.0,1501600000.0,1245100000.0,1151500000.0,1012100000.0,894700000.0,916500000.0,661000000.0,506900000.0,513900000.0,515608231.25,358000000.0,358000000.0,484382542.0,414761760.0,88043980.2,271796479.83,244960630.0,172596453.6,140250360.0,115902672.0,100028922.0,68987256.0,47460546.0,22917756.0,-11867940.0,30996360.0,50597792.0,39074640.0,20866496.0
,depreciationAndAmortization,631000000.0,686300000.0,543800000.0,462100000.0,427800000.0,368500000.0,376400000.0,414500000.0,396600000.0,383500000.0,380800000.0,398400000.0,251400000.0,184882254.0,185841812.23,147365903.52,178319718.08,204934240.0,294447425.25,124974309.24,78983943.92,42150475.92,33676955.0,29096652.0,28379484.0,26274696.0,26608608.0,25824728.0,22878751.0,25865928.0,25454422.0,20254000.0,11487672.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,74400000.0,71400000.0,84800000.0,105000000.0,106500000.0,99000000.0,102200000.0,105400000.0,92800000.0,78800000.0,70400000.0,54900000.0,62300000.0,62400000.0,70900000.0,68600000.0,58800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,838200000.0,350300000.0,165700000.0,-531800000.0,-151300000.0,-164100000.0,295000000.0,-133400000.0,-388200000.0,-620900000.0,225500000.0,-102100000.0,-109300000.0,25425293.5,-171047067.97,107575040.64,25088885.92,320184480.0,210605357.85,-459008116.2,164975753.68,41850668.32,-7711360.0,58858716.0,47649504.0,60121164.0,29934684.0,77000956.0,9889950.0,3420288.0,0.0,0.0,0.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,-44600000.0,-16700000.0,7800000.0,-9700000.0,36700000.0,-17600000.0,32700000.0,-46300000.0,12400000.0,65600000.0,29429038.5,-82974291.24,39490984.32,40082156.8,43443680.0,-70735303.05,18139678.11,-14715380.08,-1498419.84,180735.0,-2480172.0,-8583918.0,12749052.0,-28847313.0,-16360168.0,6263635.0,-1656702.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherNonCashItems,3478500000.0,24600000.0,-239900000.0,-539500000.0,-110800000.0,-188600000.0,-221400000.0,-24400000.0,-87600000.0,-92700000.0,23500000.0,-39300000.0,204400000.0,103863831.25,217499557.12,155765907.0,-212930699.52,-115250800.0,33316052.7,117057599.55,-3803543.12,399331.360000014,89704805.0,81724692.0,61664064.0,66851628.0,50658696.0,-74499608.0,21428225.0,4221918.0,-76052214.0,-59328640.0,-32354168.0
,netCashProvidedByOperatingActivites,2054800000.0,1850500000.0,1693800000.0,1408100000.0,1773800000.0,1359900000.0,1703700000.0,1374200000.0,908300000.0,665200000.0,1361200000.0,818800000.0,922700000.0,892179610.0,661194301.38,837306851.16,533660446.48,824629680.0,626412816.0,54820272.42,485116784.48,256996929.2,255920760.0,285582732.0,237721974.0,222234744.0,154662534.0,51243832.0,42328986.0,64504494.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-218300000.0,-339300000.0,-314800000.0,-288900000.0,-252100000.0,-210300000.0,-177900000.0,-240700000.0,-290300000.0,-216100000.0,-190500000.0,-222900000.0,-196800000.0,-170968483.75,-184442778.42,-171260296.92,-95556946.24,-93778160.0,-100550382.6,-118359730.71,-112019399.76,-64524158.96,-157239450.0,-114208896.0,-35678734.0,-35140788.0,-30062610.0,-23864212.0,-21098560.0,-21269916.0,0.0,0.0,0.0
,acquisitionsNet,-178400000.0,-161300000.0,-298800000.0,-181500000.0,-638800000.0,-669500000.0,-489100000.0,-201400000.0,-566500000.0,-469800000.0,-200100000.0,-144800000.0,-1049100000.0,-675465566.25,-215532872.34,-507582819.36,-169600000.0,-277639600.0,-14206910.55,-715470831.63,-240356340.96,-201962144.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-178400000.0,-161300000.0,-298800000.0,-181500000.0,-638800000.0,-669500000.0,-489100000.0,-201400000.0,-566500000.0,-469800000.0,-23800000.0,-53300000.0,-91700000.0,-128000000.0,-28700000.0,0.0,-21989922.08,-100569280.0,-26112951.0,-146822170.59,-40943826.08,0.0,0.0,-30487968.0,0.0,0.0,-3006261.0,-2366140.0,-263732.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,272300000.0,2141000000.0,849000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23700000.0,50500000.0,11000000.0,9100000.0,15500000.0,0.0,9295848.8,10985520.0,3301680.3,26858863.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2298006.0,0.0,0.0,0.0
