date,,2020-06-30_FY,2019-06-30_FY,2018-06-30_FY,2017-06-30_FY,2016-06-30_FY,2015-06-30_FY,2014-06-30_FY,2013-06-30_FY,2012-06-30_FY,2011-06-30_FY,2010-06-30_FY,2009-06-30_FY,2008-06-30_FY,2007-06-30_FY,2006-06-30_FY,2005-06-30_FY,2004-06-30_FY,2003-06-30_FY,2002-06-30_FY,2001-06-30_FY,2000-06-30_FY,1999-06-30_FY,1998-06-30_FY,1997-06-30_FY,1996-06-30_FY,1995-06-30_FY,1994-06-30_FY,1993-06-30_FY,1992-06-30_FY,1991-06-30_FY,1990-06-30_FY,1989-06-30_FY,1988-06-30_FY,1987-06-30_FY,1986-06-30_FY
,revenue,1885305000.0,2375234000.0,2367853000.0,2058368000.0,2098436000.0,2647195000.0,2837190000.0,2589373000.0,2736246000.0,2403493000.0,1884067000.0,1999859000.0,2705129000.0,2385493000.0,2329628000.0,2304167000.0,1971441000.0,1758957000.0,1583742000.0,1807896000.0,1853663000.0,1902900000.0,1678400000.0,1156300000.0,1080000000.0,983900000.0,802500000.0,598500000.0,594500000.0,617800000.0,589000000.0,472200000.0,419900000.0,354500000.0,355400000.0
,costOfRevenue,1355834000.0,1543738000.0,1535561000.0,1400661000.0,1482369000.0,1841202000.0,1940187000.0,1744369000.0,1741996000.0,1519102000.0,1256339000.0,1423320000.0,1781889000.0,1543931000.0,1497462000.0,1513634000.0,1318074000.0,1190053000.0,1072918000.0,1192176000.0,1072093000.0,1128400000.0,942700000.0,629900000.0,586900000.0,523800000.0,429300000.0,325300000.0,331700000.0,325800000.0,312500000.0,249400000.0,220500000.0,185200000.0,197900000.0
,grossProfit,529471000.0,831496000.0,832292000.0,657707000.0,616067000.0,805993000.0,897003000.0,845004000.0,994250000.0,884391000.0,627728000.0,576539000.0,923240000.0,841562000.0,832166000.0,790533000.0,653367000.0,568904000.0,510824000.0,615720000.0,781570000.0,774500000.0,735700000.0,526400000.0,493100000.0,460100000.0,373200000.0,273200000.0,262800000.0,292000000.0,276500000.0,222800000.0,199400000.0,169300000.0,157500000.0
,grossProfitRatio,0.28084103102681,0.350069087929863,0.351496482256289,0.319528383651514,0.293583888191015,0.304470581124549,0.316158945999387,0.326335371535889,0.363362797058452,0.367960713844392,0.333177111005076,0.288289824432623,0.341292411563367,0.352783261153984,0.357209820623722,0.343088413296432,0.331415954116811,0.323432579648053,0.322542434310639,0.340572687809476,0.421635432114683,0.407010352619686,0.438334127740705,0.455245178586872,0.456574074074074,0.467628824067487,0.465046728971963,0.456474519632414,0.442052144659378,0.472644868889608,0.469439728353141,0.471833968657349,0.474874970231007,0.477574047954866,0.443162633652223
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19246000.0,18800000.0,20400000.0,24100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,561490000.0,538530000.0,477487000.0,489567000.0,605004000.0,554634000.0,579907000.0,574495000.0,512621000.0,464861000.0,389396000.0,425641000.0,483155000.0,498200000.0,452300000.0,333900000.0,328400000.0,293900000.0,263300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,14862000.0,15379000.0,-2443000.0,-2227000.0,4124000.0,1674000.0,-2172000.0,-2313000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,402247000.0,488562000.0,512820000.0,479745000.0,515737000.0,581581000.0,615963000.0,548610000.0,577841000.0,550132000.0,490577000.0,502701000.0,619450000.0,570456000.0,585533000.0,577955000.0,514855000.0,469025000.0,392200000.0,449775000.0,604047000.0,613000000.0,540100000.0,399400000.0,368600000.0,333200000.0,306500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,costAndExpenses,1758081000.0,2032300000.0,2048381000.0,1880406000.0,1998106000.0,2422783000.0,2556150000.0,2292979000.0,2319837000.0,2069234000.0,1746916000.0,1926021000.0,2401339000.0,2114387000.0,2082995000.0,2091589000.0,1832929000.0,1659078000.0,1465118000.0,1641951000.0,1676140000.0,1741400000.0,1482800000.0,1029300000.0,955500000.0,857000000.0,735800000.0,557100000.0,563500000.0,562900000.0,524600000.0,415800000.0,370700000.0,318100000.0,329100000.0
,interestExpense,35154000.0,32994000.0,30081000.0,28842000.0,27752000.0,31466000.0,32451000.0,27472000.0,27215000.0,22760000.0,25203000.0,27244000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,13811000.0,14411000.0,14668000.0,16578000.0,20762000.0,26686000.0,26195000.0,20760000.0,16351000.0,11602000.0,13090000.0,13134000.0,13864000.0,9852000.0,5626000.0,3460000.0,2234000.0,4164000.0,2804000.0,24134000.0,101646000.0,96000000.0,67400000.0,41400000.0,40200000.0,39300000.0,43200000.0,30900000.0,31300000.0,32700000.0,29900000.0,26400000.0,24400000.0,20500000.0,18400000.0
,EBITDA,141035000.0,357345000.0,334140000.0,194540000.0,121092000.0,251098000.0,307235000.0,317154000.0,432760000.0,345861000.0,150241000.0,86972000.0,317654000.0,280958000.0,252259000.0,216038000.0,140746000.0,104043000.0,121428000.0,190079000.0,279169000.0,257500000.0,263000000.0,168400000.0,164700000.0,166200000.0,109900000.0,72300000.0,62300000.0,87600000.0,94300000.0,82800000.0,73600000.0,56900000.0,44700000.0
,EBITDARatio,0.074807524511949,0.15044622971884,0.141115179025049,0.0945117685467322,0.057705834249889,0.0948543647143486,0.108288482618365,0.122482933127054,0.158158294246935,0.143899316536391,0.0797429178474014,0.0434890659791515,0.11742656265191,0.117777750762631,0.108282953329888,0.0937596971052879,0.0713924484678973,0.0591503942393134,0.0766715790829567,0.105138238040241,0.150603966308871,0.135319775080141,0.156696854146806,0.145636945429387,0.1525,0.168919605650981,0.136947040498442,0.120802005012531,0.104793944491169,0.141793460666882,0.160101867572156,0.175349428208386,0.175279828530603,0.160507757404795,0.125773776027012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,127224000.0,342934000.0,319472000.0,177962000.0,100330000.0,224412000.0,281040000.0,296394000.0,416409000.0,334259000.0,137151000.0,73838000.0,303790000.0,271106000.0,246633000.0,212578000.0,138512000.0,99879000.0,118624000.0,165945000.0,177523000.0,161500000.0,195600000.0,127000000.0,124500000.0,126900000.0,66700000.0,41400000.0,31000000.0,54900000.0,64400000.0,56400000.0,49200000.0,36400000.0,26300000.0
,operatingIncomeRatio,0.0674819193711362,0.144379038023201,0.134920537719191,0.0864578151234376,0.0478117988825964,0.0847735055407705,0.099055755871126,0.11446554822345,0.152182588846178,0.139072175371428,0.0727951819123205,0.0369216029730096,0.112301483589138,0.113647786851607,0.105867975487932,0.0922580698360839,0.0702592672060691,0.0567830822470362,0.0749010886874251,0.0917890188373667,0.0957687562410212,0.0848704608755058,0.116539561487131,0.109833088298884,0.115277777777778,0.128976522004269,0.0831152647975078,0.0691729323308271,0.0521446593776283,0.0888637099384914,0.109337860780985,0.119440914866582,0.117170754941653,0.102679830747532,0.0740011254924029
,totalOtherIncomeExpensesNet,-90110000.0,1295000.0,-14350000.0,-67245000.0,-271149000.0,-580561000.0,-19780000.0,-2313000.0,775000.0,-15366000.0,-35346000.0,-159090000.0,-37832000.0,1561000.0,232105000.0,-1024000.0,-1954000.0,-29423000.0,-26946000.0,-21235000.0,-22033000.0,-14400000.0,-5500000.0,300000.0,400000.0,-900000.0,1900000.0,2200000.0,0.0,-4700000.0,1200000.0,1800000.0,1100000.0,2500000.0,-17700000.0
,incomeBeforeTax,1960000.0,311235000.0,275041000.0,81875000.0,-198571000.0,-387615000.0,228809000.0,266609000.0,389969000.0,296133000.0,76602000.0,-112496000.0,234812000.0,249496000.0,447719000.0,184277000.0,110674000.0,34290000.0,59051000.0,91187000.0,95677000.0,72000000.0,125100000.0,116900000.0,113600000.0,113300000.0,26400000.0,34100000.0,21000000.0,38400000.0,55100000.0,49200000.0,41700000.0,31600000.0,800000.0
,incomeBeforeTaxRatio,0.00103961958409912,0.131033405550779,0.116156281661066,0.0397766580125614,-0.0946280944474837,-0.146424800590814,0.0806463437415189,0.102962763572494,0.142519714967148,0.123209428943625,0.0406577897707459,-0.0562519657635863,0.086802514778408,0.104588862763378,0.192184760828768,0.0799755399673722,0.0561386315897864,0.0194945072562888,0.0372857447740857,0.0504381889223716,0.0516150994004843,0.0378369856534763,0.0745352716873213,0.101098330882989,0.105185185185185,0.115153979062913,0.0328971962616822,0.0569757727652465,0.0353238015138772,0.062156037552606,0.0935483870967742,0.104193138500635,0.0993093593712789,0.0891396332863188,0.00225098480585256
,incomeTaxExpense,7007000.0,63359000.0,69981000.0,29895000.0,25313000.0,-16654000.0,66611000.0,59693000.0,79136000.0,63856000.0,26977000.0,-11205000.0,64057000.0,70469000.0,172902000.0,61394000.0,35500000.0,14300000.0,18900000.0,37300000.0,43700000.0,32900000.0,53900000.0,44900000.0,43900000.0,45000000.0,15500000.0,14000000.0,8100000.0,17300000.0,23000000.0,19200000.0,17400000.0,14400000.0,200000.0
,netIncome,-5661000.0,241925000.0,200180000.0,49138000.0,-225968000.0,-373896000.0,158366000.0,203265000.0,307230000.0,229727000.0,46419000.0,-119742000.0,167775000.0,174243000.0,256283000.0,119291000.0,73578000.0,18130000.0,-211908000.0,53288000.0,51710000.0,39100000.0,71200000.0,72000000.0,69700000.0,68300000.0,-4100000.0,20100000.0,12900000.0,21100000.0,32100000.0,30000000.0,24300000.0,17200000.0,600000.0
