Date,2018-12-31,2017-12-31,2016-12-31
Depreciation & Amortization,2167000.0,1534000.0,1336000.0
Stock-based compensation,502000.0,249000.0,298000.0
Operating Cash Flow,-39965000.0,-29246000.0,-25371000.0
Capital Expenditure,-5180000.0,-5947000.0,-4531000.0
Acquisitions and disposals,0.0,0.0,0.0
Investment purchases and sales,0.0,0.0,0.0
Investing Cash flow,-5180000.0,-5947000.0,-4531000.0
Issuance (repayment) of debt,9008000.0,10509000.0,5811000.0
Issuance (buybacks) of shares,57933000.0,469000.0,755000.0
Dividend payments,0.0,0.0,0.0
Financing Cash Flow,76860000.0,55855000.0,21561000.0
Effect of forex changes on cash,0.0,0.0,0.0
Net cash flow / Change in cash,31715000.0,20662000.0,-8341000.0
Free Cash Flow,-45145000.0,-35193000.0,-29902000.0
Net Cash/Marketcap,0.0769,-0.0669,-0.0669
