Date,2018-12-31,2017-12-31,2016-12-31
Revenue,23152267.0,21628554.0,21174801.0
Revenue Growth,0.0704491386710364,0.0214289144913334,
Cost of Revenue,15318661.0,13539829.0,13646569.0
Gross Profit,7833606.0,8088725.0,7528232.0
R&D Expenses,1992228.0,1151985.0,947506.0
SG&A Expense,4828771.0,3077138.0,2840611.0
Operating Expenses,6820999.0,4229123.0,3788117.0
Operating Income,1012607.0,3859602.0,3740115.0
Interest Expense,21446.0,-20740.0,18201.0
Earnings before Tax,1589480.0,4419748.0,3990364.0
Income Tax Expense,43190.0,434882.0,536387.0
Net Income - Non-Controlling int,7336.0,-6671.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0
Net Income,1546290.0,3984866.0,3453977.0
Preferred Dividends,0.0,0.0,0.0
Net Income Com,1546290.0,3984866.0,3453977.0
EPS,0.22,0.58,0.5
EPS Diluted,0.22,0.58,0.5
Weighted Average Shs Out,9087066.0,9087066.0,9087000.0
Weighted Average Shs Out (Dil),6905248.0,6905248.0,6905248.0
Dividend per Share,0.0,0.0,0.0
Gross Margin,0.3384,0.374,0.3555
EBITDA Margin,0.097,0.218,0.196
EBIT Margin,0.0696,0.2034,0.1893
Profit Margin,0.067,0.184,0.163
Free Cash Flow margin,0.0264,-0.0208,0.1836
EBITDA,2254191.0,4712562.0,4142915.0
EBIT,1610926.0,4399008.0,4008565.0
Consolidated Income,1553626.0,3978195.0,3453977.0
Earnings Before Tax Margin,0.0687,0.2043,0.1884
Net Profit Margin,0.0668,0.1842,0.1631
