date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,141039000.0,108273000.0,80999000.0,6695000.0,-62301000.0,-48057000.0,-32311000.0,-10236000.0
,depreciationAndAmortization,329293000.0,318685000.0,297290000.0,298677000.0,242848000.0,165516000.0,70987000.0,2111000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,4808000.0,3433000.0,4212000.0,3636000.0,3125000.0,2586000.0,1079000.0,70000.0
,changeInWorkingCapital,129000.0,-30500000.0,-14700000.0,-46280000.0,-14263000.0,6654000.0,-31305000.0,1051000.0
,accountsReceivables,0.0,-12172000.0,-11020000.0,-9704000.0,-10542000.0,-10115000.0,3339000.0,-82000.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,17408000.0,11772000.0,9814000.0,-13291000.0,5627000.0,18528000.0,39973000.0,676000.0
,otherWorkingCapital,-4095000.0,-12603000.0,-7390000.0,-8005000.0,-9577000.0,-6247000.0,-9710000.0,0.0
,otherNonCashItems,7457000.0,10123000.0,12572000.0,13933000.0,11035000.0,13044000.0,4053000.0,455000.0
,netCashProvidedByOperatingActivites,457887000.0,410882000.0,385961000.0,278867000.0,201365000.0,160537000.0,16172000.0,-6549000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,-319858000.0,-757650000.0,-1535361000.0,-2394047000.0,-90077000.0
,acquisitionsNet,0.0,0.0,0.0,25000000.0,0.0,-180000000.0,33000000.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,-76781000.0,-82208000.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,-394392000.0,-212613000.0,-63717000.0,-296690000.0,-36630000.0,-145818000.0,-11854000.0,-7393000.0
,netCashUsedForInvestingActivites,-376866000.0,-674408000.0,-837479000.0,-522398000.0,-884942000.0,-1900752000.0,-2369371000.0,-97470000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-371517000.0,-600367000.0,-690848000.0,-1333041000.0,-1054631000.0,-1999315000.0,-1172600000.0,0.0
,commonStockIssued,0.0,0.0,694765000.0,102830000.0,0.0,308435000.0,1548280000.0,495329000.0
,commonStockRepurchased,0.0,-34969000.0,-169000.0,-96497000.0,-57383000.0,0.0,0.0,0.0
,dividendsPaid,-114960000.0,-125553000.0,-85023000.0,-88408000.0,-64402000.0,-58626000.0,-1160000.0,0.0
,otherFinancingActivites,-14273000.0,-404000.0,-32173000.0,-38001000.0,-48918000.0,-65384000.0,-22126000.0,5888000.0
,netCashUsedProvidedByFinancingActivities,-92116000.0,255917000.0,384100000.0,324804000.0,632476000.0,1700013000.0,2104990000.0,501217000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-11095000.0,-7609000.0,-67418000.0,81273000.0,-51101000.0,-40202000.0,-248209000.0,0.0
,cashAtEndOfPeriod,164119000.0,175214000.0,182823000.0,250241000.0,57686000.0,108787000.0,148989000.0,397198000.0
,cashAtBeginningOfPeriod,175214000.0,182823000.0,250241000.0,168968000.0,108787000.0,148989000.0,397198000.0,0.0
,operatingCashFlow,457887000.0,410882000.0,385961000.0,278867000.0,201365000.0,160537000.0,16172000.0,-6549000.0
,capitalExpenditure,79560000.0,-435847000.0,-745514000.0,-259075000.0,-783904000.0,-1549672000.0,-2394047000.0,-90077000.0
,freeCashFlow,386406000.0,356417000.0,348421000.0,278867000.0,201365000.0,160537000.0,16172000.0,-6549000.0
