date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,17894000000.0,27430000000.0,28147000000.0,18232000000.0,17906000000.0,15888000000.0,4833000000.0,11431000000.0,4188000000.0,1446000000.0,-2238000000.0,6276000000.0,4008000000.0,14982000000.0,21133000000.0,16465000000.0,14143000000.0,10810000000.0,9249000000.0,6792000000.0,7517000000.0,7882000000.0,5165000000.0,3077000000.0,2375000000.0,1950000000.0,1690000000.0,1501000000.0,1145000000.0
,depreciationAndAmortization,1843000000.0,1729000000.0,2063000000.0,2103000000.0,2241000000.0,2389000000.0,2522000000.0,2683000000.0,3038000000.0,3485000000.0,3912000000.0,4314000000.0,3319000000.0,2844000000.0,2869000000.0,1768000000.0,1636000000.0,1107000000.0,1104000000.0,1732000000.0,1784000000.0,1917000000.0,1998000000.0,865000000.0,442000000.0,399000000.0,406000000.0,352000000.0,339000000.0
,deferredIncomeTax,-1737000000.0,2435000000.0,3041000000.0,8175000000.0,5841000000.0,3108000000.0,726000000.0,3262000000.0,-2735000000.0,-1949000000.0,608000000.0,370000000.0,-5801000000.0,-753000000.0,1850000000.0,1695000000.0,-402000000.0,-263000000.0,-377000000.0,-563000000.0,648000000.0,2098000000.0,-100000000.0,414000000.0,304000000.0,192000000.0,235000000.0,223000000.0,9000000.0
,stockBasedCompensation,2031000000.0,1974000000.0,1729000000.0,1649000000.0,1235000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-326000000.0,13170000000.0,1257000000.0,-29125000000.0,-14703000000.0,6480000000.0,18703000000.0,56105000000.0,-37494000000.0,52336000000.0,40057000000.0,71774000000.0,-32249000000.0,-19773000000.0,-16423000000.0,-27220000000.0,-20525000000.0,10600000000.0,-30582000000.0,-24075000000.0,-8904000000.0,-2433000000.0,-63000000.0,-182000000.0,-10000000.0,20000000.0,69000000.0,52000000.0,174000000.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,16942000000.0,7920000000.0,-23673000000.0,-13939000000.0,-866000000.0,3292000000.0,6621000000.0,33870000000.0,-48225000000.0,20230000000.0,20775000000.0,59822000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherNonCashItems,3278000000.0,7528000000.0,-1669000000.0,3977000000.0,-455000000.0,-4677000000.0,-3654000000.0,15474000000.0,12638000000.0,-4048000000.0,1946000000.0,3150000000.0,35881000000.0,13916000000.0,4637000000.0,-3847000000.0,3316000000.0,3000000000.0,9229000000.0,3763000000.0,4245000000.0,2841000000.0,4908000000.0,-3755000000.0,-1240000000.0,-7465000000.0,6705000000.0,293000000.0,6383000000.0
,netCashProvidedByOperatingActivites,37993000000.0,61777000000.0,39520000000.0,10403000000.0,18306000000.0,27730000000.0,26739000000.0,92817000000.0,-13858000000.0,64490000000.0,82594000000.0,129731000000.0,4034000000.0,11036000000.0,14509000000.0,-12223000000.0,-3955000000.0,24313000000.0,-12007000000.0,-12826000000.0,5265000000.0,12065000000.0,10891000000.0,266000000.0,1804000000.0,-4933000000.0,9118000000.0,2137000000.0,7801000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2240000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31804000000.0,6650000000.0,-19816000000.0,-2388000000.0,-49000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-452412000000.0,-189897000000.0,-112620000000.0,-192063000000.0,-228960000000.0,-255987000000.0,-293845000000.0,-190371000000.0,-185482000000.0,-135088000000.0,-199259000000.0,-189059000000.0,-185072000000.0,-28330000000.0,-43958000000.0,-263340000000.0,-236489000000.0,-228720000000.0,-163661000000.0,-127074000000.0,-19817000000.0,-59699000000.0,-100413000000.0,-50411000000.0,-13711000000.0,-28139000000.0,-30823000000.0,-26708000000.0,-14197000000.0
,salesMaturitiesOfInvestments,262443000000.0,165890000000.0,102419000000.0,183880000000.0,199115000000.0,243272000000.0,248241000000.0,217857000000.0,152036000000.0,177459000000.0,170926000000.0,226875000000.0,203707000000.0,56455000000.0,88890000000.0,174292000000.0,134233000000.0,199443000000.0,164522000000.0,137691000000.0,51304000000.0,50790000000.0,82416000000.0,50770000000.0,44203000000.0,41782000000.0,34121000000.0,37236000000.0,11867000000.0
