Date,2018-09-30,2017-09-30,2016-09-30,2015-09-30
Revenue,29819088.0,26665601.0,20715230.0,11405000.0
Revenue Growth,0.1183,0.2872,0.8163,
Cost of Revenue,24751473.0,22140879.0,17371416.0,9665000.0
Gross Profit,5067615.0,4524722.0,3343814.0,1720000.0
R&D Expenses,0.0,0.0,0.0,
SG&A Expense,1989687.0,1055493.0,474361.0,388000.0
Operating Expenses,1989687.0,1055493.0,474361.0,10073418.0
Operating Income,3077928.0,3469229.0,2869453.0,1332000.0
Interest Expense,154400.0,209159.0,250732.0,-263427.0
Earnings before Tax,3231095.0,3277103.0,2583529.0,1060000.0
Income Tax Expense,9063.0,5793.0,269367.0,-299000.0
Net Income - Non-Controlling int,7234.0,-964.0,-4072.0,
Net Income - Discontinued ops,0.0,0.0,0.0,
Net Income,3222032.0,3271310.0,2314162.0,
Preferred Dividends,0.0,0.0,0.0,
Net Income Com,3222032.0,3271310.0,2314162.0,761000.0
EPS,0.29,0.33,0.23,0.07
EPS Diluted,0.29,0.33,0.23,0.07
Weighted Average Shs Out,14238479.0,14238479.0,11400000.0,11400000.0
Weighted Average Shs Out (Dil),11173699.0,10000000.0,10000000.0,
Dividend per Share,0.0,0.0,0.0,
Gross Margin,0.1699,0.1697,0.1614,0.1508
EBITDA Margin,0.114,0.132,0.138,
EBIT Margin,0.1135,0.1307,0.1368,0.1168
Profit Margin,0.108,0.123,0.112,
Free Cash Flow margin,-0.0936,0.0727,-0.0312,
EBITDA,3410381.0,3508201.0,2853152.0,
EBIT,3385495.0,3486262.0,2834261.0,1332081.0
Consolidated Income,3229266.0,3270346.0,2310090.0,
Earnings Before Tax Margin,0.1084,0.1229,0.1247,0.0929
Net Profit Margin,0.1081,0.1227,0.1117,
