Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31
Cash and cash equivalents,39196000.0,45106000.0,5050000.0,4105000.0,12517000.0
Short-term investments,75401000.0,44949000.0,129846000.0,90281000.0,0.0
Cash and short-term investments,114597000.0,90055000.0,134896000.0,94386000.0,12517000.0
Receivables,0.0,0.0,0.0,0.0,0.0
Inventories,0.0,0.0,0.0,0.0,0.0
Total current assets,115589000.0,91234000.0,136033000.0,95663000.0,12529000.0
Property, Plant & Equipment Net,2180000.0,2672000.0,3248000.0,1845000.0,0.0
Goodwill and Intangible Assets,0.0,0.0,0.0,0.0,0.0
Long-term investments,0.0,0.0,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0,0.0,0.0
Total non-current assets,2643000.0,3541000.0,4117000.0,2796000.0,0.0
Total assets,118232000.0,94775000.0,140150000.0,98459000.0,12529000.0
Payables,1998000.0,3454000.0,1900000.0,1575000.0,57000.0
Short-term debt,0.0,0.0,0.0,0.0,0.0
Total current liabilities,7027000.0,8969000.0,5944000.0,3070000.0,2674000.0
Long-term debt,0.0,0.0,0.0,0.0,0.0
Total debt,0.0,0.0,0.0,0.0,0.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,869000.0,971000.0,1405000.0,710000.0,3000.0
Total liabilities,7896000.0,9940000.0,7349000.0,3780000.0,2677000.0
Other comprehensive income,-34000.0,-41000.0,-39000.0,-45000.0,0.0
Retained earnings (deficit),-170473000.0,-123534000.0,-67871000.0,-31496000.0,-161000.0
Total shareholders equity,110336000.0,84835000.0,132801000.0,-31101000.0,-159000.0
Investments,75401000.0,44949000.0,129846000.0,90281000.0,0.0
Net Debt,-114597000.0,-90055000.0,-134896000.0,-94386000.0,-12517000.0
Other Assets,992000.0,1179000.0,1137000.0,1277000.0,12000.0
Other Liabilities,5029000.0,5515000.0,4044000.0,1495000.0,2617000.0
