date,,2020-06-30_FY,2019-06-30_FY,2018-06-30_FY,2017-06-30_FY,2016-06-30_FY,2015-06-30_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,9359000.0,8318000.0,6604000.0,3229000.0,2926000.0,508000.0
,depreciationAndAmortization,2965000.0,1178000.0,1432000.0,1427000.0,1265000.0,752000.0
,deferredIncomeTax,-465000.0,-350000.0,2425000.0,-26000.0,1299000.0,586000.0
,stockBasedCompensation,5040000.0,4058000.0,2248000.0,454000.0,0.0,0.0
,changeInWorkingCapital,-507473000.0,-205683000.0,-79726000.0,-578909000.0,0.0,-2158000.0
,accountsReceivables,-2083000.0,-439000.0,-665000.0,-332000.0,-127000.0,45000.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-1371791000.0,-864318000.0,-658635000.0,-578909000.0,0.0,0.0
,otherNonCashItems,-1192000.0,-925000.0,-1124000.0,1846000.0,-1819000.0,-430000.0
,netCashProvidedByOperatingActivites,18081000.0,12987000.0,14611000.0,7835000.0,5945000.0,1642000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-700000.0,-1116000.0,-753000.0,-3469000.0,-3902000.0,-549000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-57137000.0,-57925000.0,-78716000.0,-218880000.0,-169316000.0,-120130000.0
,salesMaturitiesOfInvestments,163499000.0,99720000.0,112710000.0,104902000.0,140714000.0,142967000.0
,otherInvestingActivites,1325000.0,-3718000.0,2331000.0,1036000.0,-10573000.0,1350000.0
,netCashUsedForInvestingActivites,-64203000.0,-155906000.0,-58412000.0,-148468000.0,-101372000.0,-3870000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-5127000.0,-10125000.0,-121000.0,-16119000.0,-9000000.0,0.0
,commonStockIssued,0.0,0.0,0.0,160072000.0,0.0,0.0
,commonStockRepurchased,-18109000.0,-18305000.0,-17000.0,0.0,0.0,0.0
,dividendsPaid,-2571000.0,-2183000.0,-504000.0,0.0,0.0,0.0
,otherFinancingActivites,768000.0,552000.0,719000.0,1061000.0,385000.0,1063000.0
,netCashUsedProvidedByFinancingActivities,122395000.0,140803000.0,45460000.0,159541000.0,59244000.0,-25261000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,76273000.0,-2116000.0,1659000.0,18908000.0,-36183000.0,-27489000.0
,cashAtEndOfPeriod,136302000.0,60029000.0,62145000.0,60486000.0,41578000.0,77761000.0
,cashAtBeginningOfPeriod,60029000.0,62145000.0,60486000.0,41578000.0,77761000.0,105250000.0
,operatingCashFlow,18081000.0,12987000.0,14611000.0,7835000.0,5945000.0,1642000.0
,capitalExpenditure,-700000.0,487000.0,1249000.0,2121000.0,-3902000.0,-549000.0
,freeCashFlow,17381000.0,11871000.0,13858000.0,4366000.0,2043000.0,1093000.0
