Date,2018-12-31,2017-12-31,2016-12-31,2016-09-30,2015-12-31,2015-09-30,2014-09-30,2013-09-30,2012-09-30,2011-09-30,2010-09-30,2009-09-30
Cash and cash equivalents,163885000.0,53231000.0,29931000.0,28705000.0,5120000.0,40845000.0,24588000.0,39781000.0,39110000.0,38761000.0,23072000.0,54640000.0
Short-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6001000.0,0.0
Cash and short-term investments,163885000.0,53231000.0,29931000.0,28705000.0,5120000.0,40845000.0,24588000.0,39781000.0,39110000.0,38761000.0,29073000.0,54640000.0
Receivables,0.0,726000.0,370000.0,0.0,1474000.0,0.0,0.0,26000.0,97000.0,1000.0,11000.0,0.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,167650000.0,55011000.0,30861000.0,28835000.0,6940000.0,41107000.0,24904000.0,40077000.0,39536000.0,39196000.0,29565000.0,
Property, Plant & Equipment Net,187000.0,178000.0,21000.0,0.0,34000.0,280000.0,481000.0,1031000.0,1552000.0,2253000.0,2998000.0,3695000.0
Goodwill and Intangible Assets,17260000.0,17260000.0,18260000.0,34000.0,0.0,37000.0,40000.0,43000.0,46000.0,49000.0,53000.0,56000.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,34000.0,35000.0,116000.0,,
Total non-current assets,17816000.0,18213000.0,18799000.0,34000.0,317000.0,521000.0,1074000.0,1598000.0,2309000.0,3051000.0,,
Total assets,185466000.0,73224000.0,49660000.0,28869000.0,6974000.0,41424000.0,25425000.0,41151000.0,41134000.0,41505000.0,32616000.0,59625000.0
Payables,4352000.0,1350000.0,972000.0,150000.0,1929000.0,421000.0,172000.0,272000.0,285000.0,364000.0,1989000.0,1007000.0
Short-term debt,0.0,0.0,3075000.0,0.0,2514000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total current liabilities,12825000.0,7929000.0,12708000.0,2071000.0,8282000.0,1808000.0,1616000.0,2441000.0,2780000.0,3289000.0,4387000.0,9087000.0
Long-term debt,0.0,0.0,0.0,0.0,4866000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total debt,0.0,0.0,3075000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Tax Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,75000.0,101000.0,103000.0,45000.0,,
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Total non-current liabilities,50004000.0,42000.0,0.0,359000.0,59000.0,1014000.0,6147000.0,7338000.0,1138000.0,4169000.0,,
Total liabilities,62829000.0,7971000.0,12708000.0,2430000.0,15195000.0,1867000.0,2630000.0,8588000.0,10118000.0,4427000.0,8556000.0,9087000.0
Other comprehensive income,4293000.0,1001000.0,1496000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,,
Retained earnings (deficit),-96470000.0,-50359000.0,-25945000.0,-262051000.0,-9595000.0,-248296000.0,-229559000.0,-215428000.0,-196093000.0,-175346000.0,-164754000.0,-126464000.0
Total shareholders equity,122637000.0,65253000.0,36952000.0,26439000.0,-8741000.0,39557000.0,22795000.0,32563000.0,31016000.0,37078000.0,24060000.0,50538000.0
Investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6001000.0,0.0
Net Debt,-163885000.0,-53231000.0,-26856000.0,-28705000.0,2260000.0,-40845000.0,-24588000.0,-39781000.0,-39110000.0,-38761000.0,-29073000.0,-54640000.0
Other Assets,3765000.0,1054000.0,560000.0,130000.0,346000.0,262000.0,316000.0,270000.0,329000.0,434000.0,481000.0,1234000.0
Other Liabilities,8473000.0,6579000.0,8661000.0,1921000.0,3839000.0,1387000.0,1444000.0,2169000.0,2495000.0,2925000.0,2398000.0,8080000.0
