date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2011-03-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY
,revenue,20134000.0,22046000.0,25148000.0,27337000.0,18400000.0,193314000.0,222847000.0,201658000.0,151352730.0,53236715000.0,53236715.0,26691100.0,24793294.0,23667756.0,22549485.0
,costOfRevenue,661000.0,638000.0,0.0,0.0,0.0,159434000.0,185612000.0,168207000.0,122219325.0,0.0,32390302.0,15371150.0,15649862.0,14762090.0,14279275.0
,grossProfit,19473000.0,21408000.0,0.0,0.0,18400000.0,33880000.0,37235000.0,33451000.0,29133405.0,53236715000.0,20846413.0,11319950.0,9143432.0,8905666.0,8270210.0
,grossProfitRatio,0.967169961259561,0.971060509843055,0.0,0.0,1.0,0.175258905200865,0.167087732839123,0.165879855993811,0.192486815401348,1.0,0.391579626954819,0.424109534638887,0.368786495251498,0.376278427071836,0.366758265210935
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,9837000.0,12375000.0,13171000.0,16408000.0,16302000.0,25257000.0,28600000.0,24737000.0,22526880.0,0.0,0.0,0.0,0.0,7746505.0,7114252.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-6000.0,-52000.0,-474000.0,-72000.0,-918000.0,-888000.0,-306000.0,-124000.0,0.0,18313705000.0,0.0,0.0,0.0,0.0,0.0
