date,,2020-05-31_FY,2019-05-31_FY,2018-05-31_FY,2017-05-31_FY,2016-05-31_FY,2015-05-31_FY,2014-05-31_FY,2013-05-31_FY,2012-05-31_FY,2011-05-31_FY,2010-05-31_FY,2009-05-31_FY,2008-05-31_FY,2007-05-31_FY,2006-05-31_FY,2005-05-31_FY,2004-05-31_FY,2003-05-31_FY,2002-05-31_FY,2001-05-31_FY,2000-05-31_FY,1999-05-31_FY,1998-05-31_FY,1997-05-31_FY,1996-05-31_FY,1995-05-31_FY,1994-05-31_FY,1993-05-31_FY,1992-05-31_FY,1991-05-31_FY,1990-05-31_FY,1989-05-31_FY,1988-05-31_FY,1987-05-31_FY,1986-05-31_FY
,revenue,39068000000.0,39506000000.0,39831000000.0,37728000000.0,37047000000.0,38226000000.0,38275000000.0,37180000000.0,37121000000.0,35622000000.0,26820000000.0,23252000000.0,22430000000.0,17996000000.0,14380000000.0,11799000000.0,10156000000.0,9475000000.0,9673000000.0,10859672000.0,10130128000.0,8827252000.0,7143866000.0,5684336000.0,4223300000.0,2966900000.0,2001100000.0,1502800000.0,1178500000.0,1027900000.0,970800000.0,583700000.0,282100000.0,131300000.0,55400000.0
,costOfRevenue,7938000000.0,7995000000.0,8081000000.0,7469000000.0,7479000000.0,7532000000.0,7236000000.0,7113000000.0,7858000000.0,8398000000.0,5764000000.0,4794000000.0,4981000000.0,4191000000.0,3235000000.0,2651000000.0,2317000000.0,2342000000.0,2406000000.0,2796040000.0,2942679000.0,3064148000.0,2273607000.0,1550466000.0,1096013000.0,631200000.0,394600000.0,243500000.0,215800000.0,195700000.0,116300000.0,77800000.0,38300000.0,-5300000.0,-2000000.0
,grossProfit,31130000000.0,31511000000.0,31750000000.0,30259000000.0,29568000000.0,30694000000.0,31039000000.0,30067000000.0,29263000000.0,27224000000.0,21056000000.0,18458000000.0,17449000000.0,13805000000.0,11145000000.0,9148000000.0,7839000000.0,7133000000.0,7267000000.0,8063632000.0,7187449000.0,5763104000.0,4870259000.0,4133870000.0,3127287000.0,2335700000.0,1606500000.0,1259300000.0,962700000.0,832200000.0,854500000.0,505900000.0,243800000.0,136600000.0,57400000.0
,grossProfitRatio,0.796815808334187,0.797625677112337,0.797117822801336,0.80203032230704,0.798121305368856,0.802961335216868,0.810947093403005,0.808687466379774,0.788313892405916,0.764246813766773,0.785085756897837,0.793824187166695,0.777931341952742,0.767114914425428,0.775034770514604,0.775319942367997,0.771858999606144,0.752823218997361,0.751266411661325,0.742529976964313,0.709512160162241,0.652876342490279,0.681739971046489,0.727238854283068,0.740484218502119,0.787252687990832,0.802808455349558,0.837969124301304,0.816885871871022,0.809611829944547,0.880201895344046,0.866712352235738,0.864232541651896,1.04036557501904,1.03610108303249
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,6067000000.0,6026000000.0,6091000000.0,6159000000.0,5787000000.0,5524000000.0,5151000000.0,4850000000.0,4523000000.0,4519000000.0,3254000000.0,2767000000.0,2741000000.0,2195000000.0,1872000000.0,1491000000.0,1278000000.0,1180000000.0,1076000000.0,1138591000.0,1009882000.0,841406000.0,719143000.0,555476000.0,389093000.0,260600000.0,197100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,1181000000.0,1265000000.0,1289000000.0,1176000000.0,1155000000.0,1077000000.0,1038000000.0,1072000000.0,1126000000.0,970000000.0,911000000.0,785000000.0,5487000000.0,4599000000.0,3732000000.0,3061000000.0,2697000000.0,2513000000.0,2620000000.0,3147950000.0,3097407000.0,3048817000.0,2739862000.0,2278609000.0,1782372000.0,1277500000.0,884900000.0,939100000.0,783200000.0,743600000.0,620600000.0,359700000.0,167000000.0,102900000.0,44500000.0
,SellingAndMarketingExpenses,8094000000.0,8509000000.0,8431000000.0,8197000000.0,7884000000.0,7655000000.0,7567000000.0,7328000000.0,7127000000.0,6579000000.0,5080000000.0,4638000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-16000000.0,-14000000.0,245000000.0,73000000.0,-7000000.0,27000000.0,69000000.0,48000000.0,15000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
