Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Revenue,2045000000.0,,,
Revenue Growth,,,,
Cost of Revenue,792000000.0,,,
Gross Profit,461000000.0,1253000000.0,1954000000.0,2496000000.0
R&D Expenses,0.0,,,
SG&A Expense,191000000.0,,,
Operating Expenses,1532000000.0,730000000.0,2033000000.0,2624000000.0
Operating Income,-355000000.0,523000000.0,936000000.0,1482000000.0
Interest Expense,-299000000.0,476000000.0,-480000000.0,-526000000.0
Earnings before Tax,-613000000.0,,,
Income Tax Expense,66000000.0,,,
Net Income - Non-Controlling int,26000000.0,,,
Net Income - Discontinued ops,0.0,,,
Net Income,-679000000.0,,,
Preferred Dividends,0.0,,,
Net Income Com,-679000000.0,,,
EPS,-6.79,,,
EPS Diluted,-6.79,,,
Weighted Average Shs Out,100000000.0,,,
Weighted Average Shs Out (Dil),100000000.0,,,
Dividend per Share,0.0,,,
Gross Margin,0.6127,,,
EBITDA Margin,,,,
EBIT Margin,-0.067,,,
Profit Margin,-0.332,,,
Free Cash Flow margin,,,,
EBITDA,,,,
EBIT,-355000000.0,-137000000.0,936000000.0,1482000000.0
Consolidated Income,-653000000.0,,,
Earnings Before Tax Margin,-0.2998,,,
Net Profit Margin,-0.332,,,
