Date,2018-12-31,2017-12-31,2016-12-31
Cash and cash equivalents,93101000.0,38246000.0,15536000.0
Short-term investments,54818000.0,0.0,0.0
Cash and short-term investments,147919000.0,38246000.0,15536000.0
Receivables,0.0,0.0,0.0
Inventories,0.0,0.0,0.0
Total current assets,151622000.0,38777000.0,15720000.0
Property Plant & Equipment Net,6925000.0,3496000.0,2504000.0
Goodwill and Intangible Assets,0.0,0.0,0.0
Long-term investments,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0
Total non-current assets,8245000.0,5011000.0,2850000.0
Total assets,159867000.0,43788000.0,18570000.0
Payables,1519000.0,1411000.0,637000.0
Short-term debt,2751000.0,0.0,0.0
Total current liabilities,9235000.0,3839000.0,2248000.0
Long-term debt,12305000.0,9966000.0,9931000.0
Total debt,15056000.0,9966000.0,9931000.0
Deferred revenue,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0
Total non-current liabilities,13683000.0,10970000.0,10796000.0
Total liabilities,22918000.0,14809000.0,13044000.0
Other comprehensive income,250335000,0.0,0.0
Retained earnings (deficit),-113400000.0,-56411000.0,-28341000.0
Total shareholders equity,136949000.0,-54723000.0,-28337000.0
Investments,54818000.0,0.0,0.0
Net Debt,-78045000.0,-28280000.0,-5605000.0
Other Assets,0.0,531000.0,184000.0
Other Liabilities,0.0,2428000.0,1611000.0
