date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY
,revenue,6091000000.0,6691000000.0,6877000000.0,6869000000.0,6702000000.0,6156000000.0,6784000000.0,6967000000.0,7000000000.0,7358000000.0,6633000000.0,7066500000.0,7884700000.0,7679200000.0,7523500000.0,7189700000.0,6263400000.0,6110500000.0,5760100000.0,6013300000.0,5552100000.0,5522900000.0,5306300000.0,4658500000.0,3845700000.0,3763200000.0,3567300000.0,3535000000.0,3672100000.0,3574800000.0
,costOfRevenue,5119000000.0,5483000000.0,5594000000.0,5736000000.0,5490000000.0,5046000000.0,5531000000.0,5636000000.0,5626000000.0,5979000000.0,5283000000.0,5582600000.0,6208100000.0,5971400000.0,6084000000.0,5719500000.0,4918400000.0,4917200000.0,4413400000.0,4218400000.0,3809600000.0,3751100000.0,3611700000.0,3322900000.0,2832600000.0,2710400000.0,2590700000.0,2591500000.0,2699100000.0,2658500000.0
,grossProfit,972000000.0,1208000000.0,1283000000.0,1133000000.0,1212000000.0,1110000000.0,1253000000.0,1331000000.0,1374000000.0,1379000000.0,1350000000.0,1483900000.0,1676600000.0,1707800000.0,1439500000.0,1470200000.0,1345000000.0,1193300000.0,1346700000.0,1794900000.0,1742500000.0,1771800000.0,1694600000.0,1335600000.0,1013100000.0,1052800000.0,976600000.0,943500000.0,973000000.0,916300000.0
,grossProfitRatio,0.159579707765556,0.180541025257809,0.186563908681111,0.164943951084583,0.180841539838854,0.180311890838207,0.18469929245283,0.19104349074207,0.196285714285714,0.187415058439793,0.203527815468114,0.209990801669851,0.212639669232818,0.22239295759975,0.191333820695155,0.204486974421742,0.214739598301242,0.195286801407413,0.233798024339855,0.298488350822344,0.313845211721691,0.320809719531406,0.319356236925918,0.286701728024042,0.263437085576098,0.279761904761905,0.273764471729319,0.266902404526167,0.264970997521854,0.25632203200179
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,75000000.0,68000000.0,70000000.0,60000000.0,65000000.0,64000000.0,63000000.0,62000000.0,62000000.0,71000000.0,62000000.0,58800000.0,66600000.0,65800000.0,63800000.0,29800000.0,25400000.0,47600000.0,41100000.0,41200000.0,46700000.0,37500000.0,36400000.0,28900000.0,56700000.0,54800000.0,54600000.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,403000000.0,439000000.0,483000000.0,502000000.0,503000000.0,476000000.0,523000000.0,506000000.0,555000000.0,556000000.0,492000000.0,506400000.0,511900000.0,520600000.0,564800000.0,523700000.0,435900000.0,391900000.0,867300000.0,652500000.0,1313900000.0,529100000.0,798300000.0,378100000.0,188600000.0,187800000.0,193500000.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-23000000.0,-18000000.0,-20000000.0,18000000.0,27000000.0,3000000.0,-13000000.0,-266000000.0,-271000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,511000000.0,548000000.0,574000000.0,603000000.0,607000000.0,540000000.0,655000000.0,568000000.0,600000000.0,627000000.0,554000000.0,565200000.0,578500000.0,586400000.0,628600000.0,1688800000.0,1134700000.0,-6055600000.0,908400000.0,693700000.0,1910100000.0,1111900000.0,1298600000.0,750500000.0,516900000.0,480700000.0,481700000.0,0.0,0.0,0.0
,costAndExpenses,5630000000.0,6031000000.0,6168000000.0,6339000000.0,6097000000.0,5586000000.0,6186000000.0,6204000000.0,6226000000.0,6606000000.0,5837000000.0,6147800000.0,6786600000.0,6557800000.0,6712600000.0,7408300000.0,6053100000.0,-1138400000.0,5321800000.0,4912100000.0,5719700000.0,4863000000.0,4910300000.0,4073400000.0,3349500000.0,3191100000.0,3072400000.0,3666600000.0,3199700000.0,3040200000.0
,interestExpense,265000000.0,311000000.0,261000000.0,268000000.0,272000000.0,251000000.0,230000000.0,239000000.0,248000000.0,314000000.0,249000000.0,221700000.0,253000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,33000000.0,41000000.0,40000000.0,41000000.0,39000000.0,409000000.0,418000000.0,397000000.0,412000000.0,422000000.0,391000000.0,395900000.0,431000000.0,460900000.0,509200000.0,524000000.0,474800000.0,525200000.0,480700000.0,543700000.0,549500000.0,545300000.0,463900000.0,343500000.0,271600000.0,238100000.0,233600000.0,232300000.0,251100000.0,165200000.0
,EBITDA,494000000.0,701000000.0,749000000.0,571000000.0,644000000.0,979000000.0,1016000000.0,1160000000.0,1186000000.0,1174000000.0,1187000000.0,1314600000.0,1529100000.0,1582300000.0,1320100000.0,305400000.0,685100000.0,7774100000.0,919000000.0,1644900000.0,381900000.0,1205200000.0,859900000.0,928600000.0,767800000.0,810200000.0,728500000.0,100700000.0,723500000.0,699800000.0
,EBITDARatio,0.0811032671154162,0.104767598266328,0.108913770539479,0.0831270927354782,0.096090719188302,0.1590318388564,0.149764150943396,0.166499210564088,0.169428571428571,0.159554226692036,0.178953716267149,0.186032689450223,0.193932552918944,0.206050109386394,0.175463547551007,0.0424774329944226,0.109381486093815,1.27225267981344,0.159545841218034,0.273543644920426,0.0687847841357324,0.218218689456626,0.162052654391949,0.199334549747773,0.199651558883948,0.215295493197279,0.204216073781291,0.0284865629420085,0.197026224776014,0.195759203312073
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
