Date,2019-07-31,2018-07-31,2017-07-31,2016-07-31,2015-07-31,2014-07-31,2013-07-31,2012-07-31,2011-07-31,2010-07-31,2009-07-31
Revenue,1684392000.0,2073142000.0,1930277000.0,2039367000.0,2024390000.0,2405860000.0,1975467000.0,2339092000.0,2423215000.0,2099060000.0,2069522000.0
Revenue Growth,-0.1875,0.074,-0.0535,0.0074,-0.1586,0.2179,-0.1555,-0.0347,0.1544,0.0143,-0.0966
Cost of Revenue,913922000.0,1297627000.0,1190861000.0,1161904000.0,1224511000.0,1614540000.0,1236717000.0,1697209000.0,1733814000.0,1366172000.0,1360221000.0
Gross Profit,770470000.0,775515000.0,739416000.0,877463000.0,799879000.0,791320000.0,738750000.0,641883000.0,689401000.0,732888000.0,709301000.0
R&D Expenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG&A Expense,59994000.0,54401000.0,49617000.0,56635000.0,77238000.0,65156000.0,53181000.0,43212000.0,61891000.0,51772000.0,41382000.0
Operating Expenses,657442000.0,867479000.0,644049000.0,1411707000.0,669709000.0,647385000.0,590583000.0,558397000.0,583640000.0,575633000.0,564135000.0
Operating Income,113028000.0,-91964000.0,95367000.0,-534244000.0,130170000.0,143935000.0,148167000.0,83486000.0,105761000.0,157255000.0,145166000.0
Interest Expense,177619000.0,168467000.0,152485000.0,137937000.0,100396000.0,86502000.0,89145000.0,93254000.0,101885000.0,101284000.0,89519000.0
Earnings before Tax,-63924000.0,-257259000.0,-55350000.0,-665451000.0,29305000.0,35727000.0,58281000.0,-9824000.0,-42407000.0,34625000.0,54864000.0
Income Tax Expense,323000.0,-2678000.0,-1143000.0,-36000.0,-315000.0,2516000.0,1855000.0,1128000.0,1241000.0,1916000.0,2292000.0
Net Income - Non-Controlling int,-298000.0,-2244000.0,-294000.0,-6620000.0,469000.0,504000.0,741000.0,56000.0,-112000.0,630000.0,783000.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income,-64247000.0,-254581000.0,-54207000.0,-665415000.0,29620000.0,33211000.0,56426000.0,-10952000.0,-43648000.0,32709000.0,52572000.0
Preferred Dividends,-642000.0,-2546000.0,-542000.0,-6654000.0,296000.0,332000.0,564000.0,-110000.0,-436000.0,327000.0,526000.0
Net Income Com,-63605000.0,-252035000.0,-53665000.0,-658761000.0,29324000.0,32879000.0,55862000.0,-10842000.0,-43212000.0,32382000.0,52046000.0
EPS,-0.65,-2.59,-0.55,-6.68,0.35,0.41,0.71,-0.14,-0.6,0.47,0.79
EPS Diluted,-0.65,-2.59,-0.55,-6.68,0.35,0.41,0.71,-0.14,-0.6,0.47,0.79
Weighted Average Shs Out,97152665.0,97152665.0,97152665.0,98002665.0,89042620.0,81228237.0,79070819.0,78965469.0,75900760.0,69521818.0,68178103.0
Weighted Average Shs Out (Dil),97152665.0,97152665.0,97152665.0,98002665.0,89042620.0,81228237.0,79070819.0,78965469.0,75900760.0,69521818.0,
Dividend per Share,0.1,0.4,0.813,2.05,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Gross Margin,0.4574,0.3741,0.3831,0.4303,0.3951,0.3289,0.374,0.2744,0.2845,0.3492,0.3427
EBITDA Margin,0.114,0.006,0.104,-0.185,0.113,0.086,0.117,0.072,0.059,0.104,0.11
EBIT Margin,0.0675,-0.0428,0.0503,-0.2587,0.0641,0.0508,0.0746,0.0357,0.0245,0.0647,0.0698
Profit Margin,-0.038,-0.122,-0.028,-0.323,0.014,0.014,0.028,-0.005,-0.018,0.015,0.025
Free Cash Flow margin,-0.061,-0.0052,0.0398,0.0377,0.0645,0.0304,0.0857,0.0321,0.028,0.0426,0.0714
EBITDA,192541000.0,13003000.0,200486000.0,-377001000.0,228280000.0,206431000.0,230770000.0,167271000.0,141964000.0,218400000.0,226877000.0
EBIT,113695000.0,-88792000.0,97135000.0,-527514000.0,129701000.0,122229000.0,147426000.0,83430000.0,59478000.0,135909000.0,144383000.0
Consolidated Income,-64545000.0,-256825000.0,-54501000.0,-672035000.0,30089000.0,33715000.0,57167000.0,-10896000.0,-43760000.0,33339000.0,53355000.0
Earnings Before Tax Margin,-0.038,-0.1241,-0.0287,-0.3263,0.0145,0.0148,0.0295,-0.0042,-0.0175,0.0165,0.0265
Net Profit Margin,-0.0381,-0.1228,-0.0281,-0.3263,0.0146,0.0138,0.0286,-0.0047,-0.018,0.0156,0.0254
