date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY
,revenue,365254000.0,288515000.0,248920000.0,186056000.0,132412000.0,95356000.0
,costOfRevenue,85747000.0,65475000.0,54670000.0,44590000.0,37038000.0,29259000.0
,grossProfit,279507000.0,223040000.0,194250000.0,141466000.0,95374000.0,66097000.0
,grossProfitRatio,0.765240079506316,0.773062059165035,0.78037120359955,0.760340972610397,0.72028214965411,0.693160367465078
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,71191000.0,56120000.0,43154000.0,33331000.0,24358000.0,19965000.0
,GeneralAndAdministrativeExpenses,37783000.0,39816000.0,34781000.0,17678000.0,9680000.0,7474000.0
,SellingAndMarketingExpenses,169656000.0,136537000.0,105402000.0,80514000.0,58607000.0,46831000.0
,otherExpenses,33000.0,-1082000.0,-1446000.0,-459000.0,-610000.0,-1365000.0
,operatingExpenses,278630000.0,232473000.0,183337000.0,0.0,0.0,0.0
,costAndExpenses,364377000.0,297948000.0,238007000.0,176113000.0,129683000.0,103529000.0
,interestExpense,18612000.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,18290000.0,14992000.0,10736000.0,10220000.0,9982000.0,9620000.0
,EBITDA,19167000.0,5559000.0,21649000.0,20163000.0,12711000.0,1447000.0
,EBITDARatio,0.0524758113531953,0.0192676290660798,0.0869717178209867,0.108370598099497,0.0959958311935474,0.0151747137044339
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,877000.0,-9433000.0,10913000.0,9943000.0,2729000.0,-8173000.0
,operatingIncomeRatio,0.00240106884524194,-0.0326950071920004,0.0438413948256468,0.0534408995141248,0.020609914509259,-0.0857103905365158
,totalOtherIncomeExpensesNet,33000.0,-1082000.0,-1446000.0,-459000.0,-610000.0,-1365000.0
,incomeBeforeTax,-15683000.0,-13088000.0,4760000.0,-5299000.0,-5158000.0,-13421000.0
,incomeBeforeTaxRatio,-0.0429372436715272,-0.0453633259969152,0.0191226096737908,-0.0284806724857032,-0.038954173337764,-0.140746256134905
,incomeTaxExpense,4920000.0,-4588000.0,1090000.0,2293000.0,-1985000.0,-2614000.0
,netIncome,-10763000.0,-8500000.0,3670000.0,-7592000.0,-3173000.0,-10807000.0
,netIncomeRatio,-0.0294671653150958,-0.0294612065230577,0.0147436927526916,-0.0408049189491336,-0.0239630849167749,-0.113333193506439
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-0.118912409404278,-0.1,0.0424300506220563,-0.55,-0.05,-0.448531
,EPSDiluted,-0.118912409404278,-0.1,0.0407765309220767,-0.55,-0.05,-0.448531
,weightedAverageShsOut,90512000.0,88907000.0,86495301.0,52339804.0,68888451.0,72244789.0
,weightedAverageShsOutDil,90512000.0,88907000.0,90002752.0,52339804.0,68888451.0,72244789.0
