date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY
,revenue,4280200000.0,4752500000.0,4269500000.0,3943800000.0,3749900000.0,3917200000.0,3782300000.0,3746000000.0,3720800000.0,3636000000.0,3359100000.0,3055100000.0,4076100000.0,4306400000.0,5505400000.0,5299300000.0,5085500000.0,4388200000.0,4271800000.0,4113800000.0,4276300000.0,3779000000.0,3370400000.0,2909200000.0,2466200000.0,2059300000.0,1858100000.0
,costOfRevenue,3385700000.0,3701900000.0,3380800000.0,3075900000.0,2850700000.0,2994000000.0,2991900000.0,2998800000.0,2972800000.0,2970700000.0,2703700000.0,2425400000.0,3384900000.0,3507800000.0,4507000000.0,4386500000.0,4169700000.0,3616500000.0,3450100000.0,3121800000.0,3049300000.0,2638200000.0,2392800000.0,2083100000.0,1766900000.0,1501200000.0,1372200000.0
,grossProfit,894500000.0,1050600000.0,888700000.0,867900000.0,899200000.0,923200000.0,790400000.0,747200000.0,748000000.0,665300000.0,655400000.0,629700000.0,691200000.0,798600000.0,998400000.0,912800000.0,915800000.0,771700000.0,821700000.0,992000000.0,1227000000.0,1140800000.0,977600000.0,826100000.0,699300000.0,558100000.0,485900000.0
,grossProfitRatio,0.208985561422363,0.221062598632299,0.208150837334583,0.220066940514225,0.239793061148297,0.235678545900133,0.208973375988155,0.199466097170315,0.201032036121264,0.182975797579758,0.195111785895031,0.206114366141861,0.169573857363656,0.185444919190043,0.181349220765067,0.172249164984054,0.180080621374496,0.175857982771979,0.192354510978978,0.241139578978074,0.286930290204148,0.30187880391638,0.290054592926656,0.283961226454008,0.283553645284243,0.271014422376536,0.261503686561541
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,424400000.0,469700000.0,425100000.0,403600000.0,396800000.0,416900000.0,449600000.0,394800000.0,380400000.0,382100000.0,354300000.0,363000000.0,423200000.0,440600000.0,489500000.0,468800000.0,460200000.0,409900000.0,394200000.0,590300000.0,567100000.0,491200000.0,422800000.0,358800000.0,303500000.0,254800000.0,227000000.0
,SellingAndMarketingExpenses,424000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,5100000.0,2500000.0,7800000.0,2800000.0,2500000.0,4500000.0,6600000.0,7400000.0,7400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
