date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,115710000.0,9197000.0,9491000.0,176041000.0,84281000.0,44619000.0,92635000.0,15720000.0,48039000.0,56642000.0,23266000.0,40594000.0,-22700000.0,-4668000.0,11268000.0,12521000.0,-4562000.0
,depreciationAndAmortization,92424000.0,101838000.0,111196000.0,112301000.0,161073000.0,209490000.0,191978000.0,204465000.0,220789000.0,242579000.0,226918000.0,226502000.0,221000000.0,61289000.0,47214000.0,24505000.0,7456000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,23689000.0,6622000.0,6966000.0,7580000.0,4558000.0,3548000.0,1975000.0,1055000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-21405000.0,-15852000.0,75646000.0,-207458000.0,136996000.0,-165979000.0,65485000.0,41255000.0,-18251000.0,67340000.0,1772362000.0,-79600000.0,-743062000.0,-160432000.0,83238000.0,-475356000.0,0.0
,accountsReceivables,-2296000.0,697000.0,-2947000.0,4222000.0,4251000.0,-4414000.0,-227000.0,6249000.0,-4767000.0,-1438000.0,-2895000.0,2900000.0,-1797000.0,-18763000.0,-25485000.0,-19593000.0,-7500000.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,4655000.0,0.0,-36724000.0,-28133000.0,-1607000.0,3330000.0,2589000.0,4207000.0,4270000.0,8114000.0,2418000.0,-5784000.0,5611000.0,10117000.0,7460000.0,6450000.0,9907000.0
,otherWorkingCapital,-10128000.0,42444000.0,58296000.0,-17350000.0,190108000.0,53112000.0,219091000.0,153606000.0,112351000.0,130602000.0,63262000.0,-1709100000.0,-1629500000.0,-886438000.0,-726006000.0,-809244000.0,-333888000.0
,otherNonCashItems,-3662000.0,-9948000.0,-22849000.0,-29728000.0,-18326000.0,-12297000.0,-6861000.0,-19191000.0,-7152000.0,1802000.0,12159000.0,7017000.0,41600000.0,0.0,0.0,0.0,0.0
,netCashProvidedByOperatingActivites,104420000.0,137443000.0,97625000.0,61924000.0,193091000.0,223080000.0,236906000.0,218329000.0,252839000.0,279158000.0,270106000.0,248527000.0,258900000.0,197160000.0,151084000.0,76351000.0,23841000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-900300000.0,-925000000.0,-663000000.0,-1248000000.0,0.0
,acquisitionsNet,-14000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-1887000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,-6902000.0,-22307000.0,-24816000.0,-26722000.0,-22386000.0,-22531000.0,-52004000.0,-25700000.0,-39419000.0,-27307000.0,-8979000.0,-5529000.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,294177000.0,-170309000.0,375730000.0,-347723000.0,525613000.0,-576699000.0,-23788000.0,495389000.0,31047000.0,-666090000.0,-312708000.0,-129678000.0,-915300000.0,-963561000.0,-682478000.0,-1262128000.0,-917333000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-571000000.0,-650000000.0,-872175000.0,-533427000.0,-1113381000.0,-1857677000.0,-294739000.0,-461940000.0,-627191000.0,-1168278000.0,-162742000.0,-693085000.0,0.0,0.0,-5734000.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46402000.0,118388000.0,130289000.0,483559000.0,657563000.0,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,-25761000.0,-35917000.0,-72495000.0,-59462000.0,-53986000.0,-17057000.0,0.0,-349843000.0,-99381000.0,-82892000.0,-72757000.0,-82905000.0,706000000.0,0.0,0.0,0.0,0.0
,dividendsPaid,-96459000.0,-93480000.0,-95056000.0,-109561000.0,-148474000.0,-112570000.0,-149962000.0,-191473000.0,-256020000.0,-270720000.0,-313815000.0,-279325000.0,-242400000.0,-194837000.0,-140260000.0,-80586000.0,-16613000.0
,otherFinancingActivites,-2798000.0,5448000.0,-5078000.0,-1269000.0,-3114000.0,-9729000.0,-1482000.0,-11563000.0,-4525000.0,-12526000.0,-42674000.0,-62595000.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,-349018000.0,28051000.0,-465804000.0,79281000.0,-535264000.0,236474000.0,-163183000.0,-667417000.0,-269729000.0,387610000.0,-20429000.0,-102745000.0,694900000.0,767813000.0,542142000.0,0.0,917386000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-103000.0,32000.0,-92000.0,-812000.0,287000.0,300000.0,0.0,0.0,0.0,0.0
