date,,2021-01-02_FY,2019-12-28_FY,2018-12-29_FY,2017-12-30_FY,2016-12-31_FY,2016-01-02_FY,2015-01-03_FY,2013-12-28_FY,2012-12-29_FY,2011-12-31_FY,2011-01-01_FY,2010-01-02_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-1513000.0,-31548000.0,-4889000.0,24015000.0,-603000.0,-2424000.0,-7086000.0,-15634000.0,-35978000.0,0.0,-13926000.0,1317000.0,-16906000.0,-3597000.0,3496000.0,6819000.0,7133000.0
,depreciationAndAmortization,7759000.0,6352000.0,5987000.0,6716000.0,7992000.0,7974000.0,9345000.0,12556000.0,16393000.0,16368000.0,12270000.0,5571000.0,8632000.0,9819000.0,6878000.0,1993000.0,456000.0
,deferredIncomeTax,0.0,21287000.0,-446000.0,-21476000.0,-838000.0,-906000.0,74000.0,59000.0,-875000.0,-1537000.0,12572000.0,3634000.0,-11703000.0,-1756000.0,-2615000.0,-79000.0,79000.0
,stockBasedCompensation,7802000.0,3675000.0,3609000.0,2842000.0,3140000.0,2419000.0,2371000.0,1263000.0,1726000.0,2607000.0,2742000.0,3270000.0,2901000.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-33134000.0,-8039000.0,-3168000.0,-3235000.0,3264000.0,-1040000.0,4945000.0,13700000.0,-12666000.0,-10534000.0,-22900000.0,6087000.0,-4408000.0,51634000.0,-14349000.0,1474000.0,-1157000.0
,accountsReceivables,-3650000.0,1058000.0,-1257000.0,796000.0,-30000.0,568000.0,1105000.0,2403000.0,491000.0,-2583000.0,919000.0,-2030000.0,1553000.0,0.0,0.0,0.0,0.0
,inventory,-36815000.0,-2874000.0,4605000.0,-3327000.0,312000.0,-2854000.0,-11412000.0,5740000.0,9520000.0,-4145000.0,-17124000.0,-7700000.0,280000.0,-2394000.0,608000.0,-4077000.0,-829000.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-347000.0,2427000.0,10466000.0,13634000.0,16869000.0,13605000.0,14645000.0,9700000.0,-4000000.0,8666000.0,19200000.0,42100000.0,36013000.0,40421000.0,-11213000.0,3136000.0,1662000.0
,otherNonCashItems,18000.0,15150000.0,5088000.0,2772000.0,8616000.0,-278000.0,-8406000.0,-11077000.0,31000000.0,3474000.0,7533000.0,-8292000.0,24480000.0,-46515000.0,13945000.0,-571000.0,-8000.0
,netCashProvidedByOperatingActivites,-19068000.0,6877000.0,6181000.0,11634000.0,21571000.0,5745000.0,1243000.0,867000.0,-400000.0,10378000.0,-1709000.0,11587000.0,2996000.0,9585000.0,7355000.0,9636000.0,6503000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-9657000.0,-6160000.0,-5689000.0,-4896000.0,-6353000.0,-7780000.0,-5556000.0,-8325000.0,-10155000.0,-14303000.0,-12068000.0,-8400000.0,-4331000.0,-5002000.0,-1890000.0,-440000.0,-1368000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-106000.0,0.0,0.0,-27750000.0,0.0,0.0,-1319000.0,-24381000.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,-746000.0,-7000.0,-8000.0,-572000.0,-19540000.0,-11090000.0,-5500000.0,-97097000.0,0.0,0.0,-558000.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,1000.0,0.0,745000.0,52000.0,3171000.0,2600000.0,29641000.0,2150000.0,21650000.0,74447000.0,0.0,653000.0,63000.0
,otherInvestingActivites,-101000.0,0.0,0.0,39000.0,-125000.0,-12000.0,-173000.0,47000.0,-186000.0,751000.0,-1331000.0,-739000.0,-641000.0,0.0,0.0,510000.0,-82000.0
,netCashUsedForInvestingActivites,-9758000.0,-6160000.0,-5689000.0,-4857000.0,-6477000.0,-7792000.0,-5730000.0,-8339000.0,-7178000.0,-11524000.0,-31048000.0,-18079000.0,11178000.0,-28971000.0,-26271000.0,723000.0,-1945000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-7753000.0,-15426000.0,-3914000.0,-4396000.0,-26072000.0,-15338000.0,-15490000.0,-29206000.0,-28521000.0,-6269000.0,-1077000.0,-47000.0,-1075000.0,0.0,0.0,0.0,0.0
,commonStockIssued,60461000.0,0.0,0.0,0.0,0.0,0.0,0.0,2235000.0,0.0,0.0,956000.0,162000.0,0.0,71631000.0,42396000.0,0.0,0.0
,commonStockRepurchased,0.0,0.0,0.0,-5823000.0,-1387000.0,0.0,0.0,-1091000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,-33000.0,-80000.0,-161000.0,-209000.0,-61000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7764000.0,-5629000.0
,otherFinancingActivites,9686000.0,15041000.0,2792000.0,-137000.0,13566000.0,15233000.0,26801000.0,35281000.0,26785000.0,169000.0,24004000.0,0.0,0.0,-34056000.0,-22457000.0,-3372000.0,1084000.0
,netCashUsedProvidedByFinancingActivities,62361000.0,-465000.0,-1283000.0,-10565000.0,-13954000.0,-105000.0,11311000.0,7219000.0,-1736000.0,-6100000.0,23883000.0,115000.0,-1075000.0,37575000.0,19939000.0,-11136000.0,-4545000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-6000.0,-10000.0,-27000.0,-5000.0,-34000.0,36000.0,11000.0,41000.0,9000.0,-14000.0,218000.0,155000.0,-25000.0,27000.0,5000.0,0.0,0.0
