date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY
,revenue,913098000.0,971684000.0,1038259000.0,985683000.0,917600000.0,856445000.0,811300000.0,662082000.0,554979000.0,369588000.0,112403000.0,60925000.0,63613000.0,63630000.0,50609000.0,35737000.0,32710000.0,29042000.0,15271000.0,6447000.0,6886000.0,784000.0,770000.0,1308000.0,7400000.0,7800000.0,2600000.0,2300000.0
,costOfRevenue,644994000.0,683349000.0,743647000.0,674570000.0,622563000.0,580066000.0,569618000.0,487320000.0,413052000.0,274841000.0,79664000.0,45166000.0,45086000.0,42302000.0,34109000.0,25072000.0,24209000.0,23002000.0,11983000.0,5450000.0,6274000.0,2469000.0,1412000.0,2611000.0,11300000.0,5400000.0,1300000.0,3700000.0
,grossProfit,268104000.0,288335000.0,294612000.0,311113000.0,295037000.0,276379000.0,241682000.0,174762000.0,141927000.0,94747000.0,32739000.0,15759000.0,18527000.0,21328000.0,16500000.0,10665000.0,8501000.0,6040000.0,3288000.0,997000.0,612000.0,-1685000.0,-642000.0,-1303000.0,-3900000.0,2400000.0,1300000.0,-1400000.0
,grossProfitRatio,0.293620180966337,0.296737416691023,0.283755787332448,0.315631901940076,0.321531168265039,0.322704902241241,0.297894736842105,0.263958240822134,0.255734000745974,0.256358431550808,0.291264468030213,0.258662289700451,0.29124550013362,0.335187804494735,0.326028967179751,0.298430198393822,0.259889941913788,0.207974657392742,0.21531006482876,0.154645571583682,0.0888759802497822,-2.14923469387755,-0.833766233766234,-0.996177370030581,-0.527027027027027,0.307692307692308,0.5,-0.608695652173913
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,68040000.0,72476000.0,79900000.0,82478000.0,72923000.0,59604000.0,57526000.0,49873000.0,40950000.0,28440000.0,9653000.0,5994000.0,6783000.0,5081000.0,3367000.0,2633000.0,2226000.0,2487000.0,3910000.0,3836000.0,4099000.0,2478000.0,3202000.0,2072000.0,2100000.0,2400000.0,2100000.0,0.0
,GeneralAndAdministrativeExpenses,105044000.0,118680000.0,127152000.0,130522000.0,115252000.0,95456000.0,84647000.0,72895000.0,64919000.0,42110000.0,10955000.0,8857000.0,7190000.0,8542000.0,7620000.0,5462000.0,5489000.0,5110000.0,5553000.0,4548000.0,6088000.0,3481000.0,4098000.0,4471000.0,3400000.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,2337000.0,121000.0,1127000.0,-76000.0,-109000.0,261000.0,370000.0,979000.0,923000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
