date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY
,revenue,52329000000.0,54619000000.0,56444000000.0,45517000000.0,43604000000.0,47063000000.0,43195000000.0,39758000000.0,39046000000.0,36297000000.0,36758000000.0,23507000000.0,21038972400.0175,17563911362.1666,13805355852.7081,11614792321.874,8871201339.99975,7337062027.13622
,costOfRevenue,20362000000.0,20359000000.0,21386000000.0,17803000000.0,17137000000.0,18756000000.0,17594000000.0,16447000000.0,16634000000.0,16151000000.0,17198000000.0,10336000000.0,8654701328.24005,7228549934.66985,6019116201.39522,5416982973.64711,4263063108.44678,3586681637.40726
,grossProfit,31967000000.0,34260000000.0,35058000000.0,27714000000.0,26467000000.0,28307000000.0,25601000000.0,23311000000.0,22412000000.0,20146000000.0,19560000000.0,13171000000.0,12384271071.7775,10335361427.4967,7786239651.31291,6197809348.22687,4608138231.55296,3750380389.72895
,grossProfitRatio,0.61088497773701,0.627254252183306,0.621111189851889,0.608871410681723,0.606985597651592,0.601470369504706,0.5926843384651,0.586322249610141,0.573989653229524,0.5550320963165,0.532129060340606,0.560301186880504,0.588634788634789,0.588443041779381,0.564001372683596,0.533613445378151,0.519449176604202,0.511155606407323
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,3548000000.0,3465000000.0,3841000000.0,2883000000.0,2560000000.0,2791000000.0,2539000000.0,2187000000.0,5356000000.0,4873000000.0,4981000000.0,4203000000.0,1443422222.87022,1443862265.57035,1114519548.50707,986877778.982757,774529929.599637,622265129.017703
,SellingAndMarketingExpenses,12873000000.0,13653000000.0,14258000000.0,12288000000.0,11172000000.0,11594000000.0,10019000000.0,9043000000.0,5143000000.0,4712000000.0,4992000000.0,3510000000.0,5573942583.87158,4838390370.73209,3920361004.84419,3384936557.85707,2714003249.24751,2177403276.07375
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,15798000000.0,16858000000.0,17467000000.0,14546000000.0,12781000000.0,13038000000.0,11477000000.0,10643000000.0,9805000000.0,8997000000.0,7838000000.0,7374000000.0,6060915333.80961,6022251844.42186,4878539872.79554,4421971586.59581,3551503091.82273,2986452878.8944
,costAndExpenses,36160000000.0,37217000000.0,38853000000.0,32349000000.0,29918000000.0,31794000000.0,29071000000.0,27090000000.0,26439000000.0,25148000000.0,25036000000.0,17710000000.0,14715616662.0497,13250801779.0917,10897656074.1908,9838954560.24292,7814566200.26951,6573134516.30167
,interestExpense,4894000000.0,4612000000.0,5007000000.0,4841000000.0,2249000000.0,2457000000.0,2521000000.0,2278000000.0,3575000000.0,4261000000.0,4920000000.0,1888000000.0,1039555600.91562,843352822.394383,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,4657000000.0,4260000000.0,4276000000.0,3477000000.0,3153000000.0,3353000000.0,2985000000.0,2747000000.0,2783000000.0,0.0,0.0,0.0,1501742312.68316,1335638585.70128,1051746396.46575,908252900.986878,681334458.395778,561402772.38528
,EBITDA,20826000000.0,21662000000.0,21867000000.0,16645000000.0,16839000000.0,18622000000.0,17109000000.0,15415000000.0,15390000000.0,14983000000.0,15554000000.0,8057000000.0,7825098050.651,5648748168.77615,3959446174.98312,2684090662.61794,1737969598.12601,1325330283.21983
,EBITDARatio,0.397981998509431,0.396601915084494,0.387410530791581,0.36568754531274,0.38618016695716,0.395682383188492,0.396087510128487,0.387720710297299,0.394150489166624,0.412788935724716,0.423145981827085,0.342748968392394,0.371933471933472,0.32161106101593,0.286805078929307,0.23109243697479,0.195911413969336,0.180635011441648
