date,,2021-01-30_FY,2020-02-01_FY,2019-02-02_FY,2018-02-03_FY,2017-01-28_FY,2016-01-30_FY,2015-01-31_FY,2014-02-01_FY,2013-02-02_FY,2012-01-28_FY,2011-01-29_FY,2010-01-30_FY,2009-01-31_FY,2008-02-02_FY,2007-02-03_FY,2006-01-28_FY,2005-01-29_FY,2004-01-31_FY,2003-02-01_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,530251000.0,297462000.0,319864000.0,323445000.0,287396000.0,330391000.0,344198000.0,337600000.0,290700000.0,263900000.0,182100000.0,135400000.0,-35094000.0,155000000.0,112600000.0,73000000.0,68900000.0,52819000.0,38300000.0
,depreciationAndAmortization,326014000.0,270448000.0,243830000.0,237651000.0,233834000.0,193594000.0,179431000.0,154900000.0,125100000.0,116600000.0,110400000.0,100900000.0,90732000.0,75100000.0,54900000.0,49900000.0,37600000.0,17554000.0,14400000.0
,deferredIncomeTax,-46250000.0,-1160000.0,-5258000.0,42453000.0,-45036000.0,9243000.0,-6259000.0,24600000.0,-2400000.0,25200000.0,18000000.0,9200000.0,-45906000.0,-32700000.0,-1100000.0,1600000.0,18100000.0,8476000.0,-5000000.0
,stockBasedCompensation,50177000.0,43493000.0,41941000.0,36239000.0,33602000.0,29288000.0,26275000.0,27119000.0,32181000.0,23919000.0,24828000.0,21314000.0,0.0,29039000.0,24303000.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,707044000.0,-284217000.0,36688000.0,-17192000.0,-22752000.0,-110536000.0,114051000.0,22400000.0,-333200000.0,212500000.0,289100000.0,-7689000.0,126589000.0,3000000.0,162100000.0,14300000.0,-8279000.0,81579000.0,10400000.0
,accountsReceivables,2308000.0,400000.0,16215000.0,-208000.0,-4125000.0,-6412000.0,1797000.0,-9690000.0,-4328000.0,-3350000.0,9265000.0,6823000.0,0.0,-10982000.0,43619000.0,16002000.0,-3470000.0,0.0,-2000000.0
,inventory,248707000.0,-377579000.0,-94131000.0,-71751000.0,-84733000.0,-136420000.0,-158702000.0,-135879000.0,-81189000.0,-118102000.0,-1119000.0,-41005000.0,29581000.0,-127027000.0,-105766000.0,-77872000.0,-44813000.0,-20863000.0,-31100000.0
,accountsPayables,199295000.0,94202000.0,125632000.0,124628000.0,59870000.0,34232000.0,81330000.0,11684000.0,-13588000.0,73950000.0,-2251000.0,132858000.0,0.0,12337000.0,24444000.0,35119000.0,-4260000.0,0.0,-29600000.0
,otherWorkingCapital,144416000.0,333542000.0,617759000.0,581071000.0,598263000.0,621015000.0,731551000.0,617500000.0,595100000.0,928300000.0,715800000.0,426700000.0,434389000.0,307800000.0,304800000.0,142700000.0,128400000.0,136679000.0,55100000.0
,otherNonCashItems,-14467000.0,38010000.0,42875000.0,41566000.0,24312000.0,23089000.0,576000.0,800000.0,5000000.0,-8700000.0,5500000.0,8500000.0,217533000.0,2300000.0,-7400000.0,15300000.0,7100000.0,0.0,3100000.0
,netCashProvidedByOperatingActivites,1552769000.0,404612000.0,712755000.0,746310000.0,758983000.0,643514000.0,605978000.0,403900000.0,438300000.0,410400000.0,390000000.0,401300000.0,159811000.0,262800000.0,142600000.0,169500000.0,107800000.0,86500000.0,61100000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,-217461000.0,-198219000.0,-474347000.0,-421920000.0,-370028000.0,-349007000.0,-285668000.0,-219026000.0,-201807000.0,8905000.0,-1656000.0,-216530000.0,-6928000.0,11475000.0,-4969000.0,13855000.0,-54350000.0,-29000000.0
,acquisitionsNet,0.0,40000000.0,0.0,-8957000.0,-118769000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7307000.0,0.0,0.0,-352000000.0,0.0,0.0
,purchasesOfInvestments,0.0,-402240000.0,-323352000.0,-284583000.0,-145738000.0,-357276000.0,0.0,-255602000.0,-198774000.0,-1224000.0,0.0,0.0,0.0,0.0,0.0,0.0,-57942000.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57942000.0,4150000.0,0.0
,otherInvestingActivites,-137000.0,490430000.0,323352000.0,282239000.0,136103000.0,354870000.0,43987000.0,202095000.0,93446000.0,3415000.0,0.0,0.0,44873000.0,0.0,0.0,0.0,0.0,2079000.0,0.0
,netCashUsedForInvestingActivites,-224164000.0,-129271000.0,-198219000.0,-485648000.0,-550324000.0,-372434000.0,-305020000.0,-339200000.0,-324400000.0,-199600000.0,-161100000.0,-108600000.0,-144194000.0,-435300000.0,-115500000.0,-93700000.0,-414800000.0,-33395000.0,-22600000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-1516626000.0,56851000.0,5242000.0,2531000.0,588000.0,537000.0,-1402725000.0,8984000.0,145322000.0,995000.0,-934000.0,-2566000.0,0.0,-1058000.0,-184000.0,-560000.0,-537000.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1199000.0,12494000.0,4507000.0,3734000.0,3676000.0,3233000.0,15902000.0,0.0
,commonStockRepurchased,0.0,-396675000.0,-323352000.0,-268025000.0,-114649000.0,-336659000.0,-200000000.0,-212100000.0,-120500000.0,31900000.0,53000000.0,10600000.0,-386000.0,34800000.0,26800000.0,11100000.0,20700000.0,0.0,36200000.0
,dividendsPaid,-107404000.0,-98312000.0,-89273000.0,-73099000.0,-67972000.0,-64715000.0,-61262000.0,-64400000.0,-307000000.0,-60500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-182670000.0,124041000.0,-94711000.0,30911000.0,50257000.0,47737000.0,4411000.0,82960000.0,-142688000.0,38238000.0,0.0,0.0,13660000.0,0.0,0.0,0.0,0.0,183000.0,0.0
