date,,2020-10-31_FY,2019-10-31_FY,2018-10-31_FY,2017-10-31_FY,2016-10-31_FY,2015-10-31_FY,2014-10-31_FY,2013-10-31_FY,2012-10-31_FY,2011-10-31_FY,2010-10-31_FY,2009-10-31_FY,2008-10-31_FY,2007-10-31_FY,2006-10-31_FY,2005-10-31_FY,2004-10-31_FY,2003-10-31_FY,2002-10-31_FY,2001-10-31_FY,2000-10-31_FY,1999-10-31_FY,1998-10-31_FY,1997-10-31_FY,1996-10-31_FY,1995-10-31_FY,1994-10-31_FY,1993-10-31_FY,1992-10-31_FY,1991-10-31_FY,1990-10-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,300000.0,127400000.0,97800000.0,3800000.0,57200000.0,76300000.0,75600000.0,72900000.0,62582000.0,68504000.0,64121000.0,54293000.0,45434000.0,52440000.0,93205000.0,57941000.0,30473000.0,90458000.0,46728000.0,32826000.0,44343000.0,39667000.0,33930000.0,27239000.0,21720000.0,18219000.0,15169000.0,12600000.0,12000000.0,11100000.0,9800000.0
,depreciationAndAmortization,96400000.0,107400000.0,112500000.0,70100000.0,57500000.0,57000000.0,57300000.0,60390000.0,50897000.0,52658000.0,36315000.0,33325000.0,28075000.0,18752000.0,20745000.0,19591000.0,17667000.0,14829000.0,15182000.0,26328000.0,23524000.0,20698000.0,19593000.0,16118000.0,13651000.0,11527000.0,9300000.0,7200000.0,6600000.0,7000000.0,7000000.0
,deferredIncomeTax,-36600000.0,9700000.0,-23700000.0,-6100000.0,-3700000.0,8100000.0,2200000.0,12476000.0,9772000.0,24227000.0,17654000.0,16191000.0,28156000.0,2339000.0,7156000.0,-4465000.0,-12262000.0,-5257000.0,-1338000.0,-12138000.0,-5517000.0,-6537000.0,-4521000.0,-2664000.0,-3556000.0,-3554000.0,-2353000.0,-4300000.0,-100000.0,-6300000.0,-11700000.0
,stockBasedCompensation,20300000.0,17500000.0,17000000.0,13300000.0,14000000.0,14200000.0,16300000.0,13282000.0,10236000.0,9191000.0,4071000.0,7411000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,82000000.0,-5500000.0,-99200000.0,83200000.0,15500000.0,-21800000.0,44692000.0,62591000.0,2956000.0,15656000.0,-3398000.0,4323000.0,-79166000.0,40690000.0,66077000.0,14719000.0,-12297000.0,33262000.0,-18847000.0,5343000.0,39920000.0,17795000.0,28727000.0,17800000.0,24330000.0,5462000.0,13565000.0,1400000.0,13700000.0,-4500000.0,-900000.0
,accountsReceivables,141000000.0,-78300000.0,16000000.0,-115700000.0,-80900000.0,-55900000.0,-43400000.0,-50763000.0,-11359000.0,-18432000.0,1976000.0,19931000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1059000.0,189000.0,2416000.0,-1503000.0,-726000.0,-229000.0,3081000.0,-4081000.0,-3223000.0,-2217000.0,-331000.0,-1768000.0,-4069000.0,516000.0,-1969000.0,-1132000.0,-2500000.0,-500000.0,-1500000.0,-100000.0
,accountsPayables,-53500000.0,85800000.0,-1500000.0,74400000.0,15400000.0,44300000.0,3700000.0,17094000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,455000000.0,373000000.0,378500000.0,477700000.0,394500000.0,379000000.0,400800000.0,356108000.0,293517000.0,290561000.0,274905000.0,278303000.0,273980000.0,353146000.0,312456000.0,246379000.0,231660000.0,243957000.0,210695000.0,229542000.0,224199000.0,184279000.0,166484000.0,137757000.0,119957000.0,95627000.0,90165000.0,76600000.0,75200000.0,61500000.0,66000000.0
,otherNonCashItems,800000.0,700000.0,26800000.0,200000.0,300000.0,300000.0,400000.0,504000.0,715000.0,874000.0,3548000.0,5208000.0,13915000.0,9210000.0,3585000.0,-14387000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18000.0,0.0,0.0,0.0,100000.0,0.0,0.0,-1200000.0
,netCashProvidedByOperatingActivites,457500000.0,262700000.0,320900000.0,5600000.0,83500000.0,145300000.0,120700000.0,135313000.0,150612000.0,159990000.0,149864000.0,140871000.0,68307000.0,54295000.0,130367000.0,37451000.0,33690000.0,60142000.0,110919000.0,65796000.0,18925000.0,35305000.0,32061000.0,27747000.0,16729000.0,13839000.0,21856000.0,17200000.0,4900000.0,6000000.0,3000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-38000000.0,-59600000.0,-50900000.0,-57200000.0,-44000000.0,-26500000.0,-37400000.0,-32593000.0,-28052000.0,-22124000.0,-23942000.0,-18582000.0,-34063000.0,-22046000.0,-14065000.0,-17738000.0,-11497000.0,-11621000.0,-59939000.0,-16922000.0,-18717000.0,-19451000.0,-11715000.0,-13272000.0,-10751000.0,-10225000.0,-8539000.0,-6200000.0,-5200000.0,-5600000.0,-6100000.0
,acquisitionsNet,0.0,0.0,-2000000.0,-818000000.0,-96000000.0,-19000000.0,-48000000.0,-199000000.0,-6000000.0,-291000000.0,-65000000.0,-21000000.0,-423000000.0,-9000000.0,-10000000.0,5000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-534750000.0,0.0,-2505000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-400000.0,-400000.0,0.0
,salesMaturitiesOfInvestments,5000000.0,0.0,2900000.0,0.0,5000000.0,0.0,0.0,5000000.0,0.0,5000000.0,0.0,0.0,0.0,509750000.0,0.0,0.0,4100000.0,3493000.0,0.0,0.0,370000.0,0.0,495000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
