date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-59173000.0,-51373000.0,-48435000.0,-40377000.0,-26268000.0,-24983000.0,-15834000.0,-6436000.0,-3658000.0
,depreciationAndAmortization,2636000.0,4072000.0,2421000.0,2310000.0,159000.0,54000.0,35000.0,36000.0,37000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,3907000.0,4134000.0,4317000.0,2652000.0,1592000.0,985000.0,408000.0,163000.0,24000.0
,changeInWorkingCapital,11362000.0,-31019000.0,620000.0,2611000.0,-5118000.0,2809000.0,1417000.0,80000.0,78000.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,-349000.0,0.0,0.0,0.0,-3264000.0,2816000.0,189000.0,-132000.0,721000.0
,otherWorkingCapital,98545000.0,124383000.0,115997000.0,79562000.0,58619000.0,84641000.0,7118000.0,22276000.0,-351000.0
,otherNonCashItems,1736000.0,0.0,0.0,1750000.0,4442000.0,0.0,4000.0,-339000.0,0.0
,netCashProvidedByOperatingActivites,-39553000.0,-75468000.0,-42470000.0,-31055000.0,-24805000.0,-21135000.0,-13970000.0,-6496000.0,-4520000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-395000.0,-1251000.0,-5654000.0,-2578000.0,-1729000.0,-251000.0,-102000.0,-7000.0,0.0
,acquisitionsNet,0.0,0.0,0.0,40000000.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-86474000.0,-145418000.0,-172887000.0,-51438000.0,-103114000.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,119351000.0,157465000.0,91340000.0,22850000.0,58784000.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,-2432000.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,32482000.0,10796000.0,-87201000.0,9278000.0,-48491000.0,-251000.0,-102000.0,-7000.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-208000.0,-266000.0,-427000.0,-408000.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,13544000.0,56996000.0,82666000.0,0.0,0.0,60280000.0,0.0,0.0,0.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,13394000.0,79604000.0,82483000.0,66678000.0,16000.0,101780000.0,209000.0,16419000.0,16847000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,6323000.0,14932000.0,-47188000.0,44901000.0,-73281000.0,80394000.0,-13863000.0,9916000.0,12327000.0
,cashAtEndOfPeriod,33604000.0,27281000.0,12349000.0,59537000.0,16432000.0,89713000.0,9319000.0,23182000.0,13266000.0
,cashAtBeginningOfPeriod,27281000.0,12349000.0,59537000.0,14636000.0,89713000.0,9319000.0,23182000.0,13266000.0,939000.0
,operatingCashFlow,-39553000.0,-75468000.0,-42470000.0,-31055000.0,-24805000.0,-21135000.0,-13970000.0,-6496000.0,-4520000.0
,capitalExpenditure,-395000.0,-1251000.0,-5654000.0,-2578000.0,-1729000.0,-251000.0,-102000.0,-7000.0,0.0
,freeCashFlow,-39948000.0,-76719000.0,-48124000.0,-33633000.0,-26534000.0,-21386000.0,-14072000.0,-6503000.0,-4520000.0
