Date,2018-09-30,2017-09-30,2016-09-30
Depreciation & Amortization,,,
Stock-based compensation,678731.0,212933.0,11450.0
Operating Cash Flow,-3175229.0,-2329841.0,-2897254.0
Capital Expenditure,-580067.0,-7967.0,-127259.0
Acquisitions and disposals,0.0,0.0,0.0
Investment purchases and sales,-300000.0,200000.0,0.0
Investing Cash flow,-880067.0,192033.0,-127259.0
Issuance (repayment) of debt,2006800.0,1624200.0,527563.0
Issuance (buybacks) of shares,0.0,832499.0,1984747.0
Dividend payments,0.0,0.0,0.0
Financing Cash Flow,12663994.0,2387796.0,2512310.0
Effect of forex changes on cash,0.0,0.0,0.0
Net cash flow / Change in cash,3998307.0,249988.0,-512203.0
Free Cash Flow,-5596654.0,-2337808.0,-3024513.0
Net Cash/Marketcap,,,
