date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2018-02-28_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2011-06-30_FY,2010-06-30_FY,2009-06-30_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,118503000.0,626698000.0,-26704000.0,-149130000.0,-149130000.0,-451804000.0,-198426000.0,-179387000.0,-73708000.0,-37348000.0,-6700000.0,9830000.0,-29705000.0,-5900000.0
,depreciationAndAmortization,336381000.0,252114000.0,149604000.0,113875000.0,113875000.0,83082000.0,60356000.0,42059000.0,24152000.0,13506000.0,2000000.0,1472000.0,369000.0,200000.0
,deferredIncomeTax,-24481000.0,-575765000.0,-34180000.0,-9078000.0,-9078000.0,-3424000.0,-3945000.0,-3235000.0,-1889000.0,-2440000.0,0.0,-138000.0,0.0,0.0
,stockBasedCompensation,870453000.0,662195000.0,543953000.0,394078000.0,394078000.0,317580000.0,257713000.0,154319000.0,65581000.0,27937000.0,0.0,2954000.0,545000.0,0.0
,changeInWorkingCapital,281474000.0,-258004000.0,22187000.0,0.0,38896000.0,-82962000.0,-45990000.0,-69672000.0,259199000.0,206562000.0,-5007000.0,7109000.0,1798000.0,5300000.0
,accountsReceivables,-151431000.0,-259835000.0,-146148000.0,-98432000.0,-98432000.0,-125106000.0,-50855000.0,-56785000.0,-29506000.0,-33341000.0,-20400000.0,-14762000.0,-5176000.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,-33583000.0,21355000.0,-4757000.0,-5504000.0,-5504000.0,-3554000.0,14785000.0,10223000.0,-252000.0,4887000.0,-7300000.0,254000.0,912000.0,0.0
,otherWorkingCapital,345734000.0,74116000.0,332120000.0,309933000.0,309933000.0,271037000.0,353999000.0,399989000.0,469661000.0,210462000.0,3900000.0,8907000.0,1798000.0,0.0
,otherNonCashItems,157658000.0,192376000.0,56919000.0,0.0,164659000.0,113533000.0,90415000.0,75860000.0,33420000.0,13710000.0,9200000.0,9830000.0,2189000.0,700000.0
,netCashProvidedByOperatingActivites,1786599000.0,1235972000.0,811089000.0,642825000.0,642825000.0,159921000.0,315091000.0,138900000.0,81746000.0,48766000.0,13200000.0,37468000.0,-7532000.0,200000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-419327000.0,-264892000.0,-224462000.0,-150510000.0,-150510000.0,-105562000.0,-87481000.0,-54379000.0,-55321000.0,-42066000.0,-8000000.0,-8733000.0,-1584000.0,-300000.0
,acquisitionsNet,-107000000.0,-7000000.0,-37000000.0,-37000000.0,-58000000.0,-34000000.0,-1000000.0,-100000000.0,-13000000.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-2933876000.0,-1595667000.0,-1295782000.0,-1189511000.0,-1194261000.0,-519164000.0,-723282000.0,-521393000.0,-570679000.0,-240626000.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,1966757000.0,1216185000.0,1234662000.0,0.0,525696000.0,569535000.0,582092000.0,358712000.0,236712000.0,43498000.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,-210000.0,-222000.0,-55000.0,-177000.0,45000.0,0.0,350000.0,129000.0,0.0
,netCashUsedForInvestingActivites,-1506872000.0,-724477000.0,-347422000.0,-883948000.0,-883948000.0,-108448000.0,-231743000.0,-316928000.0,-402795000.0,-239149000.0,-8000000.0,-8383000.0,-1455000.0,-900000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-1627690000.0,-9000.0,-430578000.0,-181938000.0,-4918000.0,-2223000.0,-223000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238193000.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,0.0,0.0,0.0,-55000000.0,-55000000.0,0.0,0.0,0.0,0.0,-1960000.0,2100000.0,0.0,-20814000.0,3700000.0
,dividendsPaid,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-508604000.0,-409715000.0,-281010000.0,0.0,-309955000.0,-119907000.0,-10132000.0,2037000.0,-134855000.0,1694000.0,0.0,138000.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,596647000.0,-301856000.0,-607428000.0,538892000.0,538892000.0,-55752000.0,82993000.0,70772000.0,568570000.0,241839000.0,2200000.0,1227000.0,30672000.0,3700000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,25065000.0,-186000.0,-15530000.0,0.0,28128000.0,-6788000.0,-6491000.0,-6592000.0,-207000.0,-555000.0,800000.0,139000.0,-71000.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,901439000.0,209453000.0,-159291000.0,325897000.0,325897000.0,-11067000.0,159850000.0,-113848000.0,247314000.0,50901000.0,8200000.0,30451000.0,21614000.0,3000000.0
,cashAtEndOfPeriod,1679430000.0,777991000.0,568538000.0,727829000.0,727829000.0,401238000.0,412305000.0,252455000.0,366303000.0,118989000.0,68100000.0,59853000.0,29402000.0,569204000.0
