date,,2020-12-25_FY,2019-12-27_FY,2018-12-28_FY,2017-12-29_FY,2016-12-30_FY,2015-12-25_FY,2014-12-26_FY,2013-12-27_FY,2012-12-28_FY,2011-12-30_FY,2010-12-31_FY,2010-01-01_FY,2009-01-02_FY,2007-12-28_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY
,revenue,1398000.0,1066200000.0,1096523000.0,924351000.0,562759000.0,469103000.0,513957000.0,444000000.0,403400000.0,452600000.0,443134000.0,159800000.0,266900000.0,403800000.0,337228000.0,147534000.0,184204000.0,77520000.0,84254000.0,76486000.0,0.0
,costOfRevenue,1106000.0,869400000.0,920682000.0,756722000.0,475976000.0,398073000.0,440824000.0,376700000.0,347600000.0,393600000.0,383993000.0,151700000.0,241500000.0,346300000.0,286542000.0,127457000.0,154995000.0,67313000.0,74958000.0,66129000.0,68242000.0
,grossProfit,291000.0,196800000.0,175841000.0,167629000.0,86783000.0,71030000.0,73133000.0,67300000.0,55800000.0,59000000.0,59141000.0,8000000.0,25500000.0,57500000.0,50686000.0,20077000.0,29209000.0,10207000.0,9296000.0,10357000.0,-68242000.0
,grossProfitRatio,0.208154506437768,0.18458075407991,0.160362345340681,0.181347778062662,0.154209883804613,0.151416639842423,0.142294005140508,0.151576576576577,0.138324243926624,0.130357931948741,0.133460759048053,0.0500625782227785,0.0955414012738854,0.142397226349678,0.15030187291684,0.13608388574837,0.158568760721808,0.131669246646027,0.110333040567807,0.135410401903616,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,14000.0,14600000.0,13287000.0,11666000.0,9900000.0,9578000.0,7067000.0,5500000.0,5100000.0,5600000.0,5487000.0,3200000.0,2900000.0,3000000.0,3051000.0,2361000.0,2413000.0,1155000.0,1622000.0,613000.0,0.0
,GeneralAndAdministrativeExpenses,105000.0,127300000.0,75544000.0,52818000.0,42924000.0,44112000.0,37450000.0,36069000.0,32867000.0,22643000.0,21290000.0,16207000.0,24261000.0,25086000.0,0.0,0.0,0.0,0.0,0.0,3127000.0,0.0
,SellingAndMarketingExpenses,25000.0,22400000.0,16306000.0,13748000.0,11568000.0,11499000.0,10432000.0,9831000.0,7033000.0,7257000.0,6887000.0,4693000.0,5739000.0,5914000.0,0.0,0.0,0.0,0.0,0.0,1302000.0,0.0
,otherExpenses,1000.0,1000000.0,-8436000.0,-2455000.0,-3444000.0,-2234000.0,-1854000.0,51421000.0,2431000.0,-1106000.0,0.0,-791000.0,55080000.0,-1797000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,170000.0,166900000.0,115137000.0,78232000.0,64392000.0000001,65189000.0,54949000.0,51400000.0,47500000.0,35500000.0,33664000.0,24100000.0,87900000.0,34000000.0,25352000.0,17515000.0,15761000.0,0.0,0.0,0.0,0.0
,costAndExpenses,1276000.0,1036300000.0,1035819000.0,834954000.0,540368000.0,463262000.0,495773000.0,428100000.0,395100000.0,429100000.0,417657000.0,175800000.0,329400000.0,380300000.0,311894000.0,144972000.0,170756000.0,75722000.0,86086000.0,71171000.0,73747000.0
