date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-10-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-10447771.0,-3517065.0,-12814324.0,-31333569.0,-28665024.0,-16939859.0,-1882123.0,-3450335.0,-6927812.0,-30928.0
,depreciationAndAmortization,3161198.0,1077321.0,2069712.0,1850268.0,7457266.0,10832742.0,5528280.0,1041865.0,0.0,0.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,11392743.0,-8279035.0,-1774807.0,0.0,0.0,0.0
,stockBasedCompensation,1178609.0,933682.0,1425683.0,1976816.0,1817344.0,2490175.0,3293388.0,1850188.0,4238100.0,0.0
,changeInWorkingCapital,285324017.0,-1100121.0,-6636566.0,22317693.0,-2766837.0,2613847.0,-18640427.0,1452509.0,2509147.0,-3345.0
,accountsReceivables,74767226.0,0.0,0.0,88243.0,29547.0,-295608.0,110053.0,-270000.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,-23318.0,0.0,0.0,-1253875.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,284965440.0,-358577.0,741544.0,7378110.0,-14939583.0,-12172746.0,-14786593.0,3853834.0,2401325.0,-107822.0
,otherNonCashItems,992380.0,-507862.0,5140028.0,5373345.0,-351914.0,3727764.0,-3083679.0,-1634130.0,62791.0,-30928.0
,netCashProvidedByOperatingActivites,-7773704.0,-3318655.0,-8238571.0,-10808483.0,10172607.0,-2961238.0,4453574.0,-1519470.0,-1261404.0,-34273.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-83389907.0,-5225.0,-5251719.0,-7788.0,-8388.0,-58386.0,-52963.0,-17000.0,-325000.0,0.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1000000.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1366627.0,0.0
,salesMaturitiesOfInvestments,2102394.0,1220178.0,1342917.0,0.0,0.0,0.0,0.0,1181717.0,576477.0,0.0
,otherInvestingActivites,0.0,0.0,-250000.0,0.0,-3681358.0,0.0,-7816832.0,-3166750.0,-745420.0,0.0
,netCashUsedForInvestingActivites,-81287513.0,1214953.0,-4158802.0,-7788.0,-3689746.0,-58386.0,-7869795.0,-3002033.0,-1860570.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,0.0,0.0,-1273000.0,-8708687.0,-19059913.0,-4465000.0,0.0,-930000.0,0.0
,commonStockIssued,236233598.0,255893.0,0.0,16074416.0,4654130.0,0.0,6388266.0,5777596.0,6511965.0,0.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-6542568.0,-10399.0,0.0,5647203.0,46667.0,19568751.0,2965262.0,0.0,-234974.0,9675.0
,netCashUsedProvidedByFinancingActivities,229691030.0,245494.0,0.0,20448619.0,-4007890.0,508838.0,4888528.0,5777596.0,5346991.0,9675.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,15.0,317867.0,-31808.0,-16632.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,140629813.0,-1858208.0,-12397358.0,9950215.0,2443163.0,-2527418.0,1472307.0,1256093.0,2225017.0,-24598.0
,cashAtEndOfPeriod,141322776.0,692963.0,2551171.0,14948529.0,4998314.0,2555151.0,5082569.0,3610262.0,2354169.0,55.0
,cashAtBeginningOfPeriod,692963.0,2551171.0,14948529.0,4998314.0,2555151.0,5082569.0,3610262.0,2354169.0,129152.0,24653.0
,operatingCashFlow,-7773704.0,-3318655.0,-8238571.0,-10808483.0,10172607.0,-2961238.0,4453574.0,-1519470.0,-1261404.0,-34273.0
,capitalExpenditure,-83389907.0,-5225.0,-5501719.0,-7788.0,-3689746.0,-58386.0,-7869795.0,-3183750.0,-1070420.0,0.0
,freeCashFlow,-91163611.0,-3323880.0,-13740290.0,-10816271.0,6482861.0,-3019624.0,-3416221.0,-4703220.0,-2331824.0,-34273.0
