date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY
,revenue,204800000.0,181066000.0,146597000.0,144235000.0,132848000.0,117658000.0,43150000.0,316000.0
,costOfRevenue,85149000.0,74570000.0,62671000.0,64170000.0,60175000.0,54884000.0,20182000.0,172000.0
,grossProfit,119651000.0,106496000.0,83926000.0,80065000.0,72673000.0,62774000.0,22968000.0,144000.0
,grossProfitRatio,0.5842333984375,0.588161222979466,0.57249466223729,0.555101050369189,0.547038720944237,0.533529381767496,0.532282734646582,0.455696202531646
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,23676000.0,22501000.0,19664000.0,18024000.0,14799000.0,11521000.0,2942000.0,35000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,82411000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,106087000.0,91587000.0,67134000.0,66776000.0,50442000.0,52322000.0,24587000.0,177000.0
,costAndExpenses,191236000.0,166157000.0,129805000.0,130946000.0,110617000.0,107206000.0,44769000.0,349000.0
,interestExpense,32546000.0,41744000.0,30870000.0,26268000.0,19587000.0,17103000.0,6178000.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,82411000.0,69086000.0,47470000.0,48752000.0,35643000.0,40801000.0,21645000.0,142000.0
,EBITDA,94877000.0,83995000.0,64262000.0,62041000.0,57874000.0,51253000.0,20026000.0,109000.0
,EBITDARatio,0.4632666015625,0.463891619630411,0.438358220154573,0.430138315942732,0.435640732265446,0.435609988271091,0.464101969872538,0.344936708860759
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,13564000.0,14909000.0,16792000.0,13289000.0,22231000.0,10452000.0,-1619000.0,-33000.0
,operatingIncomeRatio,0.215576171875,0.0823401411639954,0.114545318117015,0.0921343640586543,0.167341623509575,0.088833738462323,-0.0375202780996524,-0.104430379746835
,totalOtherIncomeExpensesNet,-30586000.0,-84529000.0,18406000.0,-43070000.0,-3657000.0,21445000.0,15914000.0,137000.0
,incomeBeforeTax,44150000.0,99438000.0,-1614000.0,56359000.0,25888000.0,-10993000.0,-17533000.0,-170000.0
,incomeBeforeTaxRatio,0.215576171875,0.549180961638298,-0.0110097750977169,0.390744271501369,0.1948693243406,-0.0934318108415917,-0.406326767091541,-0.537974683544304
,incomeTaxExpense,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netIncome,44018000.0,99140000.0,-1609000.0,53374000.0,21882000.0,-10832000.0,-15601000.0,-170000.0
,netIncomeRatio,0.214931640625,0.547535152927662,-0.0109756679877487,0.370048878566229,0.164714561002047,-0.0920634381002567,-0.361552723059096,-0.537974683544304
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,1.78,4.11,-0.0759356269762613,2.53,1.03061416729465,-0.51,-0.732648,-0.007983
,EPSDiluted,1.74,4.03,-0.0742603959939078,2.49,1.02664915079291,-0.51,-0.732648,-0.007983
,weightedAverageShsOut,24715000.0,24116000.0,21189000.0,21057000.0,21232000.0,21294000.0,21294000.0,21294000.0
,weightedAverageShsOutDil,25234000.0,24593000.0,21667000.0,21399000.0,21314000.0,21294000.0,21294000.0,21294000.0
