date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-1072000.0,1076000.0,3889000.0,19143000.0,8943000.0,22146000.0,28981000.0,14448000.0,29706000.0,-103561000.0,-41289000.0,-16667000.0,18375000.0,21969000.0,15335000.0,13213000.0,7860000.0,-21351000.0,-468000.0,-147715.0,-12083.0,64470.0,179948.0,500186.0,561616.0,769621.0,700000.0,500000.0,400000.0,300000.0,500000.0
,depreciationAndAmortization,48412000.0,45861000.0,40053000.0,40115000.0,40787000.0,38594000.0,38700000.0,45663000.0,44674000.0,42082000.0,37310000.0,41657000.0,35393000.0,42160000.0,34883000.0,16477000.0,10247000.0,5023000.0,2546000.0,991334.0,621509.0,496992.0,483161.0,466353.0,440406.0,439943.0,400000.0,400000.0,400000.0,400000.0,300000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,3723000.0,4117000.0,3763000.0,3552000.0,2930000.0,3168000.0,3531000.0,3701000.0,3913000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-79274000.0,-27507000.0,-35076000.0,20205000.0,-14197000.0,-14334000.0,-112758000.0,5079000.0,211955000.0,-44089000.0,147410000.0,17132000.0,-1414260000.0,123768000.0,280846000.0,352580000.0,436133000.0,-11800000.0,-14800000.0,-4700000.0,-3700000.0,400000.0,-10300000.0,-100000.0,0.0,-200000.0,0.0,0.0,0.0,0.0,200000.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3484000.0,-2137000.0,-6594000.0,-1251000.0,-3039000.0,-437000.0,-836787.0,-164273.0,22638.0,0.0,-100000.0,-100000.0,0.0,0.0,100000.0,0.0,0.0,100000.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6048000.0,916000.0,7467000.0,3220000.0,3046000.0,1199000.0,531247.0,157857.0,193432.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-191587000.0,-112313000.0,-84806000.0,-49730000.0,-69935000.0,-55738000.0,-41404000.0,71354000.0,66275000.0,-145680000.0,-101591000.0,-249001000.0,-266133000.0,1148127000.0,1024359000.0,743513000.0,390933000.0,-45200000.0,-33400000.0,-18600000.0,-13900000.0,-10200000.0,-10600000.0,-300000.0,-200000.0,-200000.0,0.0,0.0,0.0,0.0,0.0
,otherNonCashItems,1237000.0,-1806000.0,-4359000.0,-1847000.0,-1011000.0,-2020000.0,-2925000.0,-3583000.0,-1370000.0,1436000.0,1302000.0,220000.0,-2876000.0,-10924000.0,-11070000.0,-628000.0,-742000.0,11433000.0,-1770000.0,909736.0,69001.0,324678.0,48398.0,-28610.0,-12690.0,-11919.0,0.0,-100000.0,0.0,-200000.0,-100000.0
,netCashProvidedByOperatingActivites,42580000.0,53675000.0,57900000.0,57526000.0,57525000.0,59136000.0,50885000.0,49676000.0,50588000.0,39246000.0,41702000.0,51942000.0,59370000.0,51504000.0,37927000.0,29935000.0,19334000.0,-4881000.0,1159000.0,787296.0,995246.0,1105342.0,771095.0,935308.0,945243.0,1235761.0,1100000.0,1000000.0,800000.0,500000.0,900000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-92152000.0,-30155000.0,-108300000.0,-131411000.0,-187497000.0,-184362000.0,-325858000.0,-168893000.0,-188111000.0,-44240000.0,-6054658.0,-2066268.0,-282255.0,-100000.0,-300000.0,0.0,0.0,0.0,0.0,-300000.0,-600000.0,0.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17454000.0,-8000.0,-1949000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3545000.0,31013000.0,32089000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,-3500000.0,-940000.0,2301000.0,1922000.0,2107000.0,3321000.0,2356000.0,-1920000.0,-3414000.0,-217000.0,-2062000.0,-4927000.0,-1435000.0,-1968000.0,830000.0,-11787000.0,-45733000.0,12358416.0,-6331421.0,0.0,664437.0,322984.0,8564.0,6807.0,0.0,0.0,400000.0,700000.0,0.0
,netCashUsedForInvestingActivites,-18369000.0,-22342000.0,-14938000.0,-46437000.0,51064000.0,-47876000.0,49116000.0,-15254000.0,50114000.0,-64241000.0,-29834000.0,-70026000.0,-150927000.0,-192432000.0,-187746000.0,-327826000.0,-168063000.0,-199898000.0,-41380000.0,-2207003.0,-8397689.0,-282255.0,423557.0,-277001.0,-127755.0,6807.0,0.0,0.0,100000.0,100000.0,0.0
