date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY
,revenue,8625000000.0,6079000000.0,3691000000.0,2556000000.0,668000000.0,520100000.0,463100000.0,442200000.0
,costOfRevenue,4966000000.0,3559000000.0,2381000000.0,1717000000.0,383000000.0,293000000.0,279400000.0,257600000.0
,grossProfit,3659000000.0,2520000000.0,1310000000.0,839000000.0,285000000.0,227100000.0,183700000.0,184600000.0
,grossProfitRatio,0.424231884057971,0.414541865438394,0.354917366567326,0.328247261345853,0.426646706586826,0.436646798692559,0.39667458432304,0.41745816372682
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,388000000.0,291000000.0,241000000.0,193000000.0,104000000.0,64800000.0,53700000.0,49800000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,375000000.0,257000000.0,197000000.0,129000000.0,79000000.0,43800000.0,36700000.0,41100000.0
,costAndExpenses,5341000000.0,3816000000.0,2578000000.0,1846000000.0,462000000.0,336800000.0,316100000.0,298700000.0
,interestExpense,862000000.0,539000000.0,298000000.0,211000000.0,35000000.0,4100000.0,200000.0,200000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,1254000000.0,766000000.0,683000000.0,546000000.0,89000000.0,50200000.0,48900000.0,39400000.0
,EBITDA,4538000000.0,3029000000.0,1796000000.0,1256000000.0,295000000.0,233500000.0,195900000.0,182900000.0
,EBITDARatio,0.526144927536232,0.49827274222734,0.486589000270929,0.491392801251956,0.441616766467066,0.448952124591425,0.423018786439214,0.413613749434645
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,3284000000.0,2263000000.0,1113000000.0,710000000.0,206000000.0,183300000.0,147000000.0,143500000.0
,operatingIncomeRatio,0.380753623188406,0.372265175193288,0.301544296938499,0.277777777777778,0.308383233532934,0.352432224572198,0.3174260418916,0.324513794663048
,totalOtherIncomeExpensesNet,-907000000.0,240000000.0,78000000.0,-203000000.0,0.0,0.0,0.0,-300000.0
,incomeBeforeTax,1462000000.0,1842000000.0,837000000.0,246000000.0,159000000.0,178000000.0,145900000.0,144300000.0
,incomeBeforeTaxRatio,0.169507246376812,0.303010363546636,0.22676781360065,0.0962441314553991,0.238023952095808,0.3422418765622,0.315050744979486,0.326322930800543
,incomeTaxExpense,0.0,8000000.0,1000000.0,-12000000.0,2000000.0,-100000.0,-200000.0,300000.0
,netIncome,1033000000.0,1818000000.0,794000000.0,233000000.0,156000000.0,121300000.0,77900000.0,13100000.0
,netIncomeRatio,0.119768115942029,0.299062345780556,0.215117854240043,0.0911580594679186,0.233532934131737,0.233224379926937,0.168214208594256,0.0296246042514699
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,1.1401766004415,2.29,1.07,0.003021,1.02,1.55,1.05,0.17
,EPSDiluted,1.13891951488423,2.29,1.06,0.002959,1.01,1.55,1.05,0.17
,weightedAverageShsOut,906000000.0,761000000.0,385000000.0,331000000.0,97000000.0,74400000.0,74000000.0,74000000.0
,weightedAverageShsOutDil,907000000.0,761000000.0,388000000.0,338000000.0,98000000.0,74400000.0,74000000.0,74000000.0
