date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,46077000.0,41347000.0,66244000.0,146699000.0,34147000.0,63776000.0,83858000.0,118746000.0
,depreciationAndAmortization,60832000.0,56826000.0,53233000.0,48455000.0,40329000.0,36410000.0,33608000.0,37234000.0
,deferredIncomeTax,17611000.0,8442000.0,9558000.0,-7513000.0,11534000.0,9913000.0,16958000.0,6874000.0
,stockBasedCompensation,4902000.0,8349000.0,10131000.0,7742000.0,1327000.0,0.0,0.0,0.0
,changeInWorkingCapital,47655000.0,-27528000.0,-64640000.0,82419000.0,-30605000.0,-2953000.0,40303000.0,-44171000.0
,accountsReceivables,-18990000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-8375000.0,-35567000.0,-7974000.0,-230000.0,21253000.0,5021000.0,-27034000.0,-20955000.0
,accountsPayables,-1337000.0,-20333000.0,69000.0,8172000.0,23932000.0,-38689000.0,43346000.0,5096000.0
,otherWorkingCapital,46466000.0,-1189000.0,26339000.0,90979000.0,8560000.0,39165000.0,42118000.0,1815000.0
,otherNonCashItems,553000.0,11447000.0,1802000.0,592000.0,148000.0,0.0,0.0,0.0
,netCashProvidedByOperatingActivites,111847000.0,120385000.0,173385000.0,134607000.0,113740000.0,101536000.0,188424000.0,119995000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-82918000.0,-150322000.0,-109215000.0,-86438000.0,-84009000.0,-97144000.0,-101382000.0,-73912000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,-1185000.0,-2803000.0,-2976000.0,-6809000.0,-2372000.0,-1086000.0,-818000.0,-426000.0
,netCashUsedForInvestingActivites,-84103000.0,-153125000.0,-112191000.0,-93247000.0,-86381000.0,-98230000.0,-102200000.0,-74338000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-386710000.0,-327089000.0,-411933000.0,-308627000.0,-61540000.0,0.0,0.0,0.0
,commonStockIssued,2000.0,17000.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,-1055000.0,-62196000.0,-38524000.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,-269347000.0,0.0,0.0,0.0
,otherFinancingActivites,-425000.0,0.0,-1361000.0,0.0,317727000.0,-3306000.0,-86224000.0,-45657000.0
,netCashUsedProvidedByFinancingActivities,-24188000.0,29982000.0,-106818000.0,-127000.0,-13160000.0,-3306000.0,-86224000.0,-45657000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,3556000.0,-2758000.0,-45624000.0,41233000.0,0.0,0.0,0.0,0.0
,cashAtEndOfPeriod,10606000.0,7050000.0,9808000.0,55432000.0,14199000.0,0.0,0.0,0.0
,cashAtBeginningOfPeriod,7050000.0,9808000.0,55432000.0,14199000.0,0.0,0.0,0.0,0.0
,operatingCashFlow,111847000.0,120385000.0,173385000.0,134607000.0,113740000.0,101536000.0,188424000.0,119995000.0
,capitalExpenditure,-82918000.0,-150322000.0,-109215000.0,-86438000.0,-84009000.0,-97144000.0,-101382000.0,-73912000.0
,freeCashFlow,28929000.0,-29937000.0,64170000.0,48169000.0,29731000.0,4392000.0,87042000.0,46083000.0
