date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY
,revenue,267906000.0,1115167000.0,1159053000.0,1193638000.0,1189340000.0,1249180000.0,1141998000.0,923824000.0,829084000.0,834729000.0,643090000.0,717823000.0,969164000.0,1014923000.0,903056000.0,651068000.0,502664000.0,460702000.0,190449000.0,225375000.0
,costOfRevenue,251685000.0,530803000.0,546384000.0,560932000.0,560019000.0,591826000.0,546530000.0,449781000.0,402072000.0,376969000.0,299805000.0,243927000.0,363568000.0,362779000.0,338220000.0,245531000.0,185956000.0,176803000.0,0.0,81858000.0
,grossProfit,16221000.0,584364000.0,612669000.0,632706000.0,629321000.0,657354000.0,595468000.0,474043000.0,427012000.0,457760000.0,343285000.0,473896000.0,605596000.0,652144000.0,564836000.0,405537000.0,316708000.0,283899000.0,0.0,143517000.0
,grossProfitRatio,0.060547356162236,0.524014788816384,0.52859446461896,0.530065229156578,0.529134646106244,0.526228405834227,0.521426482358113,0.513131289076707,0.515040695514568,0.548393550481653,0.533805532662613,0.660185031686084,0.624864316049709,0.642555149503953,0.625471731542673,0.622879637764412,0.630059045406076,0.616231316556038,0.0,0.636792013311148
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,78003000.0,160585000.0,162666000.0,167342000.0,168733000.0,175671000.0,155476000.0,130125000.0,118958000.0,218283000.0,180659000.0,170976000.0,244437000.0,119210000.0,102882000.0,73039000.0,76961000.0,64229000.0,0.0,0.0
,SellingAndMarketingExpenses,23741000.0,54369000.0,55523000.0,58572000.0,60086000.0,61892000.0,54992000.0,47306000.0,42474000.0,41952000.0,33182000.0,35693000.0,52496000.0,55340000.0,51103000.0,42557000.0,30792000.0,29362000.0,11218000.0,12621000.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,0.0,422278000.0,429385000.0,451648000.0,458906000.0,476918000.0,438725000.0,374845000.0,348002000.0,388180000.0,309341000.0,430823000.0,468182000.0,496752000.0,430310000.0,319048000.0,271097000.0,0.0,0.0,0.0
,costAndExpenses,514851000.0,953081000.0,975769000.0,1012580000.0,1018925000.0,1068744000.0,985255000.0,824626000.0,750074000.0,765149000.0,609146000.0,674750000.0,831750000.0,859531000.0,768530000.0,564579000.0,457053000.0,429182000.0,37256000.0,205125000.0
,interestExpense,50181000.0,51432000.0,44743000.0,51766000.0,49509000.0,63677000.0,70067000.0,69809000.0,72722000.0,82965000.0,70830000.0,91575000.0,98289000.0,93110000.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,137051000.0,147748000.0,146449000.0,158634000.0,163016000.0,164716000.0,155845000.0,137476000.0,130907000.0,127945000.0,95500000.0,93795000.0,115710000.0,119855000.0,96285000.0,72316000.0,59579000.0,53481000.0,26038000.0,28318000.0
,EBITDA,-109894000.0,309834000.0,329733000.0,339692000.0,333431000.0,345152000.0,312588000.0,236674000.0,209917000.0,197525000.0,129444000.0,136868000.0,253124000.0,275247000.0,230811000.0,158805000.0,105190000.0,85001000.0,179231000.0,48568000.0
,EBITDARatio,-0.41019611356222,0.277836413738929,0.284484833739268,0.284585443828028,0.280349605663645,0.276302854672665,0.27372026921238,0.25618949063891,0.253191473964037,0.23663368590285,0.201284423642103,0.190670959275476,0.261177674779501,0.271199884129141,0.255588800694531,0.243914614141687,0.209265035888785,0.184503214659368,0.941097091609827,0.215498613422074
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-246945000.0,162086000.0,183284000.0,181058000.0,170415000.0,180436000.0,156743000.0,99198000.0,79010000.0,69580000.0,33944000.0,43073000.0,137414000.0,155392000.0,134526000.0,86489000.0,45611000.0,31520000.0,153193000.0,20250000.0
,operatingIncomeRatio,-0.92175987099953,0.145346840428384,0.158132544413413,0.151685854505302,0.143285351539509,0.144443554972062,0.137253305172163,0.10737759573252,0.0952979432723343,0.0833563947101395,0.0527826587258393,0.060005043025927,0.141786116694388,0.153107181530027,0.148967505891108,0.132841730817672,0.0907385450320691,0.068417328338058,0.804378074970202,0.0898502495840266
,totalOtherIncomeExpensesNet,-106500000.0,18222000.0,114732000.0,4597000.0,19555000.0,223562000.0,-4109000.0,481000.0,-597000.0,58389000.0,-1388000.0,-104281000.0,-4349000.0,0.0,140000.0,0.0,0.0,0.0,0.0,0.0
,incomeBeforeTax,-403916000.0,142642000.0,260826000.0,138229000.0,140061000.0,341058000.0,83269000.0,29736000.0,2295000.0,0.0,0.0,0.0,0.0,0.0,42765000.0,27586000.0,-18262000.0,-23003000.0,-7386000.0,-18066000.0
,incomeBeforeTaxRatio,-1.50767806618739,0.127910886889587,0.225033712867315,0.115804791737528,0.117763633611919,0.273025504731104,0.0729151889933257,0.0321879492197648,0.0027681151728896,0.0,0.0,0.0,0.0,0.0,0.0473558671887458,0.0423703822027807,-0.0363304314611749,-0.0499303237233613,-0.0387820361356584,-0.0801597337770383
,incomeTaxExpense,6590000.0,-151000.0,1767000.0,-7775000.0,-616000.0,1434000.0,179000.0,8145000.0,1148000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-280000.0,-2017000.0,-4834000.0,-8804000.0
,netIncome,-404689000.0,135733000.0,250445000.0,145376000.0,134197000.0,347355000.0,81263000.0,65988000.0,47796000.0,80957000.0,38542000.0,-269608000.0,74743000.0,125663000.0,53237000.0,30205000.0,-36100000.0,-22266000.0,-10386000.0,-18807000.0
,netIncomeRatio,-1.51056340656798,0.121715402267104,0.216077263075977,0.121792369210766,0.112833167975516,0.278066411565987,0.0711586184914509,0.0714291899755798,0.0576491646202315,0.0969859679009595,0.059932513334059,-0.375591197272865,0.0771211064381261,0.123815304215197,0.0589520472706012,0.0463930034957946,-0.0718173571212579,-0.0483305911413452,-0.0545342847691508,-0.0834475873544093
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-1.79319038820282,0.54,1.05,0.59,0.55,1.62,0.37,0.29,0.14,0.45,0.18,-4.17,1.39360095463614,2.12995355774772,0.59,0.47,-1.08748041932763,-0.710149,0.0,-0.599828
,EPSDiluted,-1.79319038820282,0.54,1.05,0.59,0.55,1.62,0.37,0.29,0.14,0.45,0.18,-4.17,1.39284782527673,2.12487529379935,0.58,0.469543,-1.07799808886765,-0.710149,0.0,-0.599828
,weightedAverageShsOut,225681000.0,225681000.0,225924000.0,221898000.0,214966000.0,207350000.0,192674000.0,161784000.0,127027000.0,117206000.0,99709000.0,69820000.0,53633000.0,58998000.0,57247000.0,40655000.0,33196000.0,31354000.0,31354000.0,31354000.0
,weightedAverageShsOutDil,225681000.0,225681000.0,225924000.0,221898000.0,214966000.0,207350000.0,192674000.0,161784000.0,127027000.0,117206000.0,99709000.0,69820000.0,53662000.0,59139000.0,57691000.0,40959000.0,33488000.0,31635000.0,31635000.0,31635000.0
