date,,2021-06-30_FY,2020-06-30_FY,2019-06-30_FY,2018-06-30_FY,2017-06-30_FY
,revenue,7456000.0,32156000.0,16722000.0,17341000.0,2412000.0
,costOfRevenue,0.0,0.0,0.0,5508000.0,0.0
,grossProfit,0.0,0.0,0.0,11833000.0,0.0
,grossProfitRatio,0.0,0.0,0.0,0.682371258866271,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,53012000.0,56188000.0,59815000.0,65927000.0,58914000.0
,GeneralAndAdministrativeExpenses,30867000.0,25609000.0,21625000.0,21907000.0,23007000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0
,otherExpenses,32651000.0,0.0,0.0,-1151000.0,0.0
,operatingExpenses,116530000.0,81797000.0,81440000.0,86683000.0,81921000.0
,costAndExpenses,116530000.0,107028000.0,96924000.0,92191000.0,92454000.0
,interestExpense,15939000.0,14716000.0,11704000.0,1829000.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,4264000.0,3667000.0,2139000.0,2650000.0,3057000.0
,EBITDA,-79427000.0,-68972000.0,-84911000.0,-61498000.0,-87158000.0
,EBITDARatio,-10.6527628755365,-2.14491852220425,-5.07780169836144,-3.54639294158353,-36.1351575456053
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-109096000.0,-75414000.0,-80921000.0,-75216000.0,-90042000.0
,operatingIncomeRatio,-14.631974248927,-2.34525438487374,-4.83919387633058,-4.33746612075428,-37.3308457711443
,totalOtherIncomeExpensesNet,9466000.0,-11941000.0,-17833000.0,9239000.0,-173000.0
,incomeBeforeTax,-99630000.0,-87355000.0,-98754000.0,-65977000.0,-90215000.0
,incomeBeforeTaxRatio,-13.3623927038627,-2.71660032342331,-5.90563329745246,-3.80468254425927,-37.4025704809287
,incomeTaxExpense,-819000.0,-9415000.0,-8955000.0,-30687000.0,-13400000.0
,netIncome,-98811000.0,-77940000.0,-89799000.0,-35290000.0,-76815000.0
,netIncomeRatio,-13.2525482832618,-2.42380893145914,-5.37011123071403,-2.0350614151433,-31.8470149253731
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-0.8165,-0.737,-0.908,-0.379,-0.961753
,EPSDiluted,-0.8165,-0.737,-0.908,-0.379,-0.961753
,weightedAverageShsOut,121017759.0,105753053.0,98897577.0,93113456.0,79869810.0
,weightedAverageShsOutDil,121017759.0,105753053.0,98897577.0,93113456.0,79869810.0
