date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-146000000.0,53000.0,575000.0,2428000.0,642000.0,753000.0,62000.0,424000.0,252000.0,916000.0,1914000.0,-464000.0,-1061000.0,183000.0,2789000000.0,2732000000.0,637000000.0,1000000.0,1547000000.0,2397000000.0,2066000000.0,1570000000.0,1179424450.0,1001518102.0,732014840.0,602125040.0,500847360.0,458945172.0,413866531.0,375686145.0
,depreciationAndAmortization,722000000.0,1185000000.0,1315000.0,781000.0,1208000.0,1405000.0,971000.0,1187000.0,1439000.0,0.0,0.0,1716000.0,1691000.0,0.0,1916000000.0,0.0,1499000000.0,1728000000.0,1948000000.0,1501000000.0,1345000000.0,939000000.0,771522420.0,657045151.0,409739200.0,428688440.0,328879200.0,22818516.0,14990963.0,104447727.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,19745000000.0,29226000000.0,154000.0,-10301000.0,1753000.0,-934000.0,4925000.0,-3944000.0,1547000.0,2851000.0,904000.0,-5936000.0,1800000.0,-13092619000.0,5878000000.0,9087000000.0,335000000.0,0.0,-1263419570.0,-5458854020.0,-7917156460.0,-3536264810.0,478582340.0,17796206274.0,1268615600.0,1982446200.0,2356835520.0,7071964200.0,-90111424.0,1316336016.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,894000000.0,-1039000000.0,-44787710.0,-905210540.0,-798855000.0,-3063967410.0,-476027630.0,45782634.0,-571271000.0,692648700.0,324124320.0,2166072048.0,-45055712.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2301325950.0,734500860.0,-764770520.0,2770640670.0,1203268410.0,8852320503.0,1205578800.0,298574400.0,574548000.0,1369910052.0,0.0,658168008.0
,otherWorkingCapital,0.0,0.0,1200000.0,1046000.0,11347000.0,9594000.0,10528000.0,5603000.0,9547000.0,8000000.0,5149000.0,4245000.0,10181000.0,8381000.0,13101000000.0,7223000000.0,-1864000000.0,-2199000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherNonCashItems,-945000000.0,11451000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14195419570.0,2243854020.0,7528156460.0,22541264810.0,12157864890.0,-9926281809.0,6019226440.0,7884705920.0,3439363200.0,863374512.0,4623759621.0,3144675255.0
,netCashProvidedByOperatingActivites,-2854000000.0,7302000000.0,517000.0,553000.0,3319000.0,914000.0,4122000.0,-1730000.0,-966000.0,0.0,0.0,-7005000.0,1323000.0,0.0,7854000000.0,3599000000.0,0.0,0.0,16427000000.0,683000000.0,3022000000.0,21514000000.0,14587394100.0,9528487718.0,8429596080.0,10897965600.0,6625925280.0,8417102400.0,4962505691.0,4941145143.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-80000000.0,-102000000.0,-81000000.0,-72000000.0,-69000000.0,-90000000.0,-77000000.0,-66000000.0,-65000000.0,-72000000.0,-116000000.0,-202000000.0,-85000000.0,-75000000.0,-62000000.0,0.0,-245000000.0,-97000000.0,-162000000.0,-194000000.0,-159000000.0,-101000000.0,-79196010.0,-72627070.0,-54369240.0,-48664700.0,-45171360.0,-39333084.0,-16398954.0,-17679348.0
,acquisitionsNet,0.0,0.0,-89000.0,-52000.0,-2000.0,-239000.0,-95000.0,-291000.0,-126000.0,1008000000.0,-251000000.0,-202000.0,-461000.0,-3587000000.0,-166000000.0,207000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,-31279000.0,-32057000.0,-34873000.0,-38290000.0,-36577000.0,-34100000.0,-32464000.0,-563000.0,-563000.0,-49022000.0,-56394000.0,0.0,-63989000000.0,-242000000.0,0.0,0.0,-100646560740.0,-90057217830.0,-61916588200.0,-56463751000.0,-26799759470.0,-36496297804.0,-25402254480.0,-19701080520.0,-16657929600.0,-19883007144.0,-14551172870.0,-12390664095.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55007000000.0,0.0,0.0,96442560740.0,94180217830.0,59159588200.0,38012751000.0,25042970560.0,27312191104.0,17378457800.0,11907410520.0,12068677920.0,13074832092.0,10463195236.0,8456078673.0
,otherInvestingActivites,-1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11051000000.0,-13415000000.0,-4493000000.0,-732000000.0,-9720671550.0,-1198806320.0,0.0,-73180.0,0.0,0.0,82823.0,0.0
