date,,2020-10-03_FY,2019-09-28_FY,2018-09-30_FY,2017-09-30_FY,2016-09-30_FY,2015-09-30_FY,2014-09-30_FY,2013-09-30_FY,2012-09-30_FY,2011-09-30_FY,2010-09-30_FY,2009-09-30_FY,2008-09-30_FY,2007-09-30_FY,2006-09-30_FY,2005-09-30_FY,2004-09-30_FY,2003-09-30_FY,2002-09-30_FY,2001-09-30_FY,2000-09-30_FY,1999-09-30_FY,1998-09-30_FY,1997-09-30_FY,1996-09-30_FY,1995-09-30_FY,1994-09-30_FY,1993-09-30_FY,1992-09-30_FY,1991-09-30_FY,1990-09-30_FY,1989-09-30_FY,1988-09-30_FY,1987-09-30_FY,1986-09-30_FY,1985-09-30_FY
,revenue,65388000000.0,69570000000.0,59434000000.0,55137000000.0,55632000000.0,52465000000.0,48813000000.0,45041000000.0,42278000000.0,40893000000.0,38063000000.0,36149000000.0,37843000000.0,35510000000.0,34285000000.0,31944000000.0,30752000000.0,27061000000.0,25329000000.0,25269000000.0,25402000000.0,23402000000.0,22976000000.0,22473000000.0,18739000000.0,12112100000.0,10055100000.0,8529200000.0,7504000000.0,6182400000.0,5843700000.0,4594300000.0,3497100000.0,2925800000.0,2470900000.0,2015400000.0
,costOfRevenue,43880000000.0,42018000000.0,32726000000.0,30306000000.0,29993000000.0,28364000000.0,26420000000.0,35591000000.0,33415000000.0,33112000000.0,31337000000.0,30452000000.0,30439000000.0,28729000000.0,28807000000.0,27837000000.0,26704000000.0,24330000000.0,22924000000.0,21670000000.0,17890000000.0,16392000000.0,15207000000.0,13203000000.0,11462000000.0,7813400000.0,6481100000.0,5776300000.0,5309100000.0,4223000000.0,3879900000.0,2901700000.0,0.0,0.0,0.0,0.0
,grossProfit,21508000000.0,27552000000.0,26708000000.0,24831000000.0,25639000000.0,24101000000.0,22393000000.0,9450000000.0,8863000000.0,7781000000.0,6726000000.0,5697000000.0,7404000000.0,6781000000.0,5478000000.0,4107000000.0,4048000000.0,2731000000.0,2405000000.0,3599000000.0,7512000000.0,7010000000.0,7769000000.0,9270000000.0,7277000000.0,4298700000.0,3574000000.0,2752900000.0,2194900000.0,1959400000.0,1963800000.0,1692600000.0,0.0,0.0,0.0,0.0
,grossProfitRatio,0.328928855447483,0.396032772746874,0.449372413096881,0.450350944012188,0.460867845844118,0.459372915276851,0.458750742630037,0.209808840833907,0.209636217418042,0.190277064534272,0.176707038331188,0.15759772054552,0.195650450545676,0.190960292875246,0.159778328715182,0.128568745304283,0.131633714880333,0.100920143379772,0.0949504520510087,0.142427480311845,0.295724746082986,0.299547047260918,0.338135445682451,0.412494993992791,0.388334489567213,0.354909553256661,0.355441517240008,0.322761806500023,0.292497334754797,0.316931935817805,0.336054212228554,0.368413033541562,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,12369000000.0,11541000000.0,8860000000.0,8176000000.0,8754000000.0,8523000000.0,8565000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105000000.0,196000000.0,236000000.0,367000000.0,309000000.0,183600000.0,162200000.0,164200000.0,148200000.0,160800000.0,138500000.0,119600000.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,1038000000.0,-978000000.0,601000000.0,78000000.0,0.0,0.0,35000000.0,-69000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
