date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY
,revenue,4220900000.0,2395836000.0,3282265000.0,1908093000.0,1043768000.0,1110008000.0,762546000.0,568442000.0,2179736000.0,9614494000.0
,costOfRevenue,2116890000.0,1374363000.0,1695490000.0,1063813000.0,1180591000.0,1263852000.0,1266592000.0,1280854000.0,0.0,0.0
,grossProfit,2104010000.0,1021473000.0,1586775000.0,844280000.0,-136823000.0,-153844000.0,-504046000.0,-712412000.0,0.0,0.0
,grossProfitRatio,0.49847425904428,0.426353473276134,0.483439027622693,0.442473191820315,-0.131085643552973,-0.138597199299465,-0.66100405746014,-1.253271222042,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,791541000.0,715114000.0,641202000.0,631661000.0,690634000.0,932215000.0,500546000.0,317934000.0,1159723000.0,1722971000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,791541000.0,715114000.0,641202000.0,631661000.0,690634000.0,932215000.0,500546000.0,317934000.0,1214000000.0,1763000000.0
,costAndExpenses,2908431000.0,2089477000.0,2336692000.0,1695474000.0,1871225000.0,2196067000.0,1767138000.0,1598788000.0,0.0,0.0
,interestExpense,1043551000.0,876029000.0,808898000.0,789953000.0,573226000.0,317192000.0,99616000.0,69164000.0,72758000.0,53099000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,EBITDA,2730985000.0,1702891000.0,2187992000.0,1234428000.0,391740000.0,-176852000.0,-529833000.0,-671748000.0,1038489000.0,7904930000.0
,EBITDARatio,0.647014854651851,0.710771104533031,0.666610404705287,0.646943309366996,0.375313288010362,-0.159324977837998,-0.694821033747472,-1.18173533975322,0.476428796881824,0.822188874422304
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,1312469000.0,306359000.0,945573000.0,212619000.0,-827457000.0,-1086059000.0,-1004592000.0,-1030346000.0,0.0,0.0
,operatingIncomeRatio,0.310945296026914,0.127871440282223,0.288085514119061,0.111430103249684,-0.79275950211158,-0.978424479823569,-1.31741822788396,-1.81257894385003,0.44304952526361,0.816666066877779
,totalOtherIncomeExpensesNet,3480856000.0,1429986000.0,1405274000.0,530750000.0,5523154000.0,5952733000.0,8521603000.0,8812561000.0,0.0,0.0
,incomeBeforeTax,5168290000.0,2256848000.0,2784368000.0,975225000.0,5341668000.0,5458689000.0,7892154000.0,8071649000.0,965731000.0,7851831000.0
,incomeBeforeTaxRatio,1.2244521310621,0.941987681961537,0.84830688564147,0.511099301763593,5.11767749154985,4.91770239493769,10.34974152379,14.1995999591867,0.44304952526361,0.816666066877779
,incomeTaxExpense,528750000.0,-194098000.0,224326000.0,24561000.0,66636000.0,63669000.0,37926000.0,43405000.0,89245000.0,75360000.0
,netIncome,2005049000.0,1131063000.0,1018305000.0,309307000.0,488482000.0,477611000.0,691226000.0,560836000.0,0.0,0.0
,netIncomeRatio,0.475028785330143,0.472095335406931,0.310244602431553,0.162102685770557,0.467998635712151,0.430277079084115,0.906471216162697,0.986619567167803,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,3.62,2.14,2.1,0.64,1.09,1.25,2.51,2.35,0.01,1.62
,EPSDiluted,3.54,2.06,1.95,0.59,1.01,1.16,2.3,2.21,0.01,1.62
,weightedAverageShsOut,545096999.0,514102571.0,468282642.0,448905126.0,448884185.0,381092394.0,274910628.0,238503257.0,220235469.0,206031682.0
,weightedAverageShsOutDil,557687512.0,533707039.0,506288971.0,483431048.0,482699194.0,412049275.0,300254090.0,254093160.0,222519174.0,206039244.0
