date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2016-09-30_FY,2015-09-30_FY,2014-09-30_FY,2013-09-30_FY,2012-09-30_FY,2011-09-30_FY,2010-09-30_FY,2009-09-30_FY,2008-09-30_FY,2007-09-30_FY,2006-09-30_FY,2005-09-30_FY,2004-09-30_FY,2003-09-30_FY,2002-09-30_FY,2001-09-30_FY,2000-09-30_FY,1999-09-30_FY,1998-09-30_FY,1997-09-30_FY,1996-09-30_FY,1995-09-30_FY,1994-09-30_FY,1993-09-30_FY,1992-09-30_FY,1991-09-30_FY,1990-09-30_FY,1989-09-30_FY,1988-09-30_FY,1987-09-30_FY,1986-09-30_FY,1985-09-30_FY
,revenue,23583000.0,23756000.0,22022000.0,43191000.0,9512000.0,37457000.0,34646000.0,160140000.0,139774000.0,127514000.0,120106000.0,111338000.0,114553000.0,172049000.0,154282000.0,147374000.0,131036000.0,115789000.0,103303000.0,96949000.0,121258000.0,93862000.0,82019000.0,73974000.0,68844000.0,64403000.0,58300000.0,53900000.0,46600000.0,43000000.0,42800000.0,41600000.0,32400000.0,30900000.0,31100000.0,30200000.0,29500000.0
,costOfRevenue,2826000.0,2941000.0,2625000.0,5024000.0,4653000.0,4475000.0,4443000.0,140758000.0,118079000.0,113413000.0,105737000.0,96835000.0,85229000.0,142953000.0,123875000.0,118222000.0,106043000.0,93307000.0,85236000.0,76407000.0,99466000.0,77623000.0,62025000.0,57481000.0,53936000.0,49788000.0,43100000.0,34800000.0,30600000.0,27800000.0,28300000.0,27500000.0,22000000.0,22500000.0,21000000.0,19600000.0,20200000.0
,grossProfit,20757000.0,20815000.0,19397000.0,38167000.0,4859000.0,32982000.0,30203000.0,19382000.0,21695000.0,14101000.0,14369000.0,14503000.0,29324000.0,29096000.0,30407000.0,29152000.0,24993000.0,22482000.0,18067000.0,20542000.0,21792000.0,16239000.0,19994000.0,16493000.0,14908000.0,14615000.0,15200000.0,19100000.0,16000000.0,15200000.0,14500000.0,14100000.0,10400000.0,8400000.0,10100000.0,10600000.0,9300000.0
,grossProfitRatio,0.880167917567739,0.876199696918673,0.880801017164654,0.883679470260008,0.51082842724979,0.880529674026217,0.871760087744617,0.121031597352317,0.155214846824159,0.11058393588155,0.119635988210414,0.130261007023658,0.25598631201278,0.169114612697545,0.197087152098106,0.1978096543488,0.190733844134436,0.194163521578043,0.174893275122697,0.211884599119124,0.179715977502515,0.173009311542477,0.243772784354845,0.222956714521318,0.216547556795073,0.226930422495846,0.260720411663808,0.354359925788497,0.343347639484979,0.353488372093023,0.338785046728972,0.338942307692308,0.320987654320988,0.271844660194175,0.32475884244373,0.350993377483444,0.315254237288136
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,6462000.0,5070000.0,5717000.0,5409000.0,855000.0,4924000.0,6035000.0,0.0,0.0,0.0,0.0,0.0,13196000.0,15612000.0,12055000.0,12097000.0,9802000.0,9052000.0,8181000.0,8229000.0,12310000.0,9399000.0,7614000.0,6868000.0,5931000.0,5598000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,15623000.0,15059000.0,17435000.0,24562000.0,855000.0,16599000.0,18022000.0,1614000.0,1261000.0,113000000.0,106000000.0,97000000.0,13196000.0,15612000.0,12055000.0,12097000.0,9802000.0,9052000.0,8181000.0,8229000.0,12310000.0,9399000.0,7614000.0,6868000.0,5931000.0,5598000.0,48800000.0,18800000.0,10700000.0,9500000.0,8700000.0,8800000.0,6100000.0,2800000.0,4900000.0,4800000.0,4200000.0
