date,,2021-03-31_FY,2020-03-31_FY,2019-03-31_FY,2018-03-31_FY,2017-03-31_FY,2016-03-31_FY,2015-03-31_FY,2014-03-31_FY,2013-03-31_FY,2012-03-31_FY,2011-03-31_FY,2010-03-31_FY,2009-03-31_FY,2008-03-31_FY,2007-03-31_FY,2006-03-31_FY,2005-03-31_FY,2004-03-31_FY,2003-03-31_FY,2002-03-31_FY,2001-03-31_FY,2000-03-31_FY,1999-03-31_FY,1998-03-31_FY,1997-03-31_FY,1996-03-31_FY,1995-03-31_FY,1994-03-31_FY,1993-03-31_FY,1992-03-31_FY,1991-03-31_FY,1990-03-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,914053000000.0,455746000000.0,610316000000.0,1059337000000.0,616569000000.0,344531000000.0,509435000000.0,574107000000.0,367149000000.0,211482000000.0,534088000000.0,268400000000.0,137005000000.0,598265040000.0,592400568960.0,596986826400.0,486408252960.0,463928297500.0,426119270640.0,361780448380.0,236383053412.71,254019210287.0,301345715560.0,262573359645.0,220602070472.0,71296529913.0,61412984948.0,23710832268.0,38314000032.0,64934028378.0,76546451625.0,81188180163.0
,depreciationAndAmortization,624239000000.0,699877000000.0,721695000000.0,713093000000.0,674329000000.0,660714000000.0,625229000000.0,794720000000.0,590469000000.0,530758000000.0,563639000000.0,629674000000.0,637644000000.0,516900994560.0,371487468960.0,262241058600.0,225832403160.0,213198509750.0,220609921400.0,194447022770.0,173380125637.95,166631521800.4,175515063070.0,154490930040.0,140986285640.0,125885445786.0,124890925355.0,143321772372.0,173733776524.0,190842531122.0,191895252000.0,164247635445.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,74638000000.0,45426000000.0,53252000000.0,49661000000.0,130180000000.0,56606000000.0,41773000000.0,31209492920.0,-16494844800.0,-2707156350.0,115597023080.0,113323608850.0,68306494380.0,8107497190.0,-18752522799.0,-41182798255.8,-3632249575.0,-14107545300.0,-7934346716.0,-2281231917.0,-492478917.0,11983665984.0,6029631300.0,-10350646226.0,-19542273825.0,2736150174.0
,stockBasedCompensation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-192290000000.0,-260386000000.0,-519566000000.0,-528083000000.0,-535464000000.0,261255000000.0,-136637000000.0,-73111000000.0,-220661000000.0,-28425000000.0,-123447000000.0,565185000000.0,-530737000000.0,-111775851640.0,-108865975680.0,-168903015750.0,7720765920.0,44412012300.0,-101338995980.0,156301913040.0,96672849157.29,7170982194.4,-145944978825.0,81677363685.0,230294103980.0,116567737956.0,125452524120.0,-83670202140.0,-43126220060.0,-18495634848.0,-118805736900.0,-90528830757.0
,accountsReceivables,-133788000000.0,132702000000.0,9344000000.0,-41778000000.0,49217000000.0,-88173000000.0,-45839000000.0,-92638000000.0,-90495000000.0,-35475000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,68281000000.0,-59931000000.0,-60906000000.0,-202916000000.0,-72144000000.0,66405000000.0,-56285000000.0,-2901000000.0,-74662000000.0,-154222000000.0,-33676000000.0,352994000000.0,-262782000000.0,-100309105040.0,-96848303040.0,-109698683400.0,-79566782120.0,-51814014350.0,-146404766020.0,10101144040.0,-8521363268.67,-41020138990.4,-42800999910.0,-42309326895.0,-12836064812.0,81567428544.0,36227440333.0,-38669894772.0,-37590444276.0,-21737685784.0,-106953383100.0,-29814601896.0
,accountsPayables,101301000000.0,-141159000000.0,-11816000000.0,69429000000.0,12999000000.0,105189000000.0,22246000000.0,70988000000.0,-95192000000.0,242814000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-127223000000.0,-291083000000.0,-220856000000.0,-175680000000.0,-616400000000.0,-208670000000.0,-382586000000.0,0.0,0.0,-38744000000.0,-154179000000.0,0.0,0.0,48758600760.0,8718703680.0,-55790961300.0,0.0,0.0,0.0,31100890860.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherNonCashItems,-109358000000.0,-167569000000.0,-208978000000.0,-104997000000.0,-174866000000.0,-147505000000.0,-227147000000.0,-95906000000.0,-66795000000.0,-55690000000.0,546447000000.0,-333000000.0,121355000000.0,125436236720.0,44182620000.0,15889830750.0,17371723320.0,-9695580150.0,59104583220.0,26050318840.0,39992813030.79,8538840780.0,17160890615.0,0.0,24756152.0,21420018.0,-8639981.0,10259988.0,-11485012.0,13287094.0,-14109945.0,-15725001.0
,netCashProvidedByOperatingActivites,1072379000000.0,979415000000.0,775988000000.0,987671000000.0,885073000000.0,1390995000000.0,1020404000000.0,1229191000000.0,800744000000.0,737429000000.0,1070837000000.0,1544212000000.0,383641000000.0,1123641455960.0,904624416960.0,576506600100.0,746984102760.0,712260253600.0,687194006500.0,748016298120.0,517375798535.91,394200979183.2,340847918315.0,478032841590.0,561754223108.0,302000833782.0,288730885058.0,87466397700.0,196623405440.0,234092022092.0,119610003765.0,124227507900.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-318410000000.0,-370195000000.0,-420768000000.0,-415563000000.0,-494132000000.0,-635176000000.0,-648205000000.0,-1127840000000.0,-793118000000.0,-683767000000.0,-798420000000.0,0.0,0.0,-666267832880.0,-597938124000.0,-459981174600.0,-374135448540.0,-287427037350.0,-316522149260.0,-302635591830.0,-290782268238.99,-215759757641.2,-234214598005.0,-311843296155.0,-217222855724.0,-151546627350.0,-128407397622.0,-121919437404.0,-168209485752.0,-238078150292.0,-262120448265.0,-330791121036.0
,acquisitionsNet,0.0,-28000000.0,0.0,0.0,119000000.0,0.0,-18000000.0,145000000.0,0.0,-248000000.0,0.0,993000000.0,0.0,-24415000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
