date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY,1988-12-31_FY,1987-12-31_FY,1986-12-31_FY,1985-12-31_FY
,revenue,12301000000.0,10589000000.0,9614000000.0,7528000000.0,7386000000.0,9226000000.0,8106000000.0,7452000000.0,8450000000.0,8785000000.0,8281000000.0,11322000000.0,9623000000.0,9319000000.0,9722000000.0,8510428000.0,9760124000.0,7922498000.0,46225837000.0,29339384000.0,15302800000.0,11488500000.0,6873400000.0,4095300000.0,3730200000.0,4001900000.0,4323900000.0,4596400000.0,4443700000.0,4178600000.0,3789800000.0,3649500000.0,3628200000.0,3536000000.0,4067800000.0
,costOfRevenue,9262000000.0,8109000000.0,7115000000.0,5059000000.0,5109000000.0,6890000000.0,5755000000.0,4747000000.0,4055000000.0,4574000000.0,4371000000.0,7466000000.0,5995000000.0,5909000000.0,6509000000.0,5524451000.0,5439907000.0,3990114000.0,40048260000.0,23699654000.0,10885600000.0,6999800000.0,3518300000.0,1347200000.0,1112600000.0,1269900000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,3039000000.0,2480000000.0,2499000000.0,2469000000.0,2277000000.0,2336000000.0,2351000000.0,2705000000.0,4395000000.0,4211000000.0,3910000000.0,3856000000.0,3628000000.0,3410000000.0,3213000000.0,2985977000.0,4320217000.0,3932384000.0,6177577000.0,5639730000.0,4417200000.0,4488700000.0,3355100000.0,2748100000.0,2617600000.0,2732000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,0.247053085115031,0.234205307394466,0.25993343041398,0.327975557917109,0.308285946385053,0.25319748536744,0.290032075006168,0.362989801395598,0.520118343195266,0.479339783722254,0.472165197439923,0.340575869987635,0.377013405382937,0.365919090031119,0.330487554001234,0.350860967274501,0.442639560726892,0.496356578442809,0.133639051251792,0.19222387218491,0.288653056956897,0.390712451582017,0.488128146186749,0.671037530828022,0.701731810626776,0.682675729028711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,50000000.0,50000000.0,60000000.0,35000000.0,46000000.0,36000000.0,24000000.0,38000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,1765000000.0,1649000000.0,1427000000.0,1510000000.0,1344000000.0,1401000000.0,1341000000.0,1415000000.0,3097000000.0,2962000000.0,2786000000.0,2583000000.0,2411000000.0,2365000000.0,2153000000.0,1895858000.0,2716053000.0,2602948000.0,4188459000.0,3760596000.0,1353700000.0,4187500000.0,2355700000.0,1852600000.0,1712600000.0,1720000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
