date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY
,revenue,5998545000.0,5562140000.0,5071654000.0,4368428000.0,3611989000.0,2725867000.0,2443776000.0,2152766000.0,1895744000.0,1606842000.0,1220334000.0,882509000.0,704680000.0,419442000.0,286915000.0,221057000.0,163671000.0,117942000.0,77188000.0,63414000.0,13016000.0
,costOfRevenue,3074340000.0,2810184000.0,2605475000.0,2193149000.0,1820870000.0,1291506000.0,1197885000.0,1064403000.0,943995000.0,867641000.0,674667000.0,483420000.0,414659000.0,263745000.0,188379000.0,158354000.0,136950000.0,128121000.0,104073000.0,94889000.0,-10519000.0
,grossProfit,2924205000.0,2751956000.0,2466179000.0,2175279000.0,1791119000.0,1434361000.0,1245891000.0,1088363000.0,951749000.0,739201000.0,545667000.0,399089000.0,290021000.0,155697000.0,98536000.0,62703000.0,26721000.0,-10179000.0,-26885000.0,-31475000.0,23535000.0
,grossProfitRatio,0.487485715285957,0.494765683711665,0.486267201981839,0.497954641807076,0.495881631976177,0.526203589536834,0.509822094987429,0.505564933671379,0.502045107356268,0.460033407142706,0.447145617511272,0.45222088386634,0.411564114207867,0.371200308981933,0.343432723977485,0.283650823090877,0.163260443206188,-0.0863051330314901,-0.348305436078147,-0.496341501876557,1.80815918869084
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,1090981000.0,935018000.0,826694000.0,745906000.0,694561000.0,493284000.0,438016000.0,374790000.0,329399000.0,265932000.0,220781000.0,155324000.0,146564000.0,146513000.0,104742000.0,65662000.0,51098000.0,53776000.0,45906000.0,75221000.0,77490000.0
,SellingAndMarketingExpenses,718356000.0,651046000.0,633702000.0,581724000.0,438742000.0,332012000.0,296103000.0,246623000.0,202914000.0,159091000.0,111104000.0,63584000.0,66913000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,6913000.0,27778000.0,14044000.0,9213000.0,-57924000.0,-60581000.0,119000.0,5253000.0,-2208000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,1809337000.0,1586064000.0,1460396000.0,1327630000.0,1133303000.0,825296000.0,734119000.0,621413000.0,532313000.0,425023000.0,331885000.0,218908000.0,213477000.0,145175000.0,95095000.0,65662000.0,51098000.0,53776000.0,45906000.0,75221000.0,130644000.0
,costAndExpenses,4883677000.0,4396248000.0,4065871000.0,3520779000.0,2954173000.0,2116802000.0,1932004000.0,1685816000.0,1476308000.0,1292664000.0,1006552000.0,702328000.0,628136000.0,408920000.0,283474000.0,224016000.0,188048000.0,181897000.0,149979000.0,170110000.0,120125000.0
,interestExpense,406466000.0,479684000.0,521494000.0,478698000.0,392156000.0,299055000.0,270553000.0,248792000.0,200328000.0,181303000.0,140475000.0,74232000.0,55041000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,1423369000.0,1284837000.0,1227489000.0,1042480000.0,837207000.0,525580000.0,481691000.0,432471000.0,398291000.0,347674000.0,260176000.0,173530000.0,158907000.0,103307000.0,72778000.0,74964000.0,66133000.0,74401000.0,66937000.0,75884000.0,53154000.0
